"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE906009444275";"PV Anlage";"In Betrieb";"24.1.2023";"3.5.2023";"Solare Strahlungsenergie";"13,125";"10";"63849";"Leidersbach";"(natürliche Person)";"ABR908812796534";"7.6.2023"
"SEE995532754968";"PV Anlage";"In Betrieb";"27.4.2023";"3.5.2023";"Solare Strahlungsenergie";"9,84";"9";"83024";"Rosenheim";"(natürliche Person)";"ABR922221401735";"15.6.2023"
"SEE993338445127";"PV-Anlage JaLuJo";"In Betrieb";"26.4.2023";"3.5.2023";"Solare Strahlungsenergie";"11,25";"10";"94315";"Straubing";"(natürliche Person)";"ABR959698845229";"31.5.2023"
"SEE990314993672";"Balkon600_1";"In Betrieb";"1.5.2023";"3.5.2023";"Solare Strahlungsenergie";"0,75";"0,56";"90552";"Röthenbach";"(natürliche Person)";"ABR961210593310";"29.2.2024"
"SEE953680253108";"priRoof Duo";"In Betrieb";"1.5.2023";"3.5.2023";"Solare Strahlungsenergie";"0,75";"0,6";"86609";"Donauwörth";"(natürliche Person)";"ABR989362657537";"3.5.2023"
"SEE969373978265";"Aufdachanlage";"In Betrieb";"2.5.2023";"3.5.2023";"Solare Strahlungsenergie";"16,17";"12";"83052";"Bruckmühl";"(natürliche Person)";"ABR980520768720";"29.2.2024"
"SEE953886658462";"Balkonkraftwerk 1";"In Betrieb";"27.4.2023";"3.5.2023";"Solare Strahlungsenergie";"0,6";"0,6";"91126";"Rednitzhembach";"(natürliche Person)";"ABR985006241674";"3.5.2023"
"SEE900017651892";"MaCla";"In Betrieb";"1.5.2023";"3.5.2023";"Solare Strahlungsenergie";"0,81";"0,6";"96450";"Coburg";"(natürliche Person)";"ABR920480480225";"3.5.2023"
"SEE927801565616";"PV-Anlage 2023";"In Betrieb";"28.4.2023";"3.5.2023";"Solare Strahlungsenergie";"17,63";"17,63";"91578";"Leutershausen";"(natürliche Person)";"ABR981225684193";"26.1.2024"
"SEE984600945261";"PV Anlage Ost";"In Betrieb";"22.4.2023";"3.5.2023";"Solare Strahlungsenergie";"11,63";"11,63";"87760";"Lachen";"(natürliche Person)";"ABR915383901151";"19.9.2023"
"SEE955216314185";"PV Friedenberger";"In Betrieb";"3.5.2023";"3.5.2023";"Solare Strahlungsenergie";"11,7";"10";"94550";"Künzing";"(natürliche Person)";"ABR990259075310";"3.5.2023"
"SEE915686158528";"PV Solar";"In Betrieb";"2.5.2023";"3.5.2023";"Solare Strahlungsenergie";"0,56";"0,56";"92318";"Neumarkt";"(natürliche Person)";"ABR952016898570";"28.10.2023"
"SEE968252442637";"Hausdach";"In Betrieb";"3.5.2023";"3.5.2023";"Solare Strahlungsenergie";"12,32";"10";"88175";"Scheidegg";"(natürliche Person)";"ABR998706279670";"9.1.2024"
"SEE960807043818";"PV Anlage Carport";"In Betrieb";"3.5.2023";"3.5.2023";"Solare Strahlungsenergie";"0,84";"0,6";"96129";"Strullendorf";"(natürliche Person)";"ABR903833005764";"23.9.2023"
"SEE919459690611";"Haupthaus";"In Betrieb";"3.5.2023";"3.5.2023";"Solare Strahlungsenergie";"10,5";"10";"86556";"Kühbach";"(natürliche Person)";"ABR963099134981";"3.5.2023"
"SEE903425484809";"PV-Anlage";"In Betrieb";"28.4.2023";"3.5.2023";"Solare Strahlungsenergie";"6,555";"6,555";"82065";"Baierbrunn";"(natürliche Person)";"ABR966405714402";"6.3.2024"
"SEE902572474787";"ABR917160819727";"In Betrieb";"1.5.2023";"3.5.2023";"Solare Strahlungsenergie";"0,6";"0,6";"95615";"Marktredwitz";"(natürliche Person)";"ABR917160819727";"27.6.2023"
"SEE948592836884";"PV Dach";"In Betrieb";"27.4.2023";"3.5.2023";"Solare Strahlungsenergie";"9,84";"9,31";"86517";"Wehringen";"(natürliche Person)";"ABR905773839225";"23.2.2024"
