"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE988524934080";"C000609811_VN_Hausdach";"In Betrieb";"7.8.2023";"8.8.2023";"Solare Strahlungsenergie";"6,56";"5";"95463";"Bindlach";"(natürliche Person)";"ABR952713609561";"3.11.2023"
"SEE933773966504";"Balkonkraftwerk Carport";"In Betrieb";"2.8.2023";"8.8.2023";"Solare Strahlungsenergie";"0,86";"0,6";"94034";"Passau";"(natürliche Person)";"ABR949369852465";"8.8.2023"
"SEE989781394105";"PV-Anlage mit 9,775 kWp (2023)";"In Betrieb";"7.8.2023";"8.8.2023";"Solare Strahlungsenergie";"9,775";"8";"85051";"Ingolstadt";"(natürliche Person)";"ABR933322010573";"20.2.2024"
"SEE921902283530";"Nebengebäude";"In Betrieb";"14.7.2023";"8.8.2023";"Solare Strahlungsenergie";"20,5";"20";"97478";"Knetzgau";"(natürliche Person)";"ABR904429838926";"8.8.2023"
"SEE953525938412";"Photovoltaik Scheune Kriegl";"In Betrieb";"11.7.2023";"8.8.2023";"Solare Strahlungsenergie";"9,36";"9,36";"94315";"Straubing";"(natürliche Person)";"ABR990001802546";"3.1.2024"
"SEE944975397966";"PV9,00kWp";"In Betrieb";"3.8.2023";"8.8.2023";"Solare Strahlungsenergie";"9";"8,8";"80935";"München";"(natürliche Person)";"ABR915984243698";"8.8.2023"
"SEE943081897612";"PV auf Hausdach";"In Betrieb";"7.8.2023";"8.8.2023";"Solare Strahlungsenergie";"12";"10";"63762";"Großostheim";"(natürliche Person)";"ABR989167757449";"8.8.2023"
"SEE933084128561";"PV_Meier";"In Betrieb";"5.8.2023";"8.8.2023";"Solare Strahlungsenergie";"9,84";"9,84";"90559";"Burgthann";"(natürliche Person)";"ABR932663708538";"30.11.2023"
"SEE939208017285";"PV-Anlage";"In Betrieb";"2.8.2023";"8.8.2023";"Solare Strahlungsenergie";"4";"4";"91807";"Solnhofen";"(natürliche Person)";"ABR997182564546";"21.2.2024"
"SEE923285533325";"PV-Anlage";"In Betrieb";"2.8.2023";"8.8.2023";"Solare Strahlungsenergie";"6,15";"6,15";"82041";"Oberhaching";"(natürliche Person)";"ABR907535353956";"18.9.2023"
