"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE967998121486";"PV-Anlage";"In Betrieb";"24.7.2018";"23.1.2020";"Solare Strahlungsenergie";"3,72";"3,72";"86500";"Kutzenhausen";"(natürliche Person)";"ABR928414898344";"23.1.2020"
"SEE903746013627";"Anlage1";"In Betrieb";"14.6.2018";"23.1.2020";"Solare Strahlungsenergie";"6,1";"6,1";"86477";"Adelsried";"(natürliche Person)";"ABR917047838209";"23.1.2020"
"SEE955484779655";"3.5";"In Betrieb";"30.10.2018";"23.1.2020";"Solare Strahlungsenergie";"749,385";"749,385";"86807";"Buchloe";"Hörmann Liegenschaften GmbH & Co.KG";"ABR954157080579";"30.7.2020"
"SEE951737560049";"Hausdach";"In Betrieb";"5.5.2017";"23.1.2020";"Solare Strahlungsenergie";"9,6";"9,6";"86169";"Augsburg";"(natürliche Person)";"ABR908004831265";"23.1.2020"
"SEE973903048786";"Solar_1_6240";"In Betrieb";"19.1.2017";"23.1.2020";"Solare Strahlungsenergie";"6,24";"6,24";"86316";"Friedberg";"(natürliche Person)";"ABR919841000363";"23.1.2020"
"SEE994472898374";"Hausdach";"In Betrieb";"24.2.2016";"23.1.2020";"Solare Strahlungsenergie";"8";"7,4";"86853";"Langerringen";"(natürliche Person)";"ABR951013942927";"23.1.2020"
"SEE974721897297";"Realschule Schondorf";"In Betrieb";"17.1.2020";"23.1.2020";"Solare Strahlungsenergie";"70,2";"70";"86938";"Schondorf";"Landratsamt Landsberg";"ABR936689381393";"23.1.2020"
"SEE961699037633";"Photovoltaikanlage auf Wohngebäude";"In Betrieb";"3.1.2020";"23.1.2020";"Solare Strahlungsenergie";"7,8";"6";"97456";"Dittelbrunn";"(natürliche Person)";"ABR983963791126";"27.4.2021"
"SEE938630693364";"Hausdach";"In Betrieb";"3.11.2016";"23.1.2020";"Solare Strahlungsenergie";"5,1";"4,6";"86441";"Zusmarshausen";"Jörg Scherer und Claudia Scherer";"ABR990506450495";"5.3.2020"
"SEE964970205127";"Solar_1_3120";"In Betrieb";"19.1.2017";"23.1.2020";"Solare Strahlungsenergie";"3,12";"3,12";"86316";"Friedberg";"(natürliche Person)";"ABR919841000363";"23.1.2020"
"SEE952585716978";"Anlage2";"In Betrieb";"7.1.2016";"23.1.2020";"Solare Strahlungsenergie";"22,88";"22,88";"86637";"Binswangen";"(natürliche Person)";"ABR915899126222";"23.1.2020"
"SEE961070926532";"Meine PV Anlage";"In Betrieb";"20.12.2019";"23.1.2020";"Solare Strahlungsenergie";"7,44";"7";"91459";"Markt Erlbach";"(natürliche Person)";"ABR998523767541";"7.3.2021"
"SEE989650000465";"Rathaus";"In Betrieb";"16.9.2015";"23.1.2020";"Solare Strahlungsenergie";"107,26";"102";"82205";"Gilching";"Gemeinde Gilching";"ABR940561507238";"23.1.2020"
"SEE947849434330";"Solar MF2";"In Betrieb";"27.4.2018";"23.1.2020";"Solare Strahlungsenergie";"8,4";"8";"86165";"Augsburg";"(natürliche Person)";"ABR979511491518";"27.1.2020"
"SEE950350126861";"AufDach PV";"In Betrieb";"10.7.2018";"23.1.2020";"Solare Strahlungsenergie";"8,68";"8";"86807";"Buchloe";"(natürliche Person)";"ABR936038571703";"23.1.2020"
"SEE914900007079";"PV-Anlage-Wohnhaus";"In Betrieb";"27.12.2019";"23.1.2020";"Solare Strahlungsenergie";"9,9";"9,9";"85777";"Fahrenzhausen";"(natürliche Person)";"ABR936737370546";"23.1.2020"
"SEE985657201355";"Garage";"In Betrieb";"20.1.2020";"23.1.2020";"Solare Strahlungsenergie";"9,45";"9,45";"92521";"Schwarzenfeld";"(natürliche Person)";"ABR936739066690";"31.3.2020"
