"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE979068730924";"PV-Anlage mit 8,61 kWp (2023)";"In Betrieb";"17.5.2023";"22.5.2023";"Solare Strahlungsenergie";"8,61";"8";"85084";"Reichertshofen";"(natürliche Person)";"ABR936028302430";"1.9.2023"
"SEE989383807393";"Balkonkraftwerk";"In Betrieb";"6.5.2023";"22.5.2023";"Solare Strahlungsenergie";"0,8";"0,6";"96486";"Lautertal";"(natürliche Person)";"ABR980850085504";"22.5.2023"
"SEE919686066678";"PV Anlage Waldkraiburg";"In Betrieb";"19.5.2023";"22.5.2023";"Solare Strahlungsenergie";"9,36";"9,36";"84478";"Waldkraiburg";"(natürliche Person)";"ABR900929330175";"23.5.2023"
"SEE980517202442";"Garagendach";"In Betrieb";"18.5.2023";"22.5.2023";"Solare Strahlungsenergie";"0,8";"0,6";"96487";"Dörfles-Esbach";"(natürliche Person)";"ABR941909313382";"22.5.2023"
"SEE939205638025";"ABR913398536429";"In Betrieb";"12.5.2023";"22.5.2023";"Solare Strahlungsenergie";"9,6";"9,6";"91452";"Wilhermsdorf";"(natürliche Person)";"ABR913398536429";"22.5.2023"
"SEE929607909236";"Heinzel";"In Betrieb";"22.5.2023";"22.5.2023";"Solare Strahlungsenergie";"8,5";"8";"90579";"Langenzenn";"(natürliche Person)";"ABR909255341893";"22.5.2023"
"SEE953208804522";"Balkonkraftwerk";"In Betrieb";"1.5.2023";"22.5.2023";"Solare Strahlungsenergie";"0,8";"0,6";"95369";"Untersteinach";"(natürliche Person)";"ABR937963157727";"22.5.2023"
"SEE976977479753";"Balkonkraftwerk";"In Betrieb";"13.5.2023";"22.5.2023";"Solare Strahlungsenergie";"0,8";"0,6";"81549";"München";"(natürliche Person)";"ABR995372155079";"22.5.2023"
"SEE934002276326";"Am Mühlbach 1, Balkonkraftwerk";"In Betrieb";"20.5.2023";"22.5.2023";"Solare Strahlungsenergie";"1,6";"0,6";"97475";"Zeil";"MA Enterprise Holding GmbH";"ABR939727794773";"22.5.2023"
"SEE915571957205";"PV Anlage";"In Betrieb";"3.3.2023";"22.5.2023";"Solare Strahlungsenergie";"8,1";"8,1";"97633";"Großbardorf";"(natürliche Person)";"ABR933561479155";"8.9.2023"
"SEE900107199167";"Abt-Degen-Str. 13, Balkonkraftwerk 1";"In Betrieb";"17.5.2023";"22.5.2023";"Solare Strahlungsenergie";"1,6";"0,6";"97475";"Zeil";"MA Enterprise Holding GmbH";"ABR939727794773";"22.5.2023"
"SEE939338561283";"PV Anlage Garage";"In Betrieb";"19.5.2023";"22.5.2023";"Solare Strahlungsenergie";"9,84";"9,84";"89331";"Burgau";"(natürliche Person)";"ABR956100429510";"19.12.2023"
"SEE945266586557";"Hausdach Black/Black";"In Betrieb";"22.5.2023";"22.5.2023";"Solare Strahlungsenergie";"7,32";"7,32";"90513";"Zirndorf";"(natürliche Person)";"ABR994198959045";"13.7.2023"
