"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE920493329009";"Haus";"In Betrieb";"22.3.2018";"20.8.2020";"Solare Strahlungsenergie";"9,72";"9,72";"96117";"Memmelsdorf";"(natürliche Person)";"ABR930759265255";"20.8.2020"
"SEE908308991320";"8,775 KWp Wohnhaus";"In Betrieb";"20.8.2020";"20.8.2020";"Solare Strahlungsenergie";"8,775";"8,775";"84144";"Geisenhausen";"(natürliche Person)";"ABR938428004709";"20.8.2020"
"SEE941926219728";"PV Anlage";"In Betrieb";"6.6.2017";"20.8.2020";"Solare Strahlungsenergie";"9,88";"9,88";"93444";"Bad Kötzting";"(natürliche Person)";"ABR960458921800";"20.8.2020"
"SEE957941972364";"PV Hausdach";"In Betrieb";"20.8.2020";"20.8.2020";"Solare Strahlungsenergie";"5,025";"5";"82237";"Wörthsee";"(natürliche Person)";"ABR946506322959";"20.8.2020"
"SEE999931908175";"Hausdach und Gaube";"In Betrieb";"30.7.2020";"20.8.2020";"Solare Strahlungsenergie";"9,92";"9";"91189";"Rohr";"(natürliche Person)";"ABR933954946806";"25.4.2021"
"SEE955153132552";"Bayernstraße 10 a";"In Betrieb";"30.7.2020";"20.8.2020";"Solare Strahlungsenergie";"199,08";"199,08";"93128";"Regenstauf";"Markt Regenstauf";"ABR985206810274";"5.2.2021"
"SEE948368092148";"Hausdach";"In Betrieb";"2.1.2018";"20.8.2020";"Solare Strahlungsenergie";"5,7";"4,6";"82239";"Alling";"(natürliche Person)";"ABR943582382532";"2.11.2022"
"SEE973363079436";"Reichstraße 2 - Garage";"In Betrieb";"11.8.2020";"20.8.2020";"Solare Strahlungsenergie";"6,5";"4,6";"92224";"Amberg";"(natürliche Person)";"ABR998105275440";"30.9.2020"
"SEE912446820695";"Hausdach";"In Betrieb";"30.7.2018";"20.8.2020";"Solare Strahlungsenergie";"9,76";"9";"90537";"Feucht";"(natürliche Person)";"ABR947769520564";"24.8.2020"
"SEE974391133893";"PV-Anlage";"In Betrieb";"30.7.2020";"20.8.2020";"Solare Strahlungsenergie";"9,99";"9,99";"84416";"Taufkirchen";"(natürliche Person)";"ABR908868476305";"12.11.2020"
"SEE966200946466";"ABR980007082707";"In Betrieb";"13.12.2017";"20.8.2020";"Solare Strahlungsenergie";"3,24";"3,24";"92253";"Schnaittenbach";"(natürliche Person)";"ABR980007082707";"20.8.2020"
"SEE999801100005";"9,80-2020";"In Betrieb";"20.8.2020";"20.8.2020";"Solare Strahlungsenergie";"9,8";"9,8";"87659";"Hopferau";"(natürliche Person)";"ABR934632960756";"1.2.2021"
"SEE960923323832";"Hausdach";"In Betrieb";"27.9.2017";"20.8.2020";"Solare Strahlungsenergie";"3,975";"3,975";"86561";"Aresing";"(natürliche Person)";"ABR987473338673";"20.8.2020"
"SEE914223501896";"PV-Anlage Hausdach";"In Betrieb";"7.8.2020";"20.8.2020";"Solare Strahlungsenergie";"8,52";"6";"85356";"Freising";"(natürliche Person)";"ABR988149051704";"22.11.2020"
"SEE952149611299";"Hausdach";"In Betrieb";"21.7.2020";"20.8.2020";"Solare Strahlungsenergie";"6,5";"6,5";"83052";"Bruckmühl";"(natürliche Person)";"ABR975674121910";"20.8.2020"
"SEE963584121373";"Anlage2";"In Betrieb";"13.8.2020";"20.8.2020";"Solare Strahlungsenergie";"9,92";"9,92";"86660";"Tapfheim";"(natürliche Person)";"ABR980138373996";"20.8.2020"
"SEE970502915075";"Hausdach";"In Betrieb";"5.4.2017";"20.8.2020";"Solare Strahlungsenergie";"6,78";"4,5";"91330";"Eggolsheim";"(natürliche Person)";"ABR919402374216";"20.8.2020"
"SEE947347770787";"Dach1";"In Betrieb";"29.8.2018";"20.8.2020";"Solare Strahlungsenergie";"6,51";"6,51";"93098";"Mintraching";"(natürliche Person)";"ABR904638935997";"4.10.2020"
"SEE934137703193";"PV-Anlage";"In Betrieb";"24.7.2020";"20.8.2020";"Solare Strahlungsenergie";"9,75";"9,75";"87541";"Bad Hindelang";"(natürliche Person)";"ABR947893601528";"7.9.2020"
"SEE909507487737";"PV-Anlage Ost-West";"In Betrieb";"19.8.2020";"20.8.2020";"Solare Strahlungsenergie";"9,75";"8,5";"83254";"Breitbrunn";"(natürliche Person)";"ABR967132698928";"20.8.2020"
"SEE993767705274";"West-Ost";"In Betrieb";"25.9.2015";"20.8.2020";"Solare Strahlungsenergie";"7,28";"6";"96148";"Baunach";"(natürliche Person)";"ABR935743559952";"7.10.2020"
"SEE903460941138";"Garage";"In Betrieb";"26.6.2015";"20.8.2020";"Solare Strahlungsenergie";"8,1";"8,1";"91355";"Hiltpoltstein";"(natürliche Person)";"ABR912959677168";"20.8.2020"
