"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE975282948329";"Ruperti-Sonne-28-10";"In Betrieb";"24.11.2020";"20.12.2020";"Solare Strahlungsenergie";"7,8";"7,8";"83115";"Neubeuern";"(natürliche Person)";"ABR980980010865";"13.1.2021"
"SEE935349931589";"PV InDaK28b";"In Betrieb";"14.12.2020";"20.12.2020";"Solare Strahlungsenergie";"4,83";"4,83";"85579";"Neubiberg";"(natürliche Person)";"ABR997893267675";"5.3.2023"
"SEE923155871205";"PV_Berghausen_Carport";"In Betrieb";"11.8.2015";"20.12.2020";"Solare Strahlungsenergie";"3,48";"3";"84089";"Aiglsbach";"(natürliche Person)";"ABR946680718722";"20.12.2020"
"SEE974393485730";"Hausdach4";"In Betrieb";"9.12.2015";"20.12.2020";"Solare Strahlungsenergie";"4,68";"4,68";"86899";"Landsberg";"(natürliche Person)";"ABR959697314108";"20.12.2020"
"SEE959327084333";"Holzanbau";"In Betrieb";"10.2.2016";"20.12.2020";"Solare Strahlungsenergie";"5,72";"5";"92283";"Lauterhofen";"(natürliche Person)";"ABR971689734015";"10.1.2021"
"SEE985079151061";"Photovoltaik";"In Betrieb";"17.12.2020";"20.12.2020";"Solare Strahlungsenergie";"6,7";"5";"91257";"Pegnitz";"(natürliche Person)";"ABR998634968806";"20.12.2020"
"SEE972771168114";"E3DC Holledau";"In Betrieb";"31.5.2016";"20.12.2020";"Solare Strahlungsenergie";"9,28";"9,28";"85405";"Nandlstadt";"(natürliche Person)";"ABR934734531991";"20.12.2020"
"SEE995999683108";"Solar Hausdach";"In Betrieb";"19.10.2020";"20.12.2020";"Solare Strahlungsenergie";"4,76";"4,6";"85617";"Aßling";"(natürliche Person)";"ABR973118892273";"20.1.2021"
"SEE976895733685";"Hausdach";"In Betrieb";"24.4.2017";"20.12.2020";"Solare Strahlungsenergie";"5,1";"5,1";"82335";"Berg";"(natürliche Person)";"ABR911835224045";"20.12.2020"
"SEE961760975857";"PV-Hopfenhalle";"In Betrieb";"30.4.2018";"19.12.2020";"Solare Strahlungsenergie";"99,75";"70";"85276";"Pfaffenhofen";"(natürliche Person)";"ABR971836344258";"19.12.2020"
