"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE990834742378";"265610_RK_Hausdach";"In Betrieb";"13.7.2020";"20.7.2020";"Solare Strahlungsenergie";"9,24";"8,5";"92699";"Irchenrieth";"(natürliche Person)";"ABR912881125409";"26.11.2020"
"SEE924761993220";"269237_RHF_Hausdach";"In Betrieb";"15.7.2020";"20.7.2020";"Solare Strahlungsenergie";"9,24";"8,5";"91805";"Polsingen";"(natürliche Person)";"ABR900580456344";"12.9.2023"
"SEE987986462438";"Eichelsdorf 38,675";"In Betrieb";"18.6.2020";"20.7.2020";"Solare Strahlungsenergie";"38,675";"36";"97461";"Hofheim";"(natürliche Person)";"ABR981138053314";"20.7.2020"
"SEE982752766260";"Am Daimergarten 1, 9.75kWp";"In Betrieb";"11.6.2020";"20.7.2020";"Solare Strahlungsenergie";"9,15";"9,15";"82346";"Andechs";"(natürliche Person)";"ABR969510623768";"7.11.2022"
"SEE992264127190";"Pleinfeld";"In Betrieb";"17.7.2020";"20.7.2020";"Solare Strahlungsenergie";"7,04";"7,04";"91785";"Pleinfeld";"(natürliche Person)";"ABR998614613702";"20.7.2020"
"SEE998830609039";"Matthias";"In Betrieb";"22.2.2020";"20.7.2020";"Solare Strahlungsenergie";"7,15";"7,15";"91790";"Bergen";"(natürliche Person)";"ABR981475701978";"4.8.2020"
"SEE951581568345";"Hausdach_EV";"In Betrieb";"29.6.2020";"20.7.2020";"Solare Strahlungsenergie";"6,08";"6";"94575";"Windorf";"(natürliche Person)";"ABR973541170917";"15.9.2020"
"SEE936380611928";"PV";"In Betrieb";"18.6.2020";"20.7.2020";"Solare Strahlungsenergie";"8,78";"8,78";"97526";"Sennfeld";"(natürliche Person)";"ABR985287956533";"20.7.2020"
"SEE975452744942";"Hausdach";"In Betrieb";"17.7.2020";"20.7.2020";"Solare Strahlungsenergie";"8,91";"8,91";"82441";"Ohlstadt";"(natürliche Person)";"ABR947406036427";"20.7.2020"
"SEE961602907541";"Waldmeister";"In Betrieb";"20.7.2020";"20.7.2020";"Solare Strahlungsenergie";"9,92";"9,92";"93173";"Wenzenbach";"(natürliche Person)";"ABR945247838262";"20.7.2020"
"SEE937089320807";"PV 29,28";"In Betrieb";"5.4.2018";"20.7.2020";"Solare Strahlungsenergie";"29,28";"29,28";"84564";"Oberbergkirchen";"(natürliche Person)";"ABR917935761954";"14.7.2021"
"SEE966783989980";"Hausdach";"In Betrieb";"2.6.2020";"20.7.2020";"Solare Strahlungsenergie";"9,6";"9,6";"87544";"Blaichach";"(natürliche Person)";"ABR994513890251";"27.8.2021"
