"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE970394169990";"C000610074_HZ_Hausdach";"In Betrieb";"29.9.2023";"30.9.2023";"Solare Strahlungsenergie";"5,74";"4,4";"95497";"Goldkronach";"(natürliche Person)";"ABR951299341209";"30.9.2023"
"SEE967848337548";"Growatt Solar";"In Betrieb";"2.9.2022";"30.9.2023";"Solare Strahlungsenergie";"8,36";"8";"85247";"Schwabhausen";"(natürliche Person)";"ABR994690273045";"27.2.2024"
"SEE900948109646";"PV-Anlage";"In Betrieb";"13.9.2023";"30.9.2023";"Solare Strahlungsenergie";"9,48";"8,2";"82441";"Ohlstadt";"(natürliche Person)";"ABR936207592423";"30.9.2023"
"SEE939056655585";"Dachkraftwerk Huglfing";"In Betrieb";"15.9.2023";"30.9.2023";"Solare Strahlungsenergie";"7,6";"7,6";"82386";"Huglfing";"(natürliche Person)";"ABR934059094683";"30.9.2023"
"SEE962797863087";"Balkonkraftwerk";"In Betrieb";"19.9.2023";"30.9.2023";"Solare Strahlungsenergie";"0,6";"0,6";"94447";"Plattling";"(natürliche Person)";"ABR985917931794";"16.11.2023"
"SEE913084497850";"Hausdach";"In Betrieb";"17.8.2023";"30.9.2023";"Solare Strahlungsenergie";"4,2";"4,2";"82547";"Eurasburg";"(natürliche Person)";"ABR927108077041";"30.9.2023"
"SEE981938359791";"Balkonkraftwerk Hausdach";"In Betrieb";"2.5.2023";"30.9.2023";"Solare Strahlungsenergie";"0,6";"0,6";"63762";"Großostheim";"(natürliche Person)";"ABR936270004298";"30.9.2023"
"SEE920520013499";"Balkonkraftwerk";"In Betrieb";"1.9.2023";"30.9.2023";"Solare Strahlungsenergie";"0,38";"0,3";"86570";"Inchenhofen";"(natürliche Person)";"ABR933529160521";"30.9.2023"
"SEE998944873609";"Hausdach";"In Betrieb";"26.9.2023";"30.9.2023";"Solare Strahlungsenergie";"7,38";"7,38";"85356";"Freising";"(natürliche Person)";"ABR965388543245";"23.2.2024"
"SEE986418791764";"Garage Süd";"In Betrieb";"12.9.2023";"30.9.2023";"Solare Strahlungsenergie";"3,825";"3,825";"83317";"Teisendorf";"(natürliche Person)";"ABR906576215582";"9.10.2023"
"SEE931820895715";"Südseite";"In Betrieb";"14.9.2023";"30.9.2023";"Solare Strahlungsenergie";"8,25";"8";"86946";"Vilgertshofen";"(natürliche Person)";"ABR927195953952";"15.2.2024"
"SEE980878694948";"Balkonkraftwerk";"In Betrieb";"30.9.2023";"30.9.2023";"Solare Strahlungsenergie";"0,83";"0,6";"84453";"Mühldorf";"(natürliche Person)";"ABR909953226249";"30.9.2023"
