"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE946658749802";"Sani Stadl und Premium";"In Betrieb";"24.5.2019";"21.6.2020";"Solare Strahlungsenergie";"68,04";"68,04";"84364";"Bad Birnbach";"Arterhof GmbH & Co.KG";"ABR942724576853";"3.9.2021"
"SEE985999122806";"Haus und Garagendach";"In Betrieb";"29.5.2020";"21.6.2020";"Solare Strahlungsenergie";"14";"14";"91077";"Kleinsendelbach";"(natürliche Person)";"ABR949917805745";"21.6.2020"
"SEE948052108490";"PV Garage";"In Betrieb";"17.3.2017";"21.6.2020";"Solare Strahlungsenergie";"5,13";"5";"84332";"Hebertsfelden";"(natürliche Person)";"ABR941043253186";"11.9.2020"
"SEE933852769842";"Hausdach_F27a";"In Betrieb";"25.5.2020";"21.6.2020";"Solare Strahlungsenergie";"9,75";"8";"87484";"Nesselwang";"(natürliche Person)";"ABR959972310153";"10.7.2021"
"SEE901733081291";"Pv 20,4";"In Betrieb";"19.3.2018";"21.6.2020";"Solare Strahlungsenergie";"20,4";"20";"91801";"Markt Berolzheim";"(natürliche Person)";"ABR993915485997";"17.1.2021"
"SEE985001722116";"PV Hemau";"In Betrieb";"18.7.2018";"21.6.2020";"Solare Strahlungsenergie";"16,47";"16,47";"93155";"Hemau";"(natürliche Person)";"ABR950414011591";"21.6.2020"
"SEE966687224934";"PV Obstlager";"In Betrieb";"21.2.2018";"21.6.2020";"Solare Strahlungsenergie";"2,7";"2,5";"84332";"Hebertsfelden";"(natürliche Person)";"ABR941043253186";"11.9.2020"
"SEE976461495047";"Solar";"In Betrieb";"5.9.2016";"21.6.2020";"Solare Strahlungsenergie";"3,996";"3,996";"85609";"Aschheim";"(natürliche Person)";"ABR935134607743";"22.6.2020"
"SEE979570516160";"Carport2";"In Betrieb";"10.6.2020";"21.6.2020";"Solare Strahlungsenergie";"9,52";"8,72";"91459";"Markt Erlbach";"(natürliche Person)";"ABR928090706940";"3.5.2023"
"SEE978870458644";"PV Anlage 9,92 Nebengeb.";"In Betrieb";"19.6.2020";"21.6.2020";"Solare Strahlungsenergie";"9,92";"8";"97283";"Riedenheim";"(natürliche Person)";"ABR905713568499";"21.12.2020"
"SEE942852588629";"Photovoltaik Halle Oeschweg 13";"In Betrieb";"27.5.2020";"21.6.2020";"Solare Strahlungsenergie";"22,32";"20,4";"88138";"Sigmarszell";"Tiefbau Johler";"ABR950585303273";"21.6.2020"
"SEE959899578155";"Kamber 2020";"In Betrieb";"21.6.2020";"21.6.2020";"Solare Strahlungsenergie";"9,9";"9,9";"96114";"Hirschaid";"(natürliche Person)";"ABR999862278873";"21.6.2020"
"SEE973477445271";"Hallendach";"In Betrieb";"10.6.2020";"21.6.2020";"Solare Strahlungsenergie";"95";"95";"86836";"Graben";"(natürliche Person)";"ABR962495471522";"8.3.2021"
"SEE913808621356";"Photovoltaik-Anlage";"In Betrieb";"3.8.2016";"21.6.2020";"Solare Strahlungsenergie";"8,48";"8,2";"85748";"Garching";"(natürliche Person)";"ABR903555830125";"28.6.2020"
"SEE923703333506";"ABR921154338828";"In Betrieb";"6.6.2018";"21.6.2020";"Solare Strahlungsenergie";"8";"7";"81247";"München";"(natürliche Person)";"ABR921154338828";"30.10.2022"
"SEE965862131999";"Hausdachkraftwerk";"In Betrieb";"14.6.2018";"21.6.2020";"Solare Strahlungsenergie";"7,2";"7";"85077";"Manching";"(natürliche Person)";"ABR917319408703";"15.9.2020"
"SEE952911662436";"Mini PV Anlage";"In Betrieb";"21.6.2020";"21.6.2020";"Solare Strahlungsenergie";"0,34";"0,3";"85614";"Kirchseeon";"(natürliche Person)";"ABR942306229887";"24.11.2020"
"SEE903188368064";"PV Markus Erben 2020";"In Betrieb";"20.6.2020";"21.6.2020";"Solare Strahlungsenergie";"9,9";"9,9";"96250";"Ebensfeld";"(natürliche Person)";"ABR915831591392";"21.6.2020"
"SEE991855725470";"PV-Hausdach";"In Betrieb";"26.11.2018";"21.6.2020";"Solare Strahlungsenergie";"9,6";"9,6";"94474";"Vilshofen";"(natürliche Person)";"ABR999983916050";"21.6.2020"
"SEE990788951611";"ABR970397962987";"In Betrieb";"17.6.2020";"21.6.2020";"Solare Strahlungsenergie";"8,77";"7";"97348";"Rödelsee";"(natürliche Person)";"ABR970397962987";"23.1.2021"
"SEE915300743000";"Balkonanlage";"In Betrieb";"1.5.2020";"21.6.2020";"Solare Strahlungsenergie";"0,57";"0,57";"81739";"München";"(natürliche Person)";"ABR936454193749";"6.11.2020"
"SEE947500293528";"Carport";"In Betrieb";"20.6.2020";"21.6.2020";"Solare Strahlungsenergie";"9,52";"9,52";"86576";"Schiltberg";"(natürliche Person)";"ABR921455960674";"9.12.2020"
"SEE902703432747";"PV-Stall 9,99 kWp";"In Betrieb";"31.8.2018";"21.6.2020";"Solare Strahlungsenergie";"9,99";"9,99";"91725";"Ehingen";"(natürliche Person)";"ABR959291130357";"21.6.2020"
"SEE991552717327";"sunshine";"In Betrieb";"24.4.2015";"21.6.2020";"Solare Strahlungsenergie";"3,06";"3,06";"85609";"Aschheim";"(natürliche Person)";"ABR983351807378";"22.6.2020"
