"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE991604347069";"Bienenmeister";"In Betrieb";"16.3.2023";"17.1.2024";"Solare Strahlungsenergie";"6,3";"6,3";"90453";"Nürnberg";"(natürliche Person)";"ABR962755876784";"15.2.2024"
"SEE910567196484";"PV_Salbeiweg";"In Betrieb";"25.5.2023";"17.1.2024";"Solare Strahlungsenergie";"18,26";"16";"86169";"Augsburg";"(natürliche Person)";"ABR952682418270";"23.1.2024"
"SEE986893589238";"Hausdach mit Batterie";"In Betrieb";"27.12.2023";"17.1.2024";"Solare Strahlungsenergie";"11,4";"10";"83543";"Rott";"(natürliche Person)";"ABR940052494177";"17.1.2024"
"SEE979695663114";"Hausdach";"In Betrieb";"16.11.2023";"17.1.2024";"Solare Strahlungsenergie";"12,4";"10";"92546";"Schmidgaden";"(natürliche Person)";"ABR905399754018";"17.1.2024"
"SEE989158306168";"PV Anlage - Haus";"In Betrieb";"11.7.2023";"17.1.2024";"Solare Strahlungsenergie";"17,4";"15";"91301";"Forchheim";"(natürliche Person)";"ABR924229515070";"17.1.2024"
"SEE927975166732";"Wolkersdorf-Dach";"In Betrieb";"26.9.2023";"17.1.2024";"Solare Strahlungsenergie";"19,8";"19,8";"83278";"Traunstein";"(natürliche Person)";"ABR912003619496";"17.1.2024"
"SEE967818634028";"Wörthsee 53";"In Betrieb";"23.10.2023";"17.1.2024";"Solare Strahlungsenergie";"14,11";"12,5";"82229";"Seefeld";"(natürliche Person)";"ABR943666328784";"17.1.2024"
"SEE994211405429";"Thomas u. Martina Hörgertshausen";"In Betrieb";"5.6.2023";"17.1.2024";"Solare Strahlungsenergie";"29,75";"29,75";"85413";"Hörgertshausen";"(natürliche Person)";"ABR914186912548";"17.1.2024"
"SEE909451974055";"Bisam Hausdach";"In Betrieb";"3.11.2023";"17.1.2024";"Solare Strahlungsenergie";"9,2";"9,2";"84030";"Ergolding";"(natürliche Person)";"ABR924727381054";"24.1.2024"
"SEE918318133979";"Hausdach";"In Betrieb";"6.10.2023";"17.1.2024";"Solare Strahlungsenergie";"10";"10";"85283";"Wolnzach";"(natürliche Person)";"ABR959476279062";"17.1.2024"
"SEE976860156785";"ABR994694094837";"In Betrieb";"21.11.2023";"17.1.2024";"Solare Strahlungsenergie";"0,82";"0,6";"83022";"Rosenheim";"(natürliche Person)";"ABR994694094837";"17.1.2024"
"SEE945893418313";"PV Wohnhaus Ost / West";"In Betrieb";"30.11.2023";"17.1.2024";"Solare Strahlungsenergie";"10,2";"10";"84183";"Niederviehbach";"(natürliche Person)";"ABR997710204357";"17.1.2024"
"SEE994097187907";"PV Anlage Streng Unfinden 2023";"In Betrieb";"19.12.2023";"17.1.2024";"Solare Strahlungsenergie";"21,5";"18,2";"97486";"Königsberg";"(natürliche Person)";"ABR996995397068";"17.1.2024"
"SEE945504743063";"Hausdach";"In Betrieb";"9.8.2023";"17.1.2024";"Solare Strahlungsenergie";"10";"10";"85413";"Hörgertshausen";"(natürliche Person)";"ABR992993863314";"17.1.2024"
"SEE978784188439";"PV Anlage Feuerwehrhaus Altomünster";"In Betrieb";"22.6.2023";"17.1.2024";"Solare Strahlungsenergie";"19,68";"8";"85250";"Altomünster";"Markt Altomünster";"ABR947153182798";"27.2.2024"
"SEE990779939369";"Hausdach";"In Betrieb";"21.9.2023";"17.1.2024";"Solare Strahlungsenergie";"10";"10";"84048";"Mainburg";"(natürliche Person)";"ABR967772187820";"17.1.2024"
"SEE908742605951";"Möller - PV";"In Betrieb";"23.11.2023";"17.1.2024";"Solare Strahlungsenergie";"11,85";"11,85";"91096";"Möhrendorf";"(natürliche Person)";"ABR918871497167";"17.1.2024"
"SEE932078379408";"Balkonkraftwerk 600W";"In Betrieb";"3.10.2022";"17.1.2024";"Solare Strahlungsenergie";"0,6";"0,6";"63743";"Aschaffenburg";"(natürliche Person)";"ABR900368787059";"7.2.2024"
"SEE906511494126";"Energieanlage";"In Betrieb";"1.12.2023";"17.1.2024";"Solare Strahlungsenergie";"29,7";"29,7";"91452";"Wilhermsdorf";"(natürliche Person)";"ABR943358683153";"17.1.2024"
"SEE978956184375";"WBDach";"In Betrieb";"28.4.2023";"17.1.2024";"Solare Strahlungsenergie";"0,8";"0,6";"85229";"Markt Indersdorf";"(natürliche Person)";"ABR932230513558";"17.1.2024"
"SEE973783335815";"PV-Anlage Hausdach";"In Betrieb";"6.12.2023";"17.1.2024";"Solare Strahlungsenergie";"12,71";"10";"89415";"Lauingen";"(natürliche Person)";"ABR977768552501";"17.1.2024"
"SEE975230896504";"Solarzahn";"In Betrieb";"2.10.2023";"17.1.2024";"Solare Strahlungsenergie";"22,1";"20";"94036";"Passau";"(natürliche Person)";"ABR901479366027";"24.1.2024"
"SEE996221110287";"Holzhütte";"In Betrieb";"1.7.2023";"17.1.2024";"Solare Strahlungsenergie";"0,82";"0,6";"94034";"Passau";"(natürliche Person)";"ABR989764754667";"26.1.2024"
"SEE989547725013";"C000804738_SE_Hausdach";"In Betrieb";"7.12.2023";"17.1.2024";"Solare Strahlungsenergie";"8,2";"6";"84547";"Emmerting";"(natürliche Person)";"ABR959469257848";"17.1.2024"
"SEE950339740606";"PV Anlage Kirchner";"In Betrieb";"25.11.2023";"17.1.2024";"Solare Strahlungsenergie";"12,8";"12";"97714";"Oerlenbach";"(natürliche Person)";"ABR931970480427";"17.1.2024"
"SEE991166072300";"Fellhornweg";"In Betrieb";"20.12.2023";"17.1.2024";"Solare Strahlungsenergie";"10,64";"10";"86825";"Bad Wörishofen";"(natürliche Person)";"ABR994111084823";"17.1.2024"
"SEE941539115899";"Solaranlage Osterseenstraße Familie Anderl";"In Betrieb";"19.12.2023";"17.1.2024";"Solare Strahlungsenergie";"8,03";"8,03";"82393";"Iffeldorf";"(natürliche Person)";"ABR953602587311";"17.1.2024"
"SEE908348638391";"PV 9,89 kWp";"In Betrieb";"19.12.2023";"17.1.2024";"Solare Strahlungsenergie";"9,89";"8";"83607";"Holzkirchen";"(natürliche Person)";"ABR909857487838";"17.1.2024"
"SEE921187645351";"Elektro Lück";"In Betrieb";"20.9.2023";"17.1.2024";"Solare Strahlungsenergie";"20";"16";"92224";"Amberg";"Elektro Lück";"ABR966426186172";"28.2.2024"
"SEE962383215597";"PV-Anlage Schuppen";"In Betrieb";"19.12.2023";"17.1.2024";"Solare Strahlungsenergie";"18,81";"16";"83553";"Frauenneuharting";"(natürliche Person)";"ABR900952419076";"17.1.2024"
"SEE969929937777";"Photovoltaikanlage";"In Betrieb";"29.12.2023";"17.1.2024";"Solare Strahlungsenergie";"1,2";"0,6";"86356";"Neusäß";"(natürliche Person)";"ABR929477030092";"17.1.2024"
"SEE924006045615";"Balkonkraft";"In Betrieb";"24.9.2023";"17.1.2024";"Solare Strahlungsenergie";"2";"1,5";"82327";"Tutzing";"(natürliche Person)";"ABR951453535161";"17.1.2024"
"SEE914848389251";"Balkonkraftwerk";"In Betrieb";"19.12.2023";"17.1.2024";"Solare Strahlungsenergie";"0,8";"0,6";"83224";"Grassau";"(natürliche Person)";"ABR960728378938";"17.1.2024"
"SEE995140604402";"PV Haußmann";"In Betrieb";"30.10.2023";"17.1.2024";"Solare Strahlungsenergie";"9,36";"9,36";"97836";"Bischbrunn";"(natürliche Person)";"ABR953683352884";"18.1.2024"
"SEE956187323954";"PV-Progl";"In Betrieb";"26.10.2023";"17.1.2024";"Solare Strahlungsenergie";"24,6";"23";"84144";"Geisenhausen";"(natürliche Person)";"ABR973093606339";"17.1.2024"
"SEE925289289345";"Drews_Hausdach";"In Betrieb";"18.10.2022";"17.1.2024";"Solare Strahlungsenergie";"5,39";"4";"81547";"München";"(natürliche Person)";"ABR931350117998";"18.1.2024"
"SEE991146803009";"Dachanlage";"In Betrieb";"4.7.2023";"17.1.2024";"Solare Strahlungsenergie";"8,82";"7";"82131";"Gauting";"(natürliche Person)";"ABR926200354289";"24.1.2024"
"SEE921773990025";"Garage";"In Betrieb";"2.6.2023";"17.1.2024";"Solare Strahlungsenergie";"4,92";"4,92";"84051";"Essenbach";"(natürliche Person)";"ABR907937793701";"18.1.2024"
"SEE926917076719";"Balkon PV";"In Betrieb";"31.1.2023";"17.1.2024";"Solare Strahlungsenergie";"0,8";"0,6";"83109";"Großkarolinenfeld";"(natürliche Person)";"ABR957246008898";"17.1.2024"
"SEE932807413373";"PV- Anlage";"In Betrieb";"16.11.2023";"17.1.2024";"Solare Strahlungsenergie";"20,5";"15";"63868";"Großwallstadt";"(natürliche Person)";"ABR938569287795";"5.2.2024"
"SEE978634977077";"Meine PV Anlage 14,790 kWp";"In Betrieb";"12.12.2023";"17.1.2024";"Solare Strahlungsenergie";"14,79";"10";"97262";"Hausen";"(natürliche Person)";"ABR923380131334";"17.1.2024"
"SEE974712454157";"PV-Anlage Sportheim Zaisertshofen";"In Betrieb";"21.11.2023";"17.1.2024";"Solare Strahlungsenergie";"99,63";"99,63";"86874";"Tussenhausen";"Markt Tussenhausen";"ABR923848594541";"17.1.2024"
"SEE955420723049";"Garage";"In Betrieb";"12.5.2023";"17.1.2024";"Solare Strahlungsenergie";"0,6";"0,6";"63762";"Großostheim";"(natürliche Person)";"ABR983426455404";"17.1.2024"
"SEE933580529824";"Überdachung";"In Betrieb";"22.11.2023";"17.1.2024";"Solare Strahlungsenergie";"29,37";"27,5";"85664";"Hohenlinden";"(natürliche Person)";"ABR930924494183";"17.1.2024"
"SEE919958669491";"PV-Anlage";"In Betrieb";"14.6.2023";"17.1.2024";"Solare Strahlungsenergie";"4";"4";"90537";"Feucht";"(natürliche Person)";"ABR974786484692";"29.2.2024"
"SEE955338326332";"Balkonkraftwerk";"In Betrieb";"14.10.2023";"17.1.2024";"Solare Strahlungsenergie";"0,82";"0,6";"97253";"Gaukönigshofen";"(natürliche Person)";"ABR977099644906";"17.1.2024"
"SEE993377748029";"PV-Anlage";"In Betrieb";"21.12.2023";"17.1.2024";"Solare Strahlungsenergie";"10,44";"10";"82152";"Krailling";"(natürliche Person)";"ABR931357228451";"17.1.2024"
"SEE962001046398";"Hausdach";"In Betrieb";"21.12.2023";"17.1.2024";"Solare Strahlungsenergie";"14,35";"10";"85399";"Hallbergmoos";"(natürliche Person)";"ABR909978590707";"17.1.2024"
"SEE985724171208";"Scheffelstraße, 10,080 kWp";"In Betrieb";"19.12.2023";"17.1.2024";"Solare Strahlungsenergie";"10,08";"10";"97072";"Würzburg";"(natürliche Person)";"ABR959406576421";"17.1.2024"
"SEE994486475349";"Feuerwehrhaus Söchtenau";"In Betrieb";"3.11.2023";"17.1.2024";"Solare Strahlungsenergie";"9,84";"9,84";"83139";"Söchtenau";"Gemeinde Söchtenau";"ABR965854499892";"17.1.2024"
"SEE954727126751";"Photovoltaik";"In Betrieb";"12.12.2023";"17.1.2024";"Solare Strahlungsenergie";"9,43";"9,43";"93138";"Lappersdorf";"(natürliche Person)";"ABR982574091731";"16.2.2024"
"SEE925367090184";"Wohnhaus";"In Betrieb";"10.11.2023";"17.1.2024";"Solare Strahlungsenergie";"10,12";"10,12";"97640";"Hendungen";"(natürliche Person)";"ABR927109413657";"19.1.2024"
"SEE908594223532";"PV Anlage Schabringerstrasse 23";"In Betrieb";"13.10.2023";"17.1.2024";"Solare Strahlungsenergie";"12,45";"10";"89415";"Lauingen";"(natürliche Person)";"ABR953779283719";"17.1.2024"
"SEE920463426028";"Feuerwehrhaus Schwabering";"In Betrieb";"9.11.2023";"17.1.2024";"Solare Strahlungsenergie";"9,84";"9,84";"83139";"Söchtenau";"Gemeinde Söchtenau";"ABR965854499892";"18.1.2024"
"SEE952096833164";"PV-Anlage Hausdach";"In Betrieb";"15.12.2023";"17.1.2024";"Solare Strahlungsenergie";"8,4";"8";"96049";"Bamberg";"(natürliche Person)";"ABR954703260714";"18.1.2024"
"SEE995820055081";"PV-Anlage";"In Betrieb";"18.12.2023";"17.1.2024";"Solare Strahlungsenergie";"14";"14";"95028";"Hof";"(natürliche Person)";"ABR969785324223";"2.2.2024"
"SEE937592384068";"PV Anlage / Garage";"In Betrieb";"20.12.2023";"17.1.2024";"Solare Strahlungsenergie";"6,56";"5";"92364";"Deining";"(natürliche Person)";"ABR922940080679";"17.1.2024"
"SEE923685427255";"August-Borsig-Straße, 22,100 kWp";"In Betrieb";"14.11.2023";"17.1.2024";"Solare Strahlungsenergie";"22,1";"20";"97526";"Sennfeld";"Semcoglas Glastechnik GmbH";"ABR999225143770";"17.1.2024"
"SEE991326124382";"Holzlager";"In Betrieb";"1.8.2023";"17.1.2024";"Solare Strahlungsenergie";"243,6";"200";"86825";"Bad Wörishofen";"Strobel Fensterbau GmbH";"ABR982250094360";"17.1.2024"
"SEE919915799261";"Hausdach";"In Betrieb";"11.12.2023";"17.1.2024";"Solare Strahlungsenergie";"8,8";"8,8";"84048";"Mainburg";"(natürliche Person)";"ABR994442079093";"17.1.2024"
"SEE973558746273";"PV-Anlage";"In Betrieb";"6.11.2023";"17.1.2024";"Solare Strahlungsenergie";"8,5";"5";"91074";"Herzogenaurach";"(natürliche Person)";"ABR937279975107";"17.1.2024"
"SEE965922039548";"PV-Dachanlage Wald 13, 83313 Siegsdorf";"In Betrieb";"27.11.2023";"17.1.2024";"Solare Strahlungsenergie";"19,76";"12";"83313";"Siegsdorf";"(natürliche Person)";"ABR910068129301";"21.2.2024"
"SEE915361841042";"Dach_2023";"In Betrieb";"7.11.2023";"17.1.2024";"Solare Strahlungsenergie";"24,49";"12";"91052";"Erlangen";"(natürliche Person)";"ABR994470569306";"17.1.2024"
"SEE988875929353";"PVA Parkhaus ""Auf AEG"" - 291,6 kWp";"In Betrieb";"21.12.2023";"17.1.2024";"Solare Strahlungsenergie";"291,6";"230";"90429";"Nürnberg";"CENERO Energy GmbH";"ABR970649908084";"18.1.2024"
"SEE995374701830";"PV Anlage auf Flachdach Haus";"In Betrieb";"31.3.2023";"17.1.2024";"Solare Strahlungsenergie";"9,84";"9,84";"85129";"Oberdolling";"(natürliche Person)";"ABR933779696825";"17.1.2024"
"SEE988807859994";"Hausdach";"In Betrieb";"13.9.2023";"17.1.2024";"Solare Strahlungsenergie";"9,6";"9,6";"84104";"Rudelzhausen";"(natürliche Person)";"ABR967186379101";"17.1.2024"
"SEE947428434546";"PV-M218";"In Betrieb";"10.11.2023";"17.1.2024";"Solare Strahlungsenergie";"22,26";"20";"86754";"Munningen";"(natürliche Person)";"ABR967711528691";"25.1.2024"
"SEE965636651562";"Solar126901";"In Betrieb";"7.12.2023";"17.1.2024";"Solare Strahlungsenergie";"13,53";"10";"85241";"Hebertshausen";"(natürliche Person)";"ABR920935052106";"17.1.2024"
"SEE910521231381";"PV";"In Betrieb";"11.12.2023";"17.1.2024";"Solare Strahlungsenergie";"15,725";"15,725";"97297";"Waldbüttelbrunn";"(natürliche Person)";"ABR989133174140";"17.1.2024"
"SEE947245991543";"PV";"In Betrieb";"29.4.2023";"17.1.2024";"Solare Strahlungsenergie";"6,48";"6,48";"86571";"Langenmosen";"(natürliche Person)";"ABR974871278892";"17.1.2024"
"SEE945888627966";"PV-Anlage";"In Betrieb";"13.10.2023";"17.1.2024";"Solare Strahlungsenergie";"7,7";"7,7";"84109";"Wörth";"(natürliche Person)";"ABR910346434837";"19.1.2024"
"SEE941253365754";"PV-Anlage";"In Betrieb";"24.8.2023";"17.1.2024";"Solare Strahlungsenergie";"29,64";"25";"91344";"Waischenfeld";"(natürliche Person)";"ABR940476554440";"17.1.2024"
"SEE949654647530";"PV-Förtig";"In Betrieb";"28.6.2022";"17.1.2024";"Solare Strahlungsenergie";"9,9";"9,9";"63897";"Miltenberg";"(natürliche Person)";"ABR937917300834";"28.2.2024"
"SEE953825572354";"Photovoltaik BRK KV Forchheim";"In Betrieb";"5.12.2023";"17.1.2024";"Solare Strahlungsenergie";"99,54";"99,54";"91301";"Forchheim";"Bayerisches Rotes Kreuz,  Kreisverband Forchheim";"ABR969505861380";"17.1.2024"
"SEE974623528008";"Buckenhofer Weg";"In Betrieb";"21.12.2023";"17.1.2024";"Solare Strahlungsenergie";"7,79";"7";"91058";"Erlangen";"(natürliche Person)";"ABR952796612304";"17.1.2024"
"SEE932667381812";"PV-Anlage";"In Betrieb";"30.10.2023";"17.1.2024";"Solare Strahlungsenergie";"5,6";"5,6";"95666";"Mitterteich";"(natürliche Person)";"ABR903163188717";"17.1.2024"
"SEE907945303527";"Hausdach";"In Betrieb";"19.9.2023";"17.1.2024";"Solare Strahlungsenergie";"15";"15";"91086";"Aurachtal";"(natürliche Person)";"ABR981597825033";"17.1.2024"
"SEE952098461198";"pv wohnhaus II";"In Betrieb";"1.3.2022";"17.1.2024";"Solare Strahlungsenergie";"12,705";"12,5";"91735";"Muhr";"(natürliche Person)";"ABR974825281664";"14.2.2024"
"SEE939104379425";"PV-Anlage";"In Betrieb";"13.12.2023";"17.1.2024";"Solare Strahlungsenergie";"9,89";"8,42";"85221";"Dachau";"(natürliche Person)";"ABR950097581541";"17.1.2024"
"SEE965816329991";"Haus Süd-Ost-West";"In Betrieb";"19.12.2023";"17.1.2024";"Solare Strahlungsenergie";"19,6";"19,6";"90574";"Roßtal";"(natürliche Person)";"ABR929770932321";"17.1.2024"
"SEE970181701037";"PV-Anlage";"In Betrieb";"14.12.2023";"17.1.2024";"Solare Strahlungsenergie";"10";"10";"91369";"Wiesenthau";"(natürliche Person)";"ABR901683105023";"17.1.2024"
"SEE975089492698";"PV-Anlage";"In Betrieb";"11.8.2023";"17.1.2024";"Solare Strahlungsenergie";"7,2";"5";"86971";"Peiting";"(natürliche Person)";"ABR937915525482";"17.1.2024"
"SEE940122719544";"PV-Anlage";"In Betrieb";"18.12.2023";"17.1.2024";"Solare Strahlungsenergie";"11,34";"9";"95028";"Hof";"(natürliche Person)";"ABR955498248710";"17.1.2024"
"SEE915994483978";"PV-Dach";"In Betrieb";"21.2.2023";"17.1.2024";"Solare Strahlungsenergie";"13,2";"13";"80995";"München";"(natürliche Person)";"ABR998865606980";"18.1.2024"
"SEE993119028082";"Balkon_Anlage";"In Betrieb";"20.6.2022";"17.1.2024";"Solare Strahlungsenergie";"0,6";"0,6";"95485";"Warmensteinach";"(natürliche Person)";"ABR986606519491";"17.1.2024"
"SEE944789202739";"ABR980396756692-KSB";"In Betrieb";"11.8.2023";"17.1.2024";"Solare Strahlungsenergie";"8,1";"8";"91077";"Kleinsendelbach";"(natürliche Person)";"ABR980396756692";"18.1.2024"
"SEE902151118064";"PV-Anlage";"In Betrieb";"10.8.2023";"17.1.2024";"Solare Strahlungsenergie";"9,24";"9,24";"97534";"Waigolshausen";"(natürliche Person)";"ABR957880082070";"17.1.2024"
"SEE928464205437";"PV-Anlage";"In Betrieb";"8.12.2023";"17.1.2024";"Solare Strahlungsenergie";"7,2";"7,2";"96328";"Küps";"(natürliche Person)";"ABR941359676020";"17.1.2024"
"SEE908167242755";"Anlage Elsternstraße Niederaichbach";"In Betrieb";"22.11.2023";"17.1.2024";"Solare Strahlungsenergie";"14,2";"14";"84100";"Niederaichbach";"(natürliche Person)";"ABR994106627899";"19.1.2024"
