"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE903846057781";"PV-Anlage Hausdach";"In Betrieb";"31.3.2021";"5.4.2021";"Solare Strahlungsenergie";"16,1";"13";"96264";"Altenkunstadt";"(natürliche Person)";"ABR956187590547";"15.8.2021"
"SEE993670868639";"BAE Sun Power";"In Betrieb";"30.3.2021";"5.4.2021";"Solare Strahlungsenergie";"20,59";"18,5";"84079";"Bruckberg";"(natürliche Person)";"ABR900892087632";"13.8.2021"
"SEE980402965551";"Solaranlage Georg Stegmüller Dillingen";"In Betrieb";"18.3.2021";"5.4.2021";"Solare Strahlungsenergie";"13,5";"8,5";"89407";"Dillingen";"(natürliche Person)";"ABR925423339257";"5.4.2021"
"SEE901639108399";"Hausdach";"In Betrieb";"30.10.2020";"5.4.2021";"Solare Strahlungsenergie";"9,9";"9,9";"82131";"Gauting";"(natürliche Person)";"ABR949038985814";"23.4.2021"
"SEE968679280362";"Erweiterung Solar";"In Betrieb";"29.3.2021";"5.4.2021";"Solare Strahlungsenergie";"4,29";"4,29";"85123";"Karlskron";"(natürliche Person)";"ABR954210946750";"22.6.2021"
"SEE994253059338";"PV 7,26kWp";"In Betrieb";"3.4.2021";"5.4.2021";"Solare Strahlungsenergie";"7,26";"7,26";"84347";"Pfarrkirchen";"(natürliche Person)";"ABR911537434636";"5.4.2021"
"SEE994300205251";"Schmidt_5,92kWp";"In Betrieb";"31.3.2021";"5.4.2021";"Solare Strahlungsenergie";"5,92";"5,92";"91477";"Markt Bibart";"(natürliche Person)";"ABR941540807103";"5.4.2021"
"SEE967982410077";"Sonnenstrom";"In Betrieb";"31.3.2021";"5.4.2021";"Solare Strahlungsenergie";"9,52";"8";"85301";"Schweitenkirchen";"(natürliche Person)";"ABR908887366298";"29.11.2021"
"SEE967601574647";"ABR944066379253";"In Betrieb";"22.4.2015";"5.4.2021";"Solare Strahlungsenergie";"6,58";"6";"94072";"Bad Füssing";"Haus Mirabell";"ABR944066379253";"20.4.2021"
"SEE935587587845";"Hausdach";"In Betrieb";"30.3.2021";"5.4.2021";"Solare Strahlungsenergie";"6,6";"6,6";"87459";"Pfronten";"(natürliche Person)";"ABR967561931016";"6.7.2021"
"SEE925434807905";"Hof 3";"In Betrieb";"26.3.2021";"5.4.2021";"Solare Strahlungsenergie";"11,655";"11,655";"84051";"Essenbach";"(natürliche Person)";"ABR997069151340";"8.5.2021"
"SEE920667185417";"Anne-Kathrin Rieger Graf-Lösch-Str";"In Betrieb";"12.12.2020";"5.4.2021";"Solare Strahlungsenergie";"9,9";"9,9";"82299";"Türkenfeld";"(natürliche Person)";"ABR946966554679";"15.6.2021"
"SEE924898784050";"Stadler, Walter";"In Betrieb";"20.10.2020";"5.4.2021";"Solare Strahlungsenergie";"3,78";"3,78";"94469";"Deggendorf";"(natürliche Person)";"ABR957929196164";"1.6.2022"
"SEE987066893718";"ABR956847969737";"In Betrieb";"26.8.2017";"5.4.2021";"Solare Strahlungsenergie";"5,5";"5";"93192";"Wald";"(natürliche Person)";"ABR956847969737";"20.4.2021"
"SEE931997283445";"Solaranlage";"In Betrieb";"31.3.2021";"5.4.2021";"Solare Strahlungsenergie";"9,9";"9,9";"91091";"Großenseebach";"(natürliche Person)";"ABR907621599268";"16.7.2021"
"SEE968715063287";"1. Hausdach Südseite";"In Betrieb";"15.3.2021";"5.4.2021";"Solare Strahlungsenergie";"9,9";"9,9";"86669";"Königsmoos";"(natürliche Person)";"ABR971660383157";"5.4.2021"
"SEE910757069550";"PV-Hausdach";"In Betrieb";"24.3.2021";"5.4.2021";"Solare Strahlungsenergie";"10,56";"10";"96123";"Litzendorf";"(natürliche Person)";"ABR975264380307";"18.8.2021"
"SEE986183304732";"Berge-Fahrsilo-Stall";"In Betrieb";"31.3.2021";"5.4.2021";"Solare Strahlungsenergie";"99,33";"99,33";"83527";"Kirchdorf";"(natürliche Person)";"ABR942324300988";"26.8.2021"
"SEE907456297759";"Hausdach";"In Betrieb";"5.2.2018";"5.4.2021";"Solare Strahlungsenergie";"4,64";"3,68";"95131";"Schwarzenbach a.Wald";"(natürliche Person)";"ABR919072075192";"5.4.2021"
"SEE953494820596";"Essing_HS_STE_2021";"In Betrieb";"30.3.2021";"5.4.2021";"Solare Strahlungsenergie";"6,8";"6";"93343";"Essing";"(natürliche Person)";"ABR946187469189";"9.5.2021"
