"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE936742989412";"Photovoltaikanlage Solarwatt";"In Betrieb";"13.9.2023";"13.9.2023";"Solare Strahlungsenergie";"11,6";"11,6";"86676";"Ehekirchen";"(natürliche Person)";"ABR945170499998";"16.2.2024"
"SEE916135343779";"PV Anlage";"In Betrieb";"23.8.2023";"13.9.2023";"Solare Strahlungsenergie";"12,4";"11";"87760";"Lachen";"(natürliche Person)";"ABR977804066801";"24.1.2024"
"SEE946033445961";"PV-Dach";"In Betrieb";"5.9.2023";"13.9.2023";"Solare Strahlungsenergie";"4,88";"4,88";"91301";"Forchheim";"(natürliche Person)";"ABR952254117150";"7.2.2024"
"SEE942531446684";"PV-Anlage Listl";"In Betrieb";"11.8.2022";"13.9.2023";"Solare Strahlungsenergie";"9,84";"9,84";"92421";"Schwandorf";"(natürliche Person)";"ABR962783559307";"1.12.2023"
"SEE965594025511";"PV Anlage Ditterich Obertheres";"In Betrieb";"13.9.2023";"13.9.2023";"Solare Strahlungsenergie";"12,035";"10";"97531";"Theres";"(natürliche Person)";"ABR936103606194";"13.9.2023"
"SEE907287926972";"PV Anlage";"In Betrieb";"17.8.2023";"13.9.2023";"Solare Strahlungsenergie";"4,9";"4,9";"87544";"Blaichach";"(natürliche Person)";"ABR936900999826";"13.9.2023"
"SEE909074777798";"Roe";"In Betrieb";"6.9.2023";"13.9.2023";"Solare Strahlungsenergie";"6,16";"6";"91341";"Röttenbach";"(natürliche Person)";"ABR911363180585";"13.9.2023"
"SEE987969148847";"PV 8,17 kWp";"In Betrieb";"8.9.2023";"13.9.2023";"Solare Strahlungsenergie";"8,17";"8";"91207";"Lauf";"(natürliche Person)";"ABR966008886445";"13.9.2023"
"SEE955336905836";"Hauptanlage Dach";"In Betrieb";"29.8.2023";"13.9.2023";"Solare Strahlungsenergie";"12,54";"5";"91362";"Pretzfeld";"(natürliche Person)";"ABR990768753723";"13.9.2023"
"SEE901454687260";"Balkon";"In Betrieb";"5.9.2023";"13.9.2023";"Solare Strahlungsenergie";"0,81";"0,6";"90522";"Oberasbach";"(natürliche Person)";"ABR995345737899";"13.9.2023"
"SEE979415295212";"Wald 8";"In Betrieb";"23.8.2023";"13.9.2023";"Solare Strahlungsenergie";"15,58";"15";"84568";"Pleiskirchen";"(natürliche Person)";"ABR983455667779";"23.1.2024"
"SEE975579729051";"Erweiterung Kopernikusring 3";"In Betrieb";"10.7.2023";"13.9.2023";"Solare Strahlungsenergie";"3,78";"3";"84453";"Mühldorf";"(natürliche Person)";"ABR931904345020";"12.10.2023"
"SEE981738338903";"PV_Pfarrer-Breindl-Str.";"In Betrieb";"13.9.2023";"13.9.2023";"Solare Strahlungsenergie";"12";"10";"92364";"Deining";"(natürliche Person)";"ABR998968657414";"8.11.2023"
"SEE944232669324";"PV Straßkirchen";"In Betrieb";"8.8.2023";"13.9.2023";"Solare Strahlungsenergie";"13,5";"13,5";"94342";"Straßkirchen";"(natürliche Person)";"ABR986185980026";"17.1.2024"
"SEE948334075731";"PV- Anlage";"In Betrieb";"21.8.2023";"13.9.2023";"Solare Strahlungsenergie";"9,75";"9,75";"63906";"Erlenbach";"(natürliche Person)";"ABR978604129567";"13.9.2023"
"SEE941423598043";"SOLE";"In Betrieb";"18.7.2023";"13.9.2023";"Solare Strahlungsenergie";"6,15";"5";"93449";"Waldmünchen";"(natürliche Person)";"ABR971157964531";"4.11.2023"
"SEE998662211967";"PV 11,18 kWp";"In Betrieb";"17.8.2023";"13.9.2023";"Solare Strahlungsenergie";"11,18";"10";"90602";"Pyrbaum";"(natürliche Person)";"ABR974105481111";"9.10.2023"
"SEE974582056888";"Privathaus";"In Betrieb";"22.8.2023";"13.9.2023";"Solare Strahlungsenergie";"15,3";"15";"84152";"Mengkofen";"(natürliche Person)";"ABR940484848555";"2.10.2023"
"SEE974064240910";"PV-Anlage";"In Betrieb";"30.6.2023";"13.9.2023";"Solare Strahlungsenergie";"10,08";"10";"82496";"Oberau";"(natürliche Person)";"ABR979489099785";"3.11.2023"
"SEE992965793052";"PV Maschinenhalle";"In Betrieb";"5.9.2023";"13.9.2023";"Solare Strahlungsenergie";"12,15";"12,15";"96173";"Oberhaid";"(natürliche Person)";"ABR974891249001";"21.1.2024"
