"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE965404280123";"Hausdach";"In Betrieb";"15.11.2021";"28.12.2021";"Solare Strahlungsenergie";"8,74";"8,5";"94513";"Schönberg";"(natürliche Person)";"ABR983733553855";"28.12.2021"
"SEE953112733567";"Haus";"In Betrieb";"8.12.2021";"28.12.2021";"Solare Strahlungsenergie";"4,86";"4,6";"85368";"Wang";"(natürliche Person)";"ABR950137491533";"11.3.2022"
"SEE953098316426";"Hausdach 3,70 KWp";"In Betrieb";"20.12.2021";"28.12.2021";"Solare Strahlungsenergie";"3,7";"3,68";"84155";"Bodenkirchen";"(natürliche Person)";"ABR976713177455";"3.6.2022"
"SEE915051405592";"Hausdach";"In Betrieb";"30.7.2021";"28.12.2021";"Solare Strahlungsenergie";"9,9";"8,2";"85298";"Scheyern";"(natürliche Person)";"ABR944677404771";"4.3.2022"
"SEE912581061915";"Photovoltaik-Erweiterung";"In Betrieb";"7.10.2021";"28.12.2021";"Solare Strahlungsenergie";"12";"12";"86479";"Aichen";"(natürliche Person)";"ABR989881106530";"30.8.2022"
"SEE941365220545";"Hausdach Riedweg";"In Betrieb";"2.12.2021";"28.12.2021";"Solare Strahlungsenergie";"8,125";"5,5";"86381";"Krumbach";"(natürliche Person)";"ABR928220891331";"23.8.2022"
"SEE909588177978";"Dobl Haus";"In Betrieb";"16.7.2021";"28.12.2021";"Solare Strahlungsenergie";"9,9";"9,9";"94094";"Rotthalmünster";"(natürliche Person)";"ABR983942920097";"10.1.2022"
"SEE940519020383";"C000032982_MK_Hausdach";"In Betrieb";"15.12.2021";"28.12.2021";"Solare Strahlungsenergie";"5,18";"4,4";"87734";"Benningen";"(natürliche Person)";"ABR913513132604";"22.8.2022"
"SEE950578117238";"PV Hausdach";"In Betrieb";"2.9.2021";"28.12.2021";"Solare Strahlungsenergie";"9,92";"9";"84066";"Mallersdorf-Pfaffenberg";"(natürliche Person)";"ABR900471083215";"7.2.2022"
"SEE902476960683";"Haus TineBert";"In Betrieb";"19.11.2021";"28.12.2021";"Solare Strahlungsenergie";"9";"7";"87448";"Waltenhofen";"(natürliche Person)";"ABR975056780964";"18.6.2022"
"SEE995696801539";"Leo 001";"In Betrieb";"13.1.2022";"28.12.2021";"Solare Strahlungsenergie";"3,25";"3";"96450";"Coburg";"(natürliche Person)";"ABR954421490400";"21.1.2023"
"SEE972441645372";"Obere Ziegelleite 2";"In Betrieb";"12.5.2021";"28.12.2021";"Solare Strahlungsenergie";"7,935";"7";"92712";"Pirk";"(natürliche Person)";"ABR942547898545";"28.12.2021"
"SEE903866464552";"Solaranlage1";"In Betrieb";"12.3.2021";"28.12.2021";"Solare Strahlungsenergie";"9,75";"9,75";"86647";"Buttenwiesen";"(natürliche Person)";"ABR969131495621";"29.3.2022"
"SEE901229086137";"B432689";"In Betrieb";"19.8.2021";"28.12.2021";"Solare Strahlungsenergie";"29,44";"25";"85232";"Bergkirchen";"(natürliche Person)";"ABR971538737020";"7.2.2022"
"SEE951292285609";"Straomerzeugung";"In Betrieb";"23.12.2021";"28.12.2021";"Solare Strahlungsenergie";"3,25";"3";"86660";"Tapfheim";"(natürliche Person)";"ABR994809980659";"10.5.2023"
"SEE973690453510";"Hausdach 11,10 KWp";"In Betrieb";"17.12.2021";"28.12.2021";"Solare Strahlungsenergie";"11,1";"10";"85435";"Erding";"(natürliche Person)";"ABR947765220451";"19.1.2024"
"SEE941856892329";"Adelante";"In Betrieb";"26.11.2021";"28.12.2021";"Solare Strahlungsenergie";"15,12";"13,8";"87616";"Marktoberdorf";"(natürliche Person)";"ABR911293798010";"16.1.2022"
"SEE991622603291";"Hausdach 8,14 KWp";"In Betrieb";"30.11.2021";"28.12.2021";"Solare Strahlungsenergie";"8,14";"8";"85250";"Altomünster";"(natürliche Person)";"ABR919076434681";"28.12.2021"
"SEE913512553219";"PV-Anlage";"In Betrieb";"10.8.2021";"28.12.2021";"Solare Strahlungsenergie";"9,75";"9,75";"95326";"Kulmbach";"(natürliche Person)";"ABR993728017767";"5.1.2022"
"SEE999489435314";"12,92";"In Betrieb";"30.11.2020";"28.12.2021";"Solare Strahlungsenergie";"12,92";"12,5";"93491";"Stamsried";"(natürliche Person)";"ABR957927916849";"27.5.2022"
"SEE998351500877";"Hausdach 4,18 KWp";"In Betrieb";"22.12.2021";"28.12.2021";"Solare Strahlungsenergie";"4,18";"4,18";"90530";"Wendelstein";"(natürliche Person)";"ABR932096305731";"13.1.2022"
"SEE936847025770";"HarNES-ID B381830";"In Betrieb";"3.11.2020";"28.12.2021";"Solare Strahlungsenergie";"9,9";"9,9";"93176";"Beratzhausen";"(natürliche Person)";"ABR994092338724";"15.2.2022"
"SEE987499444945";"PV- Funke Rotthalmünster";"In Betrieb";"4.1.2021";"28.12.2021";"Solare Strahlungsenergie";"24,32";"20";"94094";"Rotthalmünster";"Petra Funke";"ABR917776110270";"17.3.2022"
"SEE995148049465";"B.H.Wohnhaus-R/A/1221";"In Betrieb";"23.12.2021";"28.12.2021";"Solare Strahlungsenergie";"13,2";"10";"83224";"Grassau";"(natürliche Person)";"ABR988000220416";"25.2.2022"
"SEE900694713173";"Hausdach 6,66 KWp";"In Betrieb";"20.12.2021";"28.12.2021";"Solare Strahlungsenergie";"6,66";"6,66";"90530";"Wendelstein";"(natürliche Person)";"ABR971482302138";"13.1.2022"
"SEE995119243236";"priBalcony Duo";"In Betrieb";"13.12.2021";"28.12.2021";"Solare Strahlungsenergie";"0,66";"0,3";"90592";"Schwarzenbruck";"(natürliche Person)";"ABR911025934068";"28.12.2021"
"SEE918592745851";"Hausdach Schloß";"In Betrieb";"9.11.2021";"28.12.2021";"Solare Strahlungsenergie";"9,36";"9,36";"93152";"Nittendorf";"(natürliche Person)";"ABR970683775987";"24.3.2022"
