"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE979672573610";"Hausdach";"In Betrieb";"12.11.2022";"15.12.2022";"Solare Strahlungsenergie";"6,08";"6";"84130";"Dingolfing";"(natürliche Person)";"ABR963908244887";"5.7.2023"
"SEE953300475347";"Süd 22";"In Betrieb";"12.12.2022";"15.12.2022";"Solare Strahlungsenergie";"9,02";"9";"82487";"Oberammergau";"(natürliche Person)";"ABR921365970985";"15.12.2022"
"SEE972091805478";"PV-Anlage";"In Betrieb";"14.11.2022";"15.12.2022";"Solare Strahlungsenergie";"9,6";"9,6";"86438";"Kissing";"(natürliche Person)";"ABR919971817589";"28.7.2023"
"SEE991166730804";"ABR928336670813";"In Betrieb";"15.11.2022";"15.12.2022";"Solare Strahlungsenergie";"9,72";"7,5";"97616";"Bad Neustadt";"(natürliche Person)";"ABR928336670813";"27.1.2023"
"SEE948479594968";"PV-Anlage";"In Betrieb";"22.11.2022";"15.12.2022";"Solare Strahlungsenergie";"8,58";"8,58";"84508";"Burgkirchen";"(natürliche Person)";"ABR917311430276";"15.2.2023"
"SEE973887538136";"Garage Mini-PV";"In Betrieb";"26.8.2022";"15.12.2022";"Solare Strahlungsenergie";"0,6";"0,48";"82205";"Gilching";"(natürliche Person)";"ABR992542262308";"15.12.2022"
"SEE946705688979";"ABR968597409777";"In Betrieb";"15.11.2022";"15.12.2022";"Solare Strahlungsenergie";"4,94";"3,68";"81241";"München";"(natürliche Person)";"ABR968597409777";"23.1.2023"
"SEE946901325142";"Hausdach Gasteig 4a";"In Betrieb";"25.7.2022";"15.12.2022";"Solare Strahlungsenergie";"5,28";"5";"85567";"Grafing";"(natürliche Person)";"ABR902590193967";"3.5.2023"
"SEE932005965674";"Spardorf";"In Betrieb";"25.9.2022";"15.12.2022";"Solare Strahlungsenergie";"0,76";"0,6";"91080";"Spardorf";"(natürliche Person)";"ABR971760552736";"11.1.2023"
"SEE974897309969";"PV-Hausdach";"In Betrieb";"6.12.2022";"15.12.2022";"Solare Strahlungsenergie";"9,84";"9,84";"81829";"München";"(natürliche Person)";"ABR915719904375";"24.4.2023"
"SEE977121226025";"Hausdach";"In Betrieb";"8.9.2022";"15.12.2022";"Solare Strahlungsenergie";"9,7";"9,7";"80935";"München";"(natürliche Person)";"ABR965454624106";"5.1.2023"
"SEE964427687032";"Steckersolargerät 600W";"In Betrieb";"1.11.2022";"15.12.2022";"Solare Strahlungsenergie";"0,6";"0,6";"81735";"München";"(natürliche Person)";"ABR937947123175";"16.12.2022"
"SEE964827143916";"ABR926676026970";"In Betrieb";"7.12.2022";"15.12.2022";"Solare Strahlungsenergie";"7,6";"5";"91541";"Rothenburg";"(natürliche Person)";"ABR926676026970";"15.12.2022"
"SEE934232824656";"Dach-1";"In Betrieb";"12.9.2022";"15.12.2022";"Solare Strahlungsenergie";"0,74";"0,6";"85560";"Ebersberg";"(natürliche Person)";"ABR984400770377";"17.1.2023"
"SEE966433478659";"Hausdach";"In Betrieb";"30.9.2022";"15.12.2022";"Solare Strahlungsenergie";"13,12";"13,12";"83339";"Chieming";"(natürliche Person)";"ABR942265617428";"17.1.2023"
"SEE905343645973";"Hausdach";"In Betrieb";"2.12.2022";"15.12.2022";"Solare Strahlungsenergie";"9,72";"9,72";"97295";"Waldbrunn";"(natürliche Person)";"ABR948991936208";"15.12.2022"
"SEE966534820531";"Garage +2";"In Betrieb";"14.12.2022";"15.12.2022";"Solare Strahlungsenergie";"0,78";"0,78";"86167";"Augsburg";"(natürliche Person)";"ABR938740036853";"5.1.2023"
