"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE987466221296";"Garage";"In Betrieb";"13.7.2022";"2.4.2023";"Solare Strahlungsenergie";"9,36";"9,36";"89426";"Wittislingen";"(natürliche Person)";"ABR938013081955";"10.7.2023"
"SEE990020532646";"Balkonkraftwerk";"In Betrieb";"1.4.2023";"2.4.2023";"Solare Strahlungsenergie";"0,8";"0,6";"91056";"Erlangen";"(natürliche Person)";"ABR947121395274";"2.4.2023"
"SEE979133215592";"Balkonkraftwerk Gartenhaus";"In Betrieb";"1.4.2023";"2.4.2023";"Solare Strahlungsenergie";"0,6";"0,6";"96450";"Coburg";"(natürliche Person)";"ABR971281620051";"22.10.2023"
"SEE968233694284";"Gustav";"In Betrieb";"28.3.2023";"2.4.2023";"Solare Strahlungsenergie";"7,88";"7,88";"86641";"Rain";"(natürliche Person)";"ABR972412901834";"2.4.2023"
"SEE905879647649";"Unsers2023";"In Betrieb";"1.4.2023";"2.4.2023";"Solare Strahlungsenergie";"0,8";"0,6";"90768";"Fürth";"(natürliche Person)";"ABR902807716934";"4.7.2023"
"SEE929572574569";"Photovoltaik Anlage";"In Betrieb";"1.4.2023";"2.4.2023";"Solare Strahlungsenergie";"12,75";"10";"96181";"Rauhenebrach";"(natürliche Person)";"ABR946729260007";"6.12.2023"
"SEE923343878993";"Hausdach";"In Betrieb";"27.3.2023";"2.4.2023";"Solare Strahlungsenergie";"10,53";"10";"97437";"Haßfurt";"(natürliche Person)";"ABR997679746073";"2.4.2023"
"SEE968507657373";"Solaranlage";"In Betrieb";"20.3.2023";"2.4.2023";"Solare Strahlungsenergie";"0,81";"0,6";"81673";"München";"(natürliche Person)";"ABR953856633215";"2.4.2023"
"SEE970177343647";"priBasic Duo";"In Betrieb";"24.2.2023";"2.4.2023";"Solare Strahlungsenergie";"0,75";"0,6";"93173";"Wenzenbach";"(natürliche Person)";"ABR925818920053";"9.5.2023"
"SEE950759644027";"Hausdach";"In Betrieb";"19.5.2022";"2.4.2023";"Solare Strahlungsenergie";"9,75";"8,2";"63856";"Bessenbach";"(natürliche Person)";"ABR960905098543";"24.4.2023"
"SEE964291040094";"Eigenverbrauch PV-Anlage NO";"In Betrieb";"11.2.2023";"2.4.2023";"Solare Strahlungsenergie";"7,88";"6";"93173";"Wenzenbach";"(natürliche Person)";"ABR921371908057";"24.4.2023"
"SEE921342244252";"ABR944764690346";"In Betrieb";"30.3.2023";"2.4.2023";"Solare Strahlungsenergie";"9,9";"4,6";"85051";"Ingolstadt";"(natürliche Person)";"ABR944764690346";"2.4.2023"
"SEE948567916740";"Balkonkraftwerk";"In Betrieb";"2.4.2023";"2.4.2023";"Solare Strahlungsenergie";"0,82";"0,6";"85309";"Pörnbach";"(natürliche Person)";"ABR962725859571";"2.6.2023"
"SEE918951908989";"Balkonkraftwerk_am_Dach";"In Betrieb";"25.3.2023";"2.4.2023";"Solare Strahlungsenergie";"0,82";"0,6";"91058";"Erlangen";"(natürliche Person)";"ABR949018286061";"2.4.2023"
"SEE963683844760";"Balkonkraftwerk-RK";"In Betrieb";"1.4.2023";"2.4.2023";"Solare Strahlungsenergie";"0,82";"0,6";"91456";"Diespeck";"(natürliche Person)";"ABR950118636069";"21.11.2023"
"SEE920885284602";"Balkonkraftwerk oben";"In Betrieb";"1.4.2023";"2.4.2023";"Solare Strahlungsenergie";"0,76";"0,6";"97909";"Stadtprozelten";"(natürliche Person)";"ABR956019316635";"2.4.2023"
"SEE900000577734";"SolaranlageSMNWSKI";"In Betrieb";"15.2.2023";"2.4.2023";"Solare Strahlungsenergie";"12,32";"10";"81739";"München";"(natürliche Person)";"ABR931479947223";"2.4.2023"
"SEE936114140601";"HAHA";"In Betrieb";"2.4.2023";"2.4.2023";"Solare Strahlungsenergie";"0,8";"0,6";"94505";"Bernried";"(natürliche Person)";"ABR910559096372";"7.11.2023"
"SEE952952901839";"Bachbauer Langfurth";"In Betrieb";"9.3.2023";"2.4.2023";"Solare Strahlungsenergie";"9,84";"8";"91731";"Langfurth";"(natürliche Person)";"ABR983557867480";"9.8.2023"
"SEE991814329923";"PV-Anlage 23";"In Betrieb";"24.3.2023";"2.4.2023";"Solare Strahlungsenergie";"9,52";"8";"86679";"Ellgau";"(natürliche Person)";"ABR950644490494";"2.4.2023"
"SEE939339451972";"SchiHA";"In Betrieb";"17.3.2023";"2.4.2023";"Solare Strahlungsenergie";"0,6";"0,6";"94505";"Bernried";"(natürliche Person)";"ABR974943053044";"9.10.2023"
"SEE917027052410";"Doppelhaus Weidenberg";"In Betrieb";"13.3.2023";"2.4.2023";"Solare Strahlungsenergie";"7,4";"6";"95466";"Weidenberg";"(natürliche Person)";"ABR958769509787";"25.10.2023"
"SEE929650853319";"Gartenhaus";"In Betrieb";"16.1.2023";"2.4.2023";"Solare Strahlungsenergie";"6,4";"6,4";"97440";"Werneck";"(natürliche Person)";"ABR997075918838";"11.4.2023"
"SEE949853572329";"Balkonkraftwerk";"In Betrieb";"1.4.2023";"2.4.2023";"Solare Strahlungsenergie";"0,6";"0,6";"86929";"Penzing";"(natürliche Person)";"ABR959784897682";"2.4.2023"
