"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE929265370263";"PV";"In Betrieb";"24.4.2021";"7.6.2021";"Solare Strahlungsenergie";"9,24";"9,2";"95339";"Neuenmarkt";"(natürliche Person)";"ABR917200591026";"7.6.2021"
"SEE934390269603";"628714_KK_Hausdach";"In Betrieb";"3.6.2021";"7.6.2021";"Solare Strahlungsenergie";"9,62";"8,8";"89438";"Holzheim";"(natürliche Person)";"ABR903352520007";"30.9.2021"
"SEE967416293122";"Römerstraße 7";"In Betrieb";"7.6.2021";"7.6.2021";"Solare Strahlungsenergie";"7,1";"7";"85116";"Egweil";"(natürliche Person)";"ABR993708706698";"6.12.2021"
"SEE906796660735";"PV 6,660";"In Betrieb";"11.3.2021";"7.6.2021";"Solare Strahlungsenergie";"6,6";"5,6";"86494";"Emersacker";"(natürliche Person)";"ABR915910306138";"19.11.2021"
"SEE970757763018";"QWatts Panele / Kostal WR";"In Betrieb";"26.4.2021";"7.6.2021";"Solare Strahlungsenergie";"9,045";"8,5";"91058";"Erlangen";"(natürliche Person)";"ABR963200916260";"15.6.2021"
"SEE969717658655";"Hausdach";"In Betrieb";"2.6.2021";"7.6.2021";"Solare Strahlungsenergie";"13,86";"12";"63846";"Laufach";"(natürliche Person)";"ABR939205204305";"7.6.2021"
"SEE920189792964";"PV";"In Betrieb";"4.6.2021";"7.6.2021";"Solare Strahlungsenergie";"11,25";"10";"86874";"Tussenhausen";"(natürliche Person)";"ABR902846923188";"30.9.2021"
"SEE909700361971";"PV-Anlage Reithalle Erweiterung";"In Betrieb";"28.5.2021";"7.6.2021";"Solare Strahlungsenergie";"99,12";"99,12";"91346";"Wiesenttal";"(natürliche Person)";"ABR964071982460";"20.10.2021"
"SEE996237228419";"PVBovenkamp";"In Betrieb";"6.5.2021";"7.6.2021";"Solare Strahlungsenergie";"8,395";"8";"93090";"Bach";"(natürliche Person)";"ABR998882143147";"7.6.2021"
"SEE974731779668";"Hausdach";"In Betrieb";"29.4.2021";"7.6.2021";"Solare Strahlungsenergie";"7,92";"7,92";"95339";"Neuenmarkt";"(natürliche Person)";"ABR904990314911";"15.7.2021"
"SEE986256331429";"PV-Anlage";"In Betrieb";"27.5.2021";"7.6.2021";"Solare Strahlungsenergie";"9,86";"9,86";"84558";"Tyrlaching";"(natürliche Person)";"ABR999949555149";"7.6.2021"
"SEE908898341086";"Simon-PV";"In Betrieb";"7.6.2021";"7.6.2021";"Solare Strahlungsenergie";"0,15";"0,15";"82272";"Moorenweis";"(natürliche Person)";"ABR940859978368";"27.7.2021"
"SEE926916865956";"2021 Eigenverbrauchsanlage Süddach";"In Betrieb";"26.2.2021";"7.6.2021";"Solare Strahlungsenergie";"8,68";"8";"83527";"Haag";"(natürliche Person)";"ABR934061679786";"14.9.2021"
