"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE946241983316";"Augsburger Straße 129";"In Betrieb";"31.7.2015";"31.1.2021";"Solare Strahlungsenergie";"26,78";"25";"86633";"Neuburg";"(natürliche Person)";"ABR943298567582";"31.1.2021"
"SEE942602520268";"PD-PVA2";"In Betrieb";"30.5.2017";"31.1.2021";"Solare Strahlungsenergie";"3,78";"3";"83052";"Bruckmühl";"(natürliche Person)";"ABR981025476646";"31.1.2021"
"SEE946293963731";"SolarRosen";"In Betrieb";"27.1.2021";"31.1.2021";"Solare Strahlungsenergie";"7,5";"7";"82266";"Inning";"(natürliche Person)";"ABR995289679118";"9.6.2021"
"SEE977084551646";"PV-Anlage Garagendach";"In Betrieb";"8.10.2015";"31.1.2021";"Solare Strahlungsenergie";"5,4";"5";"85464";"Finsing";"(natürliche Person)";"ABR934767271635";"31.1.2021"
"SEE972209166354";"Nebenbebäude";"In Betrieb";"16.1.2021";"31.1.2021";"Solare Strahlungsenergie";"0,68";"0,6";"86504";"Merching";"(natürliche Person)";"ABR999774970940";"26.1.2024"
"SEE964844810105";"Photovoltail-Anlage Bahnhofstr. 19 Fridolfing";"In Betrieb";"9.5.2018";"31.1.2021";"Solare Strahlungsenergie";"29,97";"25";"83413";"Fridolfing";"(natürliche Person)";"ABR947517578052";"2.5.2021"
"SEE935352433964";"Hausdach";"In Betrieb";"21.7.2016";"31.1.2021";"Solare Strahlungsenergie";"5,2";"5";"96247";"Michelau";"(natürliche Person)";"ABR965972104524";"31.1.2021"
"SEE996035667922";"PV-Anlage 5,2 kWp";"In Betrieb";"4.8.2017";"31.1.2021";"Solare Strahlungsenergie";"5,2";"5";"90613";"Großhabersdorf";"(natürliche Person)";"ABR927452150995";"31.1.2021"
"SEE927781609423";"PVHH";"In Betrieb";"14.10.2016";"31.1.2021";"Solare Strahlungsenergie";"8,4";"8,4";"95466";"Weidenberg";"(natürliche Person)";"ABR934338621883";"31.1.2021"
"SEE937856974394";"Steinbacher Weg 9a";"In Betrieb";"19.10.2016";"31.1.2021";"Solare Strahlungsenergie";"29,9";"25";"82387";"Antdorf";"(natürliche Person)";"ABR923964786707";"31.1.2021"
