"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE934492017041";"PV-Anlage 9,99 kWp";"In Betrieb";"5.8.2021";"6.8.2021";"Solare Strahlungsenergie";"9,99";"9,99";"94356";"Kirchroth";"(natürliche Person)";"ABR939839820339";"6.8.2021"
"SEE978184234736";"Solarkraftwerk 1";"In Betrieb";"6.8.2021";"6.8.2021";"Solare Strahlungsenergie";"9,75";"9,75";"83122";"Samerberg";"(natürliche Person)";"ABR970119107962";"3.9.2021"
"SEE956765851206";"PV-Anlage Sonnenschein";"In Betrieb";"5.8.2021";"6.8.2021";"Solare Strahlungsenergie";"5,78";"4,6";"97633";"Großbardorf";"(natürliche Person)";"ABR954918890768";"23.8.2021"
"SEE974423431515";"Carport";"In Betrieb";"4.8.2021";"6.8.2021";"Solare Strahlungsenergie";"5,44";"4,6";"86456";"Gablingen";"(natürliche Person)";"ABR906683277275";"14.4.2023"
"SEE954932415503";"PV-Anlage 1";"In Betrieb";"8.7.2021";"6.8.2021";"Solare Strahlungsenergie";"12,06";"10";"87488";"Betzigau";"(natürliche Person)";"ABR911565455757";"20.1.2022"
"SEE908569812327";"Hausdach";"In Betrieb";"5.8.2021";"6.8.2021";"Solare Strahlungsenergie";"6,38";"6,38";"94437";"Mamming";"(natürliche Person)";"ABR916463590487";"11.8.2021"
"SEE948280106909";"Nr.III Pultdach Lagerhalle";"In Betrieb";"16.7.2021";"6.8.2021";"Solare Strahlungsenergie";"18,98";"17,5";"84152";"Mengkofen";"(natürliche Person)";"ABR987629499968";"23.2.2022"
"SEE941302885974";"Gibtner";"In Betrieb";"20.7.2021";"6.8.2021";"Solare Strahlungsenergie";"16,9";"16,9";"90542";"Eckental";"(natürliche Person)";"ABR962330374384";"9.11.2021"
"SEE951672237082";"PV Dach";"In Betrieb";"6.8.2021";"6.8.2021";"Solare Strahlungsenergie";"5,6";"5,5";"95494";"Gesees";"(natürliche Person)";"ABR970777619166";"9.8.2021"
"SEE921495366801";"Dach";"In Betrieb";"31.7.2021";"6.8.2021";"Solare Strahlungsenergie";"6,935";"6,935";"91301";"Forchheim";"(natürliche Person)";"ABR992047495911";"19.11.2021"
"SEE971221635640";"Forellenweg 9 A1";"In Betrieb";"26.4.2021";"6.8.2021";"Solare Strahlungsenergie";"9";"9";"84174";"Eching";"(natürliche Person)";"ABR987073870320";"31.8.2021"
"SEE928985402520";"PV Haus privat";"In Betrieb";"23.7.2021";"6.8.2021";"Solare Strahlungsenergie";"9,9";"8,5";"82409";"Wildsteig";"(natürliche Person)";"ABR968553584777";"6.8.2021"
"SEE913827866059";"PV Anlage";"In Betrieb";"5.8.2021";"6.8.2021";"Solare Strahlungsenergie";"8,295";"7,6";"91320";"Ebermannstadt";"(natürliche Person)";"ABR938263835551";"6.8.2021"
"SEE919618918785";"Basic 300";"In Betrieb";"25.6.2021";"6.8.2021";"Solare Strahlungsenergie";"0,3";"0,3";"80687";"München";"(natürliche Person)";"ABR918235896025";"17.11.2021"
"SEE994280544968";"Hausdach";"In Betrieb";"2.6.2021";"6.8.2021";"Solare Strahlungsenergie";"11,935";"11,935";"85104";"Pförring";"(natürliche Person)";"ABR970550786795";"16.8.2021"
"SEE916779972915";"Solarschmied";"In Betrieb";"5.7.2021";"6.8.2021";"Solare Strahlungsenergie";"6,93";"6";"63776";"Mömbris";"(natürliche Person)";"ABR983306895634";"7.9.2021"
"SEE908762008060";"PV-Anlage 1";"In Betrieb";"22.7.2021";"6.8.2021";"Solare Strahlungsenergie";"9,375";"8";"87499";"Wildpoldsried";"(natürliche Person)";"ABR933596988745";"15.9.2022"
"SEE958858405136";"PV Dach";"In Betrieb";"27.7.2021";"6.8.2021";"Solare Strahlungsenergie";"29,82";"29,82";"97711";"Thundorf";"Metall- und Fensterbau Schmitt GmbH & Co KG";"ABR913798928237";"16.12.2021"
