"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE934438732045";"Merker Johann";"In Betrieb";"11.4.2022";"20.5.2022";"Solare Strahlungsenergie";"9,9";"8,5";"94351";"Feldkirchen";"(natürliche Person)";"ABR946691401866";"14.10.2023"
"SEE963273117199";"PV Anlage 2022";"In Betrieb";"19.5.2022";"20.5.2022";"Solare Strahlungsenergie";"9,6";"9,2";"97490";"Poppenhausen";"(natürliche Person)";"ABR938996971267";"20.5.2022"
"SEE932579861242";"PV-Anlage";"In Betrieb";"14.6.2022";"20.5.2022";"Solare Strahlungsenergie";"13,48";"10";"63796";"Kahl";"(natürliche Person)";"ABR901753228607";"22.9.2022"
"SEE909547926470";"Hausdach";"In Betrieb";"23.5.2022";"20.5.2022";"Solare Strahlungsenergie";"6,6";"6";"91560";"Heilsbronn";"(natürliche Person)";"ABR935218314567";"21.12.2023"
"SEE961010314313";"Balkonkraftwerk";"In Betrieb";"14.12.2022";"20.5.2022";"Solare Strahlungsenergie";"0,57";"0,57";"82140";"Olching";"(natürliche Person)";"ABR937994233339";"19.4.2023"
"SEE951143143751";"Hausdach";"In Betrieb";"13.5.2022";"20.5.2022";"Solare Strahlungsenergie";"6,48";"4,6";"93077";"Bad Abbach";"(natürliche Person)";"ABR905105814302";"27.6.2022"
"SEE962505101395";"Hausdach";"In Betrieb";"9.3.2022";"20.5.2022";"Solare Strahlungsenergie";"9,99";"9,99";"94577";"Winzer";"(natürliche Person)";"ABR920368368966";"10.6.2022"
"SEE925645651564";"Dach";"In Betrieb";"15.7.2021";"20.5.2022";"Solare Strahlungsenergie";"10,5";"9,2";"97762";"Hammelburg";"(natürliche Person)";"ABR975875917985";"10.6.2022"
"SEE911727293623";"Scheune";"In Betrieb";"17.3.2022";"20.5.2022";"Solare Strahlungsenergie";"17,49";"17";"97262";"Hausen";"(natürliche Person)";"ABR920263085302";"25.1.2023"
"SEE920354419986";"PV-Hausdach";"In Betrieb";"19.5.2022";"20.5.2022";"Solare Strahlungsenergie";"21,06";"20";"92690";"Pressath";"(natürliche Person)";"ABR984306001605";"29.6.2022"
"SEE997896636140";"Einspeisung";"In Betrieb";"10.1.2018";"20.5.2022";"Solare Strahlungsenergie";"5,8";"5";"89340";"Leipheim";"(natürliche Person)";"ABR943476696028";"23.5.2022"
"SEE931764169040";"Garage";"In Betrieb";"29.3.2022";"20.5.2022";"Solare Strahlungsenergie";"9,99";"9,99";"84405";"Dorfen";"(natürliche Person)";"ABR994944498118";"2.6.2022"
"SEE942887386740";"PO4G";"In Betrieb";"27.11.2021";"20.5.2022";"Solare Strahlungsenergie";"6,65";"5";"91717";"Wassertrüdingen";"Modehaus Böhnisch Inh: Thomas Kredel";"ABR909843389931";"7.6.2022"
"SEE935192431298";"PV Marderweg";"In Betrieb";"24.4.2022";"20.5.2022";"Solare Strahlungsenergie";"16,2";"15";"92637";"Weiden";"(natürliche Person)";"ABR969262008301";"23.5.2023"
"SEE946129286102";"PV-Anlage";"In Betrieb";"19.5.2022";"20.5.2022";"Solare Strahlungsenergie";"6,75";"4,6";"84061";"Ergoldsbach";"(natürliche Person)";"ABR913720420075";"20.5.2022"
"SEE987287421769";"PV-Anlage";"In Betrieb";"9.12.2021";"20.5.2022";"Solare Strahlungsenergie";"7,2";"4,6";"95466";"Kirchenpingarten";"(natürliche Person)";"ABR989464373854";"21.5.2022"
"SEE914197106165";"Aue 79";"In Betrieb";"20.5.2022";"20.5.2022";"Solare Strahlungsenergie";"9,99";"9,99";"91729";"Haundorf";"(natürliche Person)";"ABR987984824726";"20.5.2022"
"SEE957373230605";"Aue 60";"In Betrieb";"20.5.2022";"20.5.2022";"Solare Strahlungsenergie";"9,99";"9,99";"91729";"Haundorf";"(natürliche Person)";"ABR961473541103";"29.8.2022"
"SEE987078928576";"Hausdach";"In Betrieb";"13.5.2022";"20.5.2022";"Solare Strahlungsenergie";"5,25";"5";"91617";"Oberdachstetten";"(natürliche Person)";"ABR917099311262";"8.8.2022"
"SEE912896349807";"priBalcony 45°";"In Betrieb";"28.4.2022";"20.5.2022";"Solare Strahlungsenergie";"0,36";"0,3";"91161";"Hilpoltstein";"(natürliche Person)";"ABR991513382335";"10.7.2022"
"SEE936939829279";"Dachanlage";"In Betrieb";"17.5.2022";"20.5.2022";"Solare Strahlungsenergie";"15,58";"9,9";"86825";"Bad Wörishofen";"(natürliche Person)";"ABR989672122398";"20.5.2022"
"SEE976807292309";"HausmitScheune";"In Betrieb";"4.2.2022";"20.5.2022";"Solare Strahlungsenergie";"10,5";"10";"92360";"Mühlhausen";"(natürliche Person)";"ABR991729456523";"9.6.2022"
"SEE987062978112";"Scheune";"In Betrieb";"10.5.2022";"20.5.2022";"Solare Strahlungsenergie";"9,49";"9,49";"86931";"Prittriching";"(natürliche Person)";"ABR963887369847";"11.7.2022"
"SEE911204978517";"sole";"In Betrieb";"10.5.2022";"20.5.2022";"Solare Strahlungsenergie";"9,5";"9,2";"85659";"Forstern";"(natürliche Person)";"ABR977962550044";"20.5.2022"
"SEE921066752804";"PV Anlage Dach";"In Betrieb";"20.5.2022";"20.5.2022";"Solare Strahlungsenergie";"7,02";"7";"85283";"Wolnzach";"(natürliche Person)";"ABR941544807710";"14.11.2022"
"SEE912554286369";"PV Anlage";"In Betrieb";"25.4.2022";"20.5.2022";"Solare Strahlungsenergie";"14,625";"13,8";"86709";"Wolferstadt";"(natürliche Person)";"ABR927040183589";"7.3.2023"
"SEE972392310749";"PV-83512-Sonnenkraft";"In Betrieb";"25.4.2022";"20.5.2022";"Solare Strahlungsenergie";"7,875";"7,875";"83512";"Wasserburg";"(natürliche Person)";"ABR987839961842";"30.1.2024"
"SEE956299952646";"Hausdach24kWp";"In Betrieb";"25.2.2022";"20.5.2022";"Solare Strahlungsenergie";"24,75";"20";"92353";"Postbauer-Heng";"(natürliche Person)";"ABR981105789987";"1.11.2022"
"SEE953712410509";"Hausdach";"In Betrieb";"2.5.2022";"20.5.2022";"Solare Strahlungsenergie";"13,5";"12,5";"89349";"Burtenbach";"(natürliche Person)";"ABR977957213596";"1.6.2022"
"SEE956149992341";"PV Anlage 2022";"In Betrieb";"4.8.2022";"20.5.2022";"Solare Strahlungsenergie";"6,75";"6,75";"97225";"Zellingen";"(natürliche Person)";"ABR928221788029";"6.10.2022"
"SEE916280023724";"PV Anlage";"In Betrieb";"3.5.2022";"20.5.2022";"Solare Strahlungsenergie";"8";"8";"97422";"Schweinfurt";"(natürliche Person)";"ABR976957299456";"30.6.2022"
"SEE962603839312";"Krokusweg";"In Betrieb";"19.4.2022";"20.5.2022";"Solare Strahlungsenergie";"28,86";"28";"92358";"Seubersdorf";"(natürliche Person)";"ABR905026806691";"20.5.2022"
"SEE997734644894";"Carport";"In Betrieb";"19.1.2022";"20.5.2022";"Solare Strahlungsenergie";"6,66";"6,66";"97246";"Eibelstadt";"(natürliche Person)";"ABR939192976520";"28.9.2022"
"SEE930633100221";"Solar";"In Betrieb";"19.5.2022";"20.5.2022";"Solare Strahlungsenergie";"6,9";"5";"93083";"Obertraubling";"(natürliche Person)";"ABR908306180931";"20.5.2022"
"SEE916914617831";"Hausdach-Anlage";"In Betrieb";"13.5.2022";"20.5.2022";"Solare Strahlungsenergie";"15,18";"12,5";"63743";"Aschaffenburg";"(natürliche Person)";"ABR937868078455";"24.6.2022"
"SEE914013714772";"PV-Anlage";"In Betrieb";"10.5.2022";"20.5.2022";"Solare Strahlungsenergie";"11,84";"10";"96123";"Litzendorf";"(natürliche Person)";"ABR926916337248";"20.5.2022"
"SEE978602912062";"Straßenseite";"In Betrieb";"4.5.2022";"20.5.2022";"Solare Strahlungsenergie";"5,44";"5";"90480";"Nürnberg";"(natürliche Person)";"ABR939740674977";"12.9.2022"
"SEE980412840046";"Garagendach";"In Betrieb";"17.5.2022";"20.5.2022";"Solare Strahlungsenergie";"9,75";"8";"94559";"Niederwinkling";"(natürliche Person)";"ABR985608781615";"24.5.2022"
"SEE943206234483";"PV-Anlage Geröllheimer";"In Betrieb";"30.4.2022";"20.5.2022";"Solare Strahlungsenergie";"13,5";"12,2";"91080";"Spardorf";"(natürliche Person)";"ABR929715058499";"16.9.2022"
"SEE961468500726";"PV-Behmann-Mennel";"In Betrieb";"10.3.2022";"20.5.2022";"Solare Strahlungsenergie";"9,99";"8";"88171";"Weiler-Simmerberg";"(natürliche Person)";"ABR966765419542";"20.6.2022"
"SEE977419036947";"Schmidhanslweg";"In Betrieb";"13.4.2021";"19.5.2022";"Solare Strahlungsenergie";"5,85";"5,85";"82061";"Neuried";"(natürliche Person)";"ABR910409774634";"20.6.2022"
