"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE967579436510";"Solaranlage Dach";"In Betrieb";"24.1.2022";"3.2.2022";"Solare Strahlungsenergie";"3,7";"3,7";"89415";"Lauingen";"Hilmer-QM";"ABR903868446464";"3.2.2022"
"SEE912662753517";"PV K";"In Betrieb";"28.1.2022";"3.2.2022";"Solare Strahlungsenergie";"8,28";"8,28";"85757";"Karlsfeld";"(natürliche Person)";"ABR928976795273";"1.4.2022"
"SEE970647344006";"Hausdach";"In Betrieb";"9.12.2021";"3.2.2022";"Solare Strahlungsenergie";"8,25";"8";"82515";"Wolfratshausen";"(natürliche Person)";"ABR996554102737";"29.7.2022"
"SEE900904839211";"Hausdach";"In Betrieb";"20.10.2021";"3.2.2022";"Solare Strahlungsenergie";"19,845";"19,845";"82031";"Grünwald";"(natürliche Person)";"ABR943455707264";"8.11.2022"
"SEE999702101163";"Hausdach";"In Betrieb";"16.12.2021";"3.2.2022";"Solare Strahlungsenergie";"6,75";"5";"63785";"Obernburg";"(natürliche Person)";"ABR943326088393";"1.3.2024"
"SEE950483904107";"Hausdach";"In Betrieb";"24.11.2021";"3.2.2022";"Solare Strahlungsenergie";"4,5";"4,5";"92272";"Freudenberg";"(natürliche Person)";"ABR998063358810";"14.3.2022"
"SEE962660159484";"München PV Fürstenriederstraße";"In Betrieb";"17.1.2022";"3.2.2022";"Solare Strahlungsenergie";"24,42";"20";"81377";"München";"Polarstern Erzeugungs GmbH";"ABR900723504956";"15.8.2023"
"SEE940609038038";"Photovoltaikanlage 10,73 kWp";"In Betrieb";"7.9.2021";"3.2.2022";"Solare Strahlungsenergie";"10,73";"10";"85604";"Zorneding";"(natürliche Person)";"ABR901568403671";"12.3.2022"
"SEE959722154617";"PV-Anlage";"In Betrieb";"28.1.2022";"3.2.2022";"Solare Strahlungsenergie";"10,5";"10";"82343";"Pöcking";"(natürliche Person)";"ABR928327533424";"6.5.2022"
"SEE961417596138";"COS8";"In Betrieb";"3.10.2021";"3.2.2022";"Solare Strahlungsenergie";"15,96";"10";"85609";"Aschheim";"(natürliche Person)";"ABR973376556887";"13.3.2022"
"SEE993257610644";"Wohnhaus pv";"In Betrieb";"31.1.2022";"3.2.2022";"Solare Strahlungsenergie";"15,91";"15,91";"91126";"Schwabach";"(natürliche Person)";"ABR968046133109";"23.6.2022"
"SEE970227052154";"PV-Anlage 17b Dach";"In Betrieb";"31.1.2022";"3.2.2022";"Solare Strahlungsenergie";"2,16";"2";"83059";"Kolbermoor";"(natürliche Person)";"ABR940507975886";"14.9.2022"
"SEE958379409361";"PV-Anlage";"In Betrieb";"31.1.2022";"3.2.2022";"Solare Strahlungsenergie";"5,85";"5,85";"85051";"Ingolstadt";"(natürliche Person)";"ABR929746735987";"15.9.2022"
"SEE997269506773";"PV Garage";"In Betrieb";"31.1.2022";"3.2.2022";"Solare Strahlungsenergie";"11,25";"10";"96450";"Coburg";"(natürliche Person)";"ABR978634803949";"4.4.2022"
"SEE998541113856";"PV-Anlage Karsfeld";"In Betrieb";"1.2.2022";"3.2.2022";"Solare Strahlungsenergie";"3,04";"3,04";"85757";"Karlsfeld";"(natürliche Person)";"ABR960621550257";"10.6.2022"
"SEE916209846144";"Solar tomsei";"In Betrieb";"17.11.2021";"3.2.2022";"Solare Strahlungsenergie";"8,64";"8,5";"97359";"Schwarzach";"(natürliche Person)";"ABR984120515241";"7.4.2022"
"SEE951653370821";"PV-Erweiterung";"In Betrieb";"11.10.2021";"3.2.2022";"Solare Strahlungsenergie";"5,92";"5,92";"95448";"Bayreuth";"(natürliche Person)";"ABR924098157128";"4.2.2022"
"SEE925477433765";"ABR955467383749";"In Betrieb";"8.3.2021";"3.2.2022";"Solare Strahlungsenergie";"7,81";"7,81";"83562";"Rechtmehring";"(natürliche Person)";"ABR955467383749";"13.4.2022"
"SEE913933516534";"Jochen Rindt";"In Betrieb";"1.2.2022";"3.2.2022";"Solare Strahlungsenergie";"4,5";"4,5";"86733";"Alerheim";"(natürliche Person)";"ABR919429309611";"30.6.2023"
"SEE980474506683";"PV Kläranlage";"In Betrieb";"8.12.2021";"3.2.2022";"Solare Strahlungsenergie";"150,42";"145,2";"90552";"Röthenbach";"Stadt Röthenbach an der Pegnitz";"ABR996680221173";"26.3.2022"
"SEE967553566721";"Kekelj Photovoltaikanlage";"In Betrieb";"31.1.2022";"3.2.2022";"Solare Strahlungsenergie";"8,6";"8";"82216";"Maisach";"(natürliche Person)";"ABR998572981257";"27.4.2022"
"SEE949736628723";"Anlage Hausdach";"In Betrieb";"7.12.2021";"3.2.2022";"Solare Strahlungsenergie";"4,8";"4,6";"90513";"Zirndorf";"(natürliche Person)";"ABR919839376623";"3.2.2022"
"SEE952356010717";"Hausdach 1 Erweiterung 1";"In Betrieb";"31.5.2021";"3.2.2022";"Solare Strahlungsenergie";"4,9";"4,9";"94508";"Schöllnach";"(natürliche Person)";"ABR923362917925";"12.4.2022"
"SEE908640109056";"PV 1";"In Betrieb";"26.1.2022";"3.2.2022";"Solare Strahlungsenergie";"4,8";"3,5";"87600";"Kaufbeuren";"(natürliche Person)";"ABR924944598402";"14.3.2022"
"SEE919525765113";"Solar für Batterie";"In Betrieb";"24.3.2015";"3.2.2022";"Solare Strahlungsenergie";"6,27";"6,27";"86573";"Obergriesbach";"(natürliche Person)";"ABR953731832986";"4.2.2022"
"SEE915852053480";"PV RB IV";"In Betrieb";"15.10.2021";"3.2.2022";"Solare Strahlungsenergie";"25,2";"25";"94133";"Röhrnbach";"(natürliche Person)";"ABR901122232402";"28.3.2022"
"SEE959682243024";"PV-Anlage";"In Betrieb";"3.2.2022";"3.2.2022";"Solare Strahlungsenergie";"18,86";"18,86";"83410";"Laufen";"(natürliche Person)";"ABR934871852096";"25.2.2022"
"SEE957941507252";"Solaranlage";"In Betrieb";"29.6.2021";"3.2.2022";"Solare Strahlungsenergie";"24,64";"24,64";"87448";"Waltenhofen";"(natürliche Person)";"ABR973719008653";"7.2.2022"
"SEE999913790354";"Hausdach";"In Betrieb";"22.11.2021";"3.2.2022";"Solare Strahlungsenergie";"8,82";"8,82";"89434";"Blindheim";"(natürliche Person)";"ABR928616475671";"9.12.2022"
"SEE997517525679";"Ossa PV";"In Betrieb";"15.11.2021";"3.2.2022";"Solare Strahlungsenergie";"6,6";"4,6";"95359";"Kasendorf";"(natürliche Person)";"ABR970087014545";"15.3.2022"
"SEE938230573578";"PV Anlage";"In Betrieb";"2.2.2022";"3.2.2022";"Solare Strahlungsenergie";"6,75";"6,75";"97529";"Sulzheim";"(natürliche Person)";"ABR933872096966";"1.11.2022"
