"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE963277288680";"PV-Anlage 2021";"In Betrieb";"4.10.2021";"25.11.2021";"Solare Strahlungsenergie";"9,75";"9,2";"96484";"Meeder";"(natürliche Person)";"ABR944824190632";"30.11.2021"
"SEE919728014407";"Sonnenstrahlen";"In Betrieb";"4.11.2021";"25.11.2021";"Solare Strahlungsenergie";"10";"10";"85114";"Buxheim";"(natürliche Person)";"ABR953905860258";"10.5.2022"
"SEE903812068612";"Hausdach";"In Betrieb";"15.6.2022";"25.11.2021";"Solare Strahlungsenergie";"3,4";"3";"82223";"Eichenau";"(natürliche Person)";"ABR973204348622";"30.1.2024"
"SEE927025269956";"PV-Anlage 12,16 kWp";"In Betrieb";"23.11.2021";"25.11.2021";"Solare Strahlungsenergie";"12,16";"12,16";"91795";"Dollnstein";"(natürliche Person)";"ABR967739268920";"3.5.2022"
"SEE966622466566";"Hausdach";"In Betrieb";"22.11.2021";"25.11.2021";"Solare Strahlungsenergie";"10,125";"8";"86465";"Welden";"(natürliche Person)";"ABR910443045660";"25.4.2022"
"SEE943895491624";"Hausdach";"In Betrieb";"4.1.2021";"25.11.2021";"Solare Strahlungsenergie";"9,9";"7,5";"84375";"Kirchdorf";"(natürliche Person)";"ABR967722681163";"8.1.2022"
"SEE975829532233";"Hausdach";"In Betrieb";"25.11.2021";"25.11.2021";"Solare Strahlungsenergie";"6,93";"6,93";"93352";"Rohr";"(natürliche Person)";"ABR967125642754";"25.11.2021"
"SEE991844955628";"PV-NLw4";"In Betrieb";"24.11.2021";"25.11.2021";"Solare Strahlungsenergie";"10";"10";"86842";"Türkheim";"(natürliche Person)";"ABR950112139832";"17.12.2021"
"SEE981029500811";"von Busse / Müller 8,97kWp PV-Anlage";"In Betrieb";"18.11.2021";"25.11.2021";"Solare Strahlungsenergie";"8,97";"8,97";"89340";"Leipheim";"(natürliche Person)";"ABR950391940419";"14.1.2022"
"SEE962821051893";"Wohnhaus";"In Betrieb";"10.8.2021";"25.11.2021";"Solare Strahlungsenergie";"17,68";"8";"86739";"Ederheim";"(natürliche Person)";"ABR905695164115";"30.11.2021"
"SEE904230021135";"PV-Anlage 2021";"In Betrieb";"8.10.2021";"25.11.2021";"Solare Strahlungsenergie";"15,75";"9,2";"97631";"Bad Königshofen";"(natürliche Person)";"ABR969410016424";"27.1.2022"
"SEE902552029167";"Mühlsolar2021";"In Betrieb";"29.10.2021";"25.11.2021";"Solare Strahlungsenergie";"11,715";"10";"86405";"Meitingen";"(natürliche Person)";"ABR937913288983";"15.11.2022"
"SEE981259102052";"wohnhaus pv";"In Betrieb";"12.1.2022";"25.11.2021";"Solare Strahlungsenergie";"9,62";"9,62";"91710";"Gunzenhausen";"(natürliche Person)";"ABR905448134464";"7.12.2023"
"SEE930592967774";"Strom Reif Hausdach";"In Betrieb";"3.5.2017";"25.11.2021";"Solare Strahlungsenergie";"2,97";"2,97";"97249";"Eisingen";"(natürliche Person)";"ABR929060338109";"26.11.2021"
"SEE932311346242";"PV Anlage Garage";"In Betrieb";"12.7.2018";"25.11.2021";"Solare Strahlungsenergie";"5,04";"5,04";"97084";"Würzburg";"(natürliche Person)";"ABR997324962490";"26.11.2021"
"SEE926264423044";"PV Am Viehtrieb 95";"In Betrieb";"18.11.2021";"25.11.2021";"Solare Strahlungsenergie";"9,9";"8";"97320";"Großlangheim";"(natürliche Person)";"ABR910329666873";"29.8.2022"
"SEE987919637292";"PV Kranstadel";"In Betrieb";"25.11.2021";"25.11.2021";"Solare Strahlungsenergie";"19,6";"19,6";"93462";"Lam";"(natürliche Person)";"ABR921211370341";"22.12.2021"
"SEE984583592742";"Fittigauer1";"In Betrieb";"12.11.2021";"25.11.2021";"Solare Strahlungsenergie";"6,84";"6,84";"94447";"Plattling";"(natürliche Person)";"ABR951290041672";"16.3.2022"
"SEE926527591916";"Photovoltaikanlage";"In Betrieb";"3.11.2021";"25.11.2021";"Solare Strahlungsenergie";"16,56";"16,56";"83417";"Kirchanschöring";"(natürliche Person)";"ABR971252570903";"10.12.2021"
"SEE999682532438";"PV-Anlage 2021";"In Betrieb";"7.10.2021";"25.11.2021";"Solare Strahlungsenergie";"6,75";"6,75";"91154";"Roth";"(natürliche Person)";"ABR923830773879";"1.12.2021"
"SEE989116308982";"Aufdachanlage 11/21";"In Betrieb";"24.11.2021";"25.11.2021";"Solare Strahlungsenergie";"7,2";"7,2";"84543";"Winhöring";"(natürliche Person)";"ABR957741633021";"6.12.2023"
"SEE979409818847";"PV_Konrad_2021";"In Betrieb";"24.3.2021";"25.11.2021";"Solare Strahlungsenergie";"30";"25";"95692";"Konnersreuth";"(natürliche Person)";"ABR909045733334";"17.12.2021"
"SEE985998032861";"Hausdach West-Ost";"In Betrieb";"19.11.2021";"25.11.2021";"Solare Strahlungsenergie";"9,88";"8";"80995";"München";"(natürliche Person)";"ABR949969060680";"13.1.2022"
"SEE961138849889";"Radl Meier Flachdach";"In Betrieb";"24.11.2021";"25.11.2021";"Solare Strahlungsenergie";"20,25";"20,25";"83043";"Bad Aibling";"Radl Meier";"ABR901124383867";"15.2.2022"
"SEE939602297771";"PV Ferlin_1";"In Betrieb";"16.11.2021";"25.11.2021";"Solare Strahlungsenergie";"5,18";"5";"84332";"Hebertsfelden";"(natürliche Person)";"ABR940727217100";"22.2.2022"
"SEE947985722902";"PV-Anlage 2021";"In Betrieb";"30.9.2021";"25.11.2021";"Solare Strahlungsenergie";"10,13";"4,6";"90449";"Nürnberg";"(natürliche Person)";"ABR963456245640";"5.5.2022"
"SEE948421869373";"PV Anlage";"In Betrieb";"23.11.2021";"25.11.2021";"Solare Strahlungsenergie";"28,5";"25";"94127";"Neuburg";"(natürliche Person)";"ABR938562854758";"25.11.2021"
"SEE937451929133";"PV1";"In Betrieb";"25.10.2021";"25.11.2021";"Solare Strahlungsenergie";"8,16";"8";"93453";"Neukirchen";"(natürliche Person)";"ABR989256109531";"25.11.2021"
"SEE987404751441";"Bahnhofstraße 4, BA 1";"In Betrieb";"22.11.2021";"25.11.2021";"Solare Strahlungsenergie";"84";"80";"96106";"Ebern";"Ö.V.S. GbR";"ABR932554189750";"25.11.2021"
"SEE951204083460";"PV Anlafe";"In Betrieb";"12.4.2017";"25.11.2021";"Solare Strahlungsenergie";"5,8";"5";"83533";"Edling";"(natürliche Person)";"ABR958365814780";"25.11.2021"
"SEE912438705870";"PV-Anlage-GH-S-K-S-3";"In Betrieb";"30.7.2021";"25.11.2021";"Solare Strahlungsenergie";"6,375";"6,375";"84144";"Geisenhausen";"(natürliche Person)";"ABR946393053653";"25.11.2021"
"SEE969841290424";"PV9,75";"In Betrieb";"22.11.2021";"25.11.2021";"Solare Strahlungsenergie";"9,75";"9,2";"93199";"Zell";"(natürliche Person)";"ABR977038690889";"29.12.2021"
"SEE981927727174";"600W Anlage";"In Betrieb";"19.11.2021";"25.11.2021";"Solare Strahlungsenergie";"0,66";"0,6";"93413";"Cham";"(natürliche Person)";"ABR989083710672";"10.12.2021"
"SEE908336932067";"ABR915973643935";"In Betrieb";"15.11.2021";"25.11.2021";"Solare Strahlungsenergie";"9,36";"9,36";"93326";"Abensberg";"(natürliche Person)";"ABR915973643935";"5.5.2022"
