"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE915348961800";"PV-Anlage Wohnhaus";"In Betrieb";"30.11.2020";"8.12.2020";"Solare Strahlungsenergie";"9,9";"9,9";"91735";"Muhr";"(natürliche Person)";"ABR986008503333";"20.6.2021"
"SEE910127475530";"Hausdach";"In Betrieb";"10.8.2017";"8.12.2020";"Solare Strahlungsenergie";"9,35";"3,3";"82335";"Berg";"(natürliche Person)";"ABR968027116107";"11.1.2021"
"SEE933660124550";"ABR99536266497";"In Betrieb";"25.2.2015";"8.12.2020";"Solare Strahlungsenergie";"6,16";"6,16";"85391";"Allershausen";"(natürliche Person)";"ABR992536266497";"28.1.2021"
"SEE946084398148";"Hausdach";"In Betrieb";"7.12.2020";"8.12.2020";"Solare Strahlungsenergie";"3,63";"3,63";"85598";"Baldham";"(natürliche Person)";"ABR967117228188";"15.10.2021"
"SEE966235971396";"Werkstattdach-Mühllandweg";"In Betrieb";"16.4.2018";"8.12.2020";"Solare Strahlungsenergie";"17,28";"17";"83128";"Halfing";"Ambros Huber";"ABR941890677814";"4.1.2021"
"SEE992267934207";"PV-Anlage 9,92 kWp";"In Betrieb";"7.12.2020";"8.12.2020";"Solare Strahlungsenergie";"9,92";"8,2";"93455";"Traitsching";"(natürliche Person)";"ABR997968767406";"8.12.2020"
"SEE984203936857";"PV";"In Betrieb";"29.6.2018";"8.12.2020";"Solare Strahlungsenergie";"5,4";"5";"90610";"Winkelhaid";"(natürliche Person)";"ABR948153472391";"7.2.2021"
"SEE912288148162";"Hausdach";"In Betrieb";"23.10.2020";"8.12.2020";"Solare Strahlungsenergie";"8,71";"6";"96199";"Zapfendorf";"(natürliche Person)";"ABR929033773951";"16.12.2020"
"SEE939707521269";"PV Anlage Halle";"In Betrieb";"19.7.2017";"8.12.2020";"Solare Strahlungsenergie";"8,32";"8,32";"95671";"Bärnau";"(natürliche Person)";"ABR982286688069";"8.12.2020"
"SEE993245622741";"PVHaus";"In Betrieb";"25.11.2020";"8.12.2020";"Solare Strahlungsenergie";"8,91";"8,91";"96114";"Hirschaid";"(natürliche Person)";"ABR972248874920";"12.2.2021"
"SEE969939004872";"Hausdach";"In Betrieb";"7.8.2018";"8.12.2020";"Solare Strahlungsenergie";"9,72";"9,72";"95100";"Selb";"(natürliche Person)";"ABR968223837820";"8.12.2020"
