"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE955773786845";"Jana";"In Betrieb";"1.7.2023";"1.8.2023";"Solare Strahlungsenergie";"0,3";"0,3";"82064";"Jettenhausen";"(natürliche Person)";"ABR900892712398";"3.11.2023"
"SEE991702694843";"Balkonsolaranlage";"In Betrieb";"1.8.2023";"1.8.2023";"Solare Strahlungsenergie";"0,8";"0,6";"85276";"Pfaffenhofen";"(natürliche Person)";"ABR949742026551";"1.8.2023"
"SEE940008513334";"priBasic Duo (ohne Halterung)";"In Betrieb";"28.7.2023";"1.8.2023";"Solare Strahlungsenergie";"0,79";"0,6";"93354";"Siegenburg";"(natürliche Person)";"ABR958356377775";"3.11.2023"
"SEE917105349524";"My Solar2";"In Betrieb";"10.7.2023";"1.8.2023";"Solare Strahlungsenergie";"2,22";"2,22";"86567";"Hilgertshausen-Tandern";"(natürliche Person)";"ABR951842198601";"1.8.2023"
"SEE915537772804";"PV-Anlage";"In Betrieb";"19.6.2023";"1.8.2023";"Solare Strahlungsenergie";"7,1";"6";"81245";"München";"(natürliche Person)";"ABR930263345795";"19.8.2023"
"SEE963082223043";"Hausdach";"In Betrieb";"3.7.2023";"1.8.2023";"Solare Strahlungsenergie";"9,66";"9,66";"97488";"Stadtlauringen";"(natürliche Person)";"ABR980484471483";"9.2.2024"
"SEE936921932505";"Photovoltaikanlage Hausdach";"In Betrieb";"12.7.2023";"1.8.2023";"Solare Strahlungsenergie";"10,395";"10";"94469";"Deggendorf";"(natürliche Person)";"ABR914132394404";"18.9.2023"
"SEE962588757113";"PV Anlage";"In Betrieb";"15.6.2023";"1.8.2023";"Solare Strahlungsenergie";"20,58";"15";"92699";"Irchenrieth";"(natürliche Person)";"ABR997902471383";"1.8.2023"
"SEE928046478976";"Hausdach und Garagendach";"In Betrieb";"28.7.2023";"1.8.2023";"Solare Strahlungsenergie";"7,79";"7,79";"94315";"Straubing";"(natürliche Person)";"ABR981013986089";"6.9.2023"
"SEE927472564352";"PV Wohngebäude Ost/West";"In Betrieb";"24.5.2023";"1.8.2023";"Solare Strahlungsenergie";"12,6";"12,5";"63853";"Mömlingen";"(natürliche Person)";"ABR978338690715";"27.2.2024"
"SEE967334744911";"Katze";"In Betrieb";"31.5.2023";"1.8.2023";"Solare Strahlungsenergie";"0,68";"0,6";"97318";"Kitzingen";"(natürliche Person)";"ABR922935055927";"10.2.2024"
"SEE914544324594";"Dachmodule WS 58";"In Betrieb";"14.7.2023";"1.8.2023";"Solare Strahlungsenergie";"9,96";"9,96";"91154";"Roth";"(natürliche Person)";"ABR998883264940";"23.8.2023"
"SEE950870887341";"Hausdach";"In Betrieb";"1.8.2023";"1.8.2023";"Solare Strahlungsenergie";"9,99";"9,99";"96237";"Ebersdorf";"(natürliche Person)";"ABR999153509778";"1.8.2023"
"SEE916065310629";"PV-Anlage";"In Betrieb";"1.8.2023";"1.8.2023";"Solare Strahlungsenergie";"12,54";"10";"85452";"Moosinning";"(natürliche Person)";"ABR997632649151";"1.8.2023"
