"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE918605390795";"Hausdach";"In Betrieb";"15.10.2015";"8.7.2021";"Solare Strahlungsenergie";"15,12";"15,12";"93326";"Abensberg";"(natürliche Person)";"ABR978465470952";"10.8.2021"
"SEE926899066333";"Solaranlage";"In Betrieb";"28.6.2021";"8.7.2021";"Solare Strahlungsenergie";"8,58";"8";"86830";"Schwabmünchen";"(natürliche Person)";"ABR901862628305";"19.11.2021"
"SEE940873637487";"PV-Anlage 2021";"In Betrieb";"17.6.2021";"8.7.2021";"Solare Strahlungsenergie";"9,36";"8";"89231";"Neu-Ulm";"(natürliche Person)";"ABR998100088595";"5.11.2021"
"SEE944219559587";"Garage";"In Betrieb";"30.6.2021";"8.7.2021";"Solare Strahlungsenergie";"4,41";"3,68";"86753";"Möttingen";"(natürliche Person)";"ABR922256205780";"1.2.2022"
"SEE999006605503";"PV- Dach 2021";"In Betrieb";"26.4.2021";"8.7.2021";"Solare Strahlungsenergie";"13";"9,2";"97440";"Werneck";"(natürliche Person)";"ABR989193299975";"12.10.2021"
"SEE923163003070";"Anlage 1 Photovolteik";"In Betrieb";"28.6.2021";"8.7.2021";"Solare Strahlungsenergie";"4,95";"4,95";"92237";"Sulzbach-Rosenberg";"(natürliche Person)";"ABR923457041153";"22.9.2021"
"SEE991224308686";"PV Halle Süd";"In Betrieb";"12.7.2021";"8.7.2021";"Solare Strahlungsenergie";"29,26";"25";"83626";"Valley";"Angelika und Albert Hunklinger GbR";"ABR985002200767";"23.2.2022"
"SEE945400657907";"Hausdach - Panels 1";"In Betrieb";"28.6.2021";"8.7.2021";"Solare Strahlungsenergie";"8,58";"8";"92355";"Velburg";"(natürliche Person)";"ABR906966285409";"8.7.2021"
"SEE976362288076";"PVDach";"In Betrieb";"23.6.2021";"8.7.2021";"Solare Strahlungsenergie";"9,24";"9";"85356";"Freising";"(natürliche Person)";"ABR907946415830";"29.7.2021"
"SEE958892640357";"Woitinek PV Anlage II Wendelstein";"In Betrieb";"4.6.2021";"8.7.2021";"Solare Strahlungsenergie";"10,4";"8";"90530";"Wendelstein";"(natürliche Person)";"ABR942447117838";"29.9.2021"
"SEE988070236225";"Wastlhuber, Sonham Volleinspeisung 2021";"In Betrieb";"28.6.2021";"8.7.2021";"Solare Strahlungsenergie";"29,97";"25";"84574";"Taufkirchen";"(natürliche Person)";"ABR946592095195";"15.10.2021"
"SEE978363184579";"Sandersonne";"In Betrieb";"5.7.2021";"8.7.2021";"Solare Strahlungsenergie";"12";"9,6";"97522";"Sand";"(natürliche Person)";"ABR912955039588";"20.12.2021"
"SEE932157359765";"1385_Lidl_Traunstein";"In Betrieb";"16.6.2021";"8.7.2021";"Solare Strahlungsenergie";"99,9";"99";"83278";"Traunstein";"Lidl Vertriebs-GmbH & Co. KG";"ABR937880801154";"26.11.2021"
"SEE991866922530";"Kath. Kirchenstiftung St. Marien";"In Betrieb";"19.1.2021";"8.7.2021";"Solare Strahlungsenergie";"7,2";"6";"90768";"Fürth";"Kath. Kirchenstiftung St. Marien";"ABR957341528451";"18.7.2021"
"SEE908558759343";"PV Hausdach";"In Betrieb";"28.6.2021";"8.7.2021";"Solare Strahlungsenergie";"11,52";"11,52";"83666";"Waakirchen";"(natürliche Person)";"ABR968345275937";"17.9.2021"
"SEE978306644962";"Film-PV 4,02 kWp";"In Betrieb";"18.6.2021";"8.7.2021";"Solare Strahlungsenergie";"4,02";"4,02";"82266";"Inning";"(natürliche Person)";"ABR961127253642";"8.11.2021"
"SEE978499154613";"PV_Anlage 2021";"In Betrieb";"8.7.2021";"8.7.2021";"Solare Strahlungsenergie";"5,44";"5";"90579";"Langenzenn";"(natürliche Person)";"ABR938650340330";"12.10.2021"
"SEE965545072847";"Solarstromanlage";"In Betrieb";"29.6.2021";"8.7.2021";"Solare Strahlungsenergie";"14,96";"10";"94501";"Aldersbach";"(natürliche Person)";"ABR951100548247";"6.8.2021"
"SEE948360733582";"Garage";"In Betrieb";"28.6.2021";"8.7.2021";"Solare Strahlungsenergie";"8,58";"8,58";"86685";"Huisheim";"(natürliche Person)";"ABR938056352975";"9.11.2021"
"SEE997379981194";"Hausdach W/O";"In Betrieb";"21.6.2021";"8.7.2021";"Solare Strahlungsenergie";"5,76";"5";"84172";"Buch";"(natürliche Person)";"ABR972938995959";"27.8.2021"
"SEE936339221208";"Photovoltaik-Haus";"In Betrieb";"30.6.2021";"8.7.2021";"Solare Strahlungsenergie";"4,8";"4,5";"93138";"Lappersdorf";"(natürliche Person)";"ABR951136029789";"1.5.2023"
"SEE916371842166";"Privathaus";"In Betrieb";"28.6.2021";"8.7.2021";"Solare Strahlungsenergie";"7,56";"7";"84544";"Aschau";"(natürliche Person)";"ABR959266518197";"2.4.2022"
"SEE962668401066";"PV- Anlage";"In Betrieb";"7.7.2021";"8.7.2021";"Solare Strahlungsenergie";"7,4";"7,4";"91126";"Schwabach";"(natürliche Person)";"ABR984894201340";"22.11.2021"
"SEE930094981049";"PV-Anlage 2021";"In Betrieb";"16.6.2021";"8.7.2021";"Solare Strahlungsenergie";"6,48";"6";"89231";"Neu-Ulm";"(natürliche Person)";"ABR955443311353";"8.7.2021"
