"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE954306627723";"Roland König";"In Betrieb";"20.6.2023";"26.6.2023";"Solare Strahlungsenergie";"0,9";"0,6";"91315";"Höchstadt";"(natürliche Person)";"ABR995627118590";"3.11.2023"
"SEE937561079155";"PV1";"In Betrieb";"16.6.2023";"26.6.2023";"Solare Strahlungsenergie";"0,6";"0,6";"92660";"Neustadt";"(natürliche Person)";"ABR984546861595";"26.6.2023"
"SEE944666903667";"PV-Anlage";"In Betrieb";"20.6.2023";"26.6.2023";"Solare Strahlungsenergie";"9,75";"9,75";"87637";"Seeg";"(natürliche Person)";"ABR933602439896";"5.7.2023"
"SEE986952880771";"Pv-Anlage 16,575 kWp";"In Betrieb";"13.6.2023";"26.6.2023";"Solare Strahlungsenergie";"16,575";"12,5";"89269";"Vöhringen";"(natürliche Person)";"ABR982800584310";"23.2.2024"
"SEE963115378740";"Balkonsolaranlage";"In Betrieb";"1.6.2023";"26.6.2023";"Solare Strahlungsenergie";"0,92";"0,6";"86668";"Karlshuld";"(natürliche Person)";"ABR934659211039";"26.6.2023"
"SEE939293411517";"MP Wartenberg";"In Betrieb";"23.6.2023";"26.6.2023";"Solare Strahlungsenergie";"24,64";"24,64";"85456";"Wartenberg";"Bergfort Group UG";"ABR940370797509";"16.2.2024"
"SEE936591692679";"Drittelstrom1";"In Betrieb";"13.6.2023";"26.6.2023";"Solare Strahlungsenergie";"10,26";"10";"97653";"Bischofsheim";"(natürliche Person)";"ABR942007706328";"28.6.2023"
"SEE987541188537";"Aerne Analytic";"In Betrieb";"1.6.2023";"26.6.2023";"Solare Strahlungsenergie";"16,2";"10";"89264";"Weißenhorn";"(natürliche Person)";"ABR973029251527";"26.6.2023"
"SEE935541627327";"balcon 1";"In Betrieb";"7.5.2023";"26.6.2023";"Solare Strahlungsenergie";"0,6";"0,6";"83278";"Traunstein";"(natürliche Person)";"ABR900009090654";"25.7.2023"
"SEE988005468929";"Hausdach";"In Betrieb";"31.5.2023";"26.6.2023";"Solare Strahlungsenergie";"9,43";"8";"91710";"Gunzenhausen";"(natürliche Person)";"ABR996795183533";"23.9.2023"
"SEE984091513512";"Hausdach";"In Betrieb";"13.6.2023";"26.6.2023";"Solare Strahlungsenergie";"9,88";"9,88";"89423";"Gundelfingen";"(natürliche Person)";"ABR951423723147";"17.10.2023"
"SEE900714968583";"AC Solar ist super!";"In Betrieb";"20.6.2023";"26.6.2023";"Solare Strahlungsenergie";"9,84";"8,2";"82449";"Uffing";"(natürliche Person)";"ABR990815721286";"25.9.2023"
"SEE922120372945";"PV2";"In Betrieb";"16.6.2023";"26.6.2023";"Solare Strahlungsenergie";"0,6";"0,6";"92660";"Neustadt";"(natürliche Person)";"ABR984546861595";"2.11.2023"
