"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE999743346240";"Biergartenküche";"In Betrieb";"26.10.2021";"1.11.2021";"Solare Strahlungsenergie";"51,745";"50";"86660";"Tapfheim";"(natürliche Person)";"ABR909397912425";"19.11.2021"
"SEE931713118334";"Wohnhaus Josef-Koch-Str.";"In Betrieb";"15.9.2021";"1.11.2021";"Solare Strahlungsenergie";"8,8";"8";"83059";"Kolbermoor";"(natürliche Person)";"ABR900033421684";"21.1.2022"
"SEE993430379504";"PV-Maschinenhalle 2021";"In Betrieb";"27.10.2021";"1.11.2021";"Solare Strahlungsenergie";"31,6";"30";"86660";"Tapfheim";"(natürliche Person)";"ABR930586230327";"13.1.2022"
"SEE975864797864";"PV-Anlage Metzgerei";"In Betrieb";"27.10.2021";"1.11.2021";"Solare Strahlungsenergie";"31,88";"30";"86660";"Tapfheim";"(natürliche Person)";"ABR930586230327";"2.5.2022"
"SEE964075699852";"BALKON";"In Betrieb";"5.7.2021";"1.11.2021";"Solare Strahlungsenergie";"0,6";"0,6";"88161";"Lindenberg";"(natürliche Person)";"ABR917740093912";"10.5.2023"
"SEE900279490727";"Holzkirchen";"In Betrieb";"27.10.2017";"31.10.2021";"Solare Strahlungsenergie";"8,1";"7";"97292";"Holzkirchen";"(natürliche Person)";"ABR964854001258";"31.10.2021"
"SEE963510359351";"Hausdach";"In Betrieb";"13.9.2017";"31.10.2021";"Solare Strahlungsenergie";"3,975";"3,975";"82008";"Unterhaching";"(natürliche Person)";"ABR983659277163";"31.10.2021"
"SEE923490764644";"Hausdach";"In Betrieb";"1.2.2021";"31.10.2021";"Solare Strahlungsenergie";"9,92";"9,92";"84149";"Velden";"(natürliche Person)";"ABR908859686232";"6.12.2021"
"SEE929368080403";"Balkonstrom";"In Betrieb";"23.6.2021";"31.10.2021";"Solare Strahlungsenergie";"0,62";"0,56";"91207";"Lauf";"(natürliche Person)";"ABR911663744425";"12.12.2021"
"SEE929187838162";"Solis";"In Betrieb";"28.9.2021";"31.10.2021";"Solare Strahlungsenergie";"24";"20";"93359";"Wildenberg";"(natürliche Person)";"ABR976344329902";"7.12.2021"
