"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE900080794618";"Hausdach";"In Betrieb";"28.3.2022";"1.4.2022";"Solare Strahlungsenergie";"9,75";"8";"85283";"Wolnzach";"(natürliche Person)";"ABR959705303704";"12.5.2022"
"SEE951448746169";"Solarstromanlage";"In Betrieb";"29.3.2022";"1.4.2022";"Solare Strahlungsenergie";"29,97";"29,97";"94154";"Neukirchen";"(natürliche Person)";"ABR977012161565";"1.4.2022"
"SEE981255163378";"PV-Anlage";"In Betrieb";"29.4.2021";"1.4.2022";"Solare Strahlungsenergie";"82,14";"70";"97836";"Bischbrunn";"(natürliche Person)";"ABR945158251181";"21.4.2022"
"SEE914340917914";"Hausdach";"In Betrieb";"3.5.2022";"1.4.2022";"Solare Strahlungsenergie";"15,91";"15";"92421";"Schwandorf";"(natürliche Person)";"ABR935383733033";"4.6.2022"
"SEE987118498991";"Dachkraftwerk";"In Betrieb";"29.3.2022";"1.4.2022";"Solare Strahlungsenergie";"6,84";"6,84";"86850";"Fischach";"(natürliche Person)";"ABR991650165570";"1.6.2022"
"SEE960260031339";"Hausdach";"In Betrieb";"25.3.2022";"1.4.2022";"Solare Strahlungsenergie";"0,6";"0,6";"85414";"Kirchdorf";"(natürliche Person)";"ABR930364534210";"1.4.2022"
"SEE960260948361";"PV_Anlage Heideweg";"In Betrieb";"1.4.2022";"1.4.2022";"Solare Strahlungsenergie";"17,01";"13,8";"91094";"Langensendelbach";"(natürliche Person)";"ABR980033357916";"20.12.2022"
"SEE958926563980";"Anlage 2";"In Betrieb";"1.4.2022";"1.4.2022";"Solare Strahlungsenergie";"0,64";"0,6";"85104";"Pförring";"(natürliche Person)";"ABR946515023311";"17.8.2023"
"SEE903199816325";"Adlerweg24";"In Betrieb";"18.3.2022";"1.4.2022";"Solare Strahlungsenergie";"9,57";"8";"84061";"Ergoldsbach";"(natürliche Person)";"ABR934330079866";"20.6.2022"
"SEE969676064726";"Wetterich";"In Betrieb";"25.3.2022";"1.4.2022";"Solare Strahlungsenergie";"11,625";"10";"97516";"Oberschwarzach";"(natürliche Person)";"ABR911243005908";"31.8.2022"
"SEE903629171901";"PV Wohnhaus 22";"In Betrieb";"22.2.2022";"1.4.2022";"Solare Strahlungsenergie";"9,24";"9,24";"83559";"Mittergars";"(natürliche Person)";"ABR919716388046";"1.4.2022"
"SEE933478105260";"PV 7,4 kWp";"In Betrieb";"13.3.2022";"1.4.2022";"Solare Strahlungsenergie";"7,4";"6";"82380";"Peißenberg";"(natürliche Person)";"ABR912420800620";"31.10.2022"
"SEE937678651541";"Hausdach";"In Betrieb";"24.2.2022";"1.4.2022";"Solare Strahlungsenergie";"19,88";"19,88";"85139";"Wettstetten";"(natürliche Person)";"ABR989106853522";"18.11.2022"
"SEE931873092017";"Mini Photovoltaikanlage";"In Betrieb";"8.7.2021";"1.4.2022";"Solare Strahlungsenergie";"0,69";"0,6";"96224";"Burgkunstadt";"(natürliche Person)";"ABR966355604150";"20.4.2022"
"SEE934849664546";"PV_Holzweg21";"In Betrieb";"1.4.2022";"1.4.2022";"Solare Strahlungsenergie";"8,14";"7";"83224";"Grassau";"(natürliche Person)";"ABR943017362757";"1.4.2022"
