"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE961493473576";"Hausdach";"In Betrieb";"10.5.2023";"12.5.2023";"Solare Strahlungsenergie";"9,72";"9,72";"97255";"Gelchsheim";"(natürliche Person)";"ABR913991558002";"18.9.2023"
"SEE968976388433";"Dach/Pergola Solarstromanlage";"In Betrieb";"23.3.2023";"12.5.2023";"Solare Strahlungsenergie";"6,93";"6,93";"85551";"Kirchheim";"(natürliche Person)";"ABR931608815072";"12.5.2023"
"SEE957226369209";"Balkonanlage";"In Betrieb";"24.2.2023";"12.5.2023";"Solare Strahlungsenergie";"0,8";"0,6";"84419";"Schwindegg";"(natürliche Person)";"ABR911192655759";"16.5.2023"
"SEE986613966288";"82061 Neuried, Waldstrasse 29";"In Betrieb";"17.2.2023";"12.5.2023";"Solare Strahlungsenergie";"7,2";"7,2";"82061";"Neuried";"(natürliche Person)";"ABR974345297015";"24.11.2023"
"SEE915811535743";"PV-Anlage Hausdach";"In Betrieb";"14.4.2023";"12.5.2023";"Solare Strahlungsenergie";"13,7";"10";"89340";"Leipheim";"(natürliche Person)";"ABR987734320546";"15.5.2023"
"SEE910190464073";"PV_H37";"In Betrieb";"11.5.2023";"12.5.2023";"Solare Strahlungsenergie";"10,395";"10,395";"93495";"Weiding";"(natürliche Person)";"ABR961626207160";"3.7.2023"
"SEE966600654435";"Photovoltaik Dach";"In Betrieb";"12.5.2023";"12.5.2023";"Solare Strahlungsenergie";"10,5";"10";"90518";"Altdorf";"(natürliche Person)";"ABR915767236299";"15.5.2023"
"SEE983975875715";"Hausdach";"In Betrieb";"4.5.2023";"12.5.2023";"Solare Strahlungsenergie";"9,84";"9,84";"93497";"Willmering";"(natürliche Person)";"ABR978424593043";"19.6.2023"
"SEE968546904513";"Solaranlage";"In Betrieb";"12.5.2023";"12.5.2023";"Solare Strahlungsenergie";"7,56";"7,56";"97711";"Thundorf";"(natürliche Person)";"ABR930996403212";"12.6.2023"
"SEE994985092368";"PV9";"In Betrieb";"12.5.2023";"12.5.2023";"Solare Strahlungsenergie";"12,675";"8";"86558";"Hohenwart";"(natürliche Person)";"ABR989311502390";"19.6.2023"
"SEE997171251952";"Bahnstraße";"In Betrieb";"10.5.2023";"12.5.2023";"Solare Strahlungsenergie";"9,8";"8,6";"97531";"Theres";"(natürliche Person)";"ABR963071539988";"12.5.2023"
"SEE990091396024";"Dachphotovoltaikanlage";"In Betrieb";"27.4.2023";"12.5.2023";"Solare Strahlungsenergie";"11,48";"11";"93173";"Wenzenbach";"(natürliche Person)";"ABR949391222328";"15.6.2023"
