"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE917907979929";"Eigenverbrauch";"In Betrieb";"12.6.2020";"6.10.2020";"Solare Strahlungsenergie";"30,36";"30";"84371";"Triftern";"(natürliche Person)";"ABR937375841818";"3.11.2020"
"SEE936246384300";"Hausdach";"In Betrieb";"4.4.2017";"6.10.2020";"Solare Strahlungsenergie";"5,13";"5";"86343";"Königsbrunn";"(natürliche Person)";"ABR979634483148";"25.1.2021"
"SEE902019989881";"Joffer 2";"In Betrieb";"17.9.2020";"6.10.2020";"Solare Strahlungsenergie";"4";"3,6";"97469";"Gochsheim";"(natürliche Person)";"ABR974114431756";"6.12.2023"
"SEE976578970543";"AUSTRIA_1";"In Betrieb";"6.4.2017";"6.10.2020";"Solare Strahlungsenergie";"9,44";"6";"94419";"Reisbach";"(natürliche Person)";"ABR969897835181";"25.11.2020"
"SEE966606743058";"Solaranlage SKS Nr. 1 auf dem Dach des Anwesen Dr.-Maria-Probst-Str. 1-3";"In Betrieb";"21.7.2020";"6.10.2020";"Solare Strahlungsenergie";"44,88";"44,88";"97082";"Würzburg";"(natürliche Person)";"ABR930529128407";"7.1.2021"
"SEE948053043752";"PV Anlage";"In Betrieb";"22.6.2020";"6.10.2020";"Solare Strahlungsenergie";"9,9";"9,9";"94530";"Auerbach";"(natürliche Person)";"ABR970149395858";"6.10.2020"
"SEE942495546130";"SHaukAmBergl1";"In Betrieb";"14.7.2018";"6.10.2020";"Solare Strahlungsenergie";"9,9";"9,2";"97789";"Oberleichtersbach";"(natürliche Person)";"ABR928033782987";"6.10.2020"
"SEE920767300857";"Werkstattdach";"In Betrieb";"29.1.2020";"6.10.2020";"Solare Strahlungsenergie";"8,3";"8,3";"83623";"Dietramszell";"(natürliche Person)";"ABR957555937452";"18.3.2021"
"SEE984079282003";"PB-Haus1";"In Betrieb";"28.7.2020";"6.10.2020";"Solare Strahlungsenergie";"9,92";"9,92";"84375";"Kirchdorf";"(natürliche Person)";"ABR910857511300";"18.1.2021"
"SEE964144469362";"PV VM NES";"In Betrieb";"31.7.2020";"6.10.2020";"Solare Strahlungsenergie";"150,48";"120";"87484";"Nesselwang";"Georg Jos.  Kaes GmbH";"ABR985958622446";"3.5.2021"
