"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE936346785991";"Solaranlage Norddach 18,9 kWp";"In Betrieb";"10.11.2023";"15.11.2023";"Solare Strahlungsenergie";"18,9";"17,5";"82041";"Oberhaching";"(natürliche Person)";"ABR932222191276";"15.11.2023"
"SEE920301168400";"PV-Anlage";"In Betrieb";"4.10.2023";"15.11.2023";"Solare Strahlungsenergie";"13,76";"12,5";"85447";"Fraunberg";"(natürliche Person)";"ABR975756418181";"15.11.2023"
"SEE993855537121";"Dach";"In Betrieb";"27.10.2023";"15.11.2023";"Solare Strahlungsenergie";"9,75";"9,75";"97440";"Werneck";"(natürliche Person)";"ABR983775019418";"1.2.2024"
"SEE921666289304";"Anlage Halle";"In Betrieb";"23.8.2023";"15.11.2023";"Solare Strahlungsenergie";"9,84";"9,84";"84416";"Taufkirchen";"(natürliche Person)";"ABR992071704874";"18.12.2023"
"SEE998668193007";"PV-Anlage 5,7 kWp";"In Betrieb";"10.11.2023";"15.11.2023";"Solare Strahlungsenergie";"5,7";"5";"85072";"Eichstätt";"(natürliche Person)";"ABR995462358540";"15.11.2023"
"SEE944047551937";"ABR973367789515";"In Betrieb";"18.10.2023";"15.11.2023";"Solare Strahlungsenergie";"7,5";"7,5";"63762";"Großostheim";"(natürliche Person)";"ABR973367789515";"30.1.2024"
"SEE962314246485";"PV-Anlage";"In Betrieb";"2.11.2023";"15.11.2023";"Solare Strahlungsenergie";"4,62";"4,6";"81827";"München";"(natürliche Person)";"ABR905435564243";"15.11.2023"
"SEE910109283559";"Balkonkraftwek830";"In Betrieb";"15.11.2023";"15.11.2023";"Solare Strahlungsenergie";"0,83";"0,8";"63776";"Mömbris";"(natürliche Person)";"ABR936084956486";"7.12.2023"
"SEE941341620215";"PV-Anlage RO24a";"In Betrieb";"15.11.2023";"15.11.2023";"Solare Strahlungsenergie";"17,04";"16";"90765";"Fürth";"(natürliche Person)";"ABR942512915413";"1.3.2024"
"SEE957040122172";"Wohnhaus 24";"In Betrieb";"22.9.2023";"15.11.2023";"Solare Strahlungsenergie";"18,92";"10";"84405";"Dorfen";"(natürliche Person)";"ABR912603279359";"23.11.2023"
"SEE974909634522";"Alpenstr.21";"In Betrieb";"15.11.2023";"15.11.2023";"Solare Strahlungsenergie";"7,41";"4,6";"82178";"Puchheim";"(natürliche Person)";"ABR957845501325";"3.1.2024"
"SEE913463917894";"Hausdach";"In Betrieb";"15.11.2023";"15.11.2023";"Solare Strahlungsenergie";"6,08";"6,08";"82061";"Neuried";"(natürliche Person)";"ABR961659313920";"15.11.2023"
"SEE902952816800";"Hausdach und Garage Finkl";"In Betrieb";"28.6.2023";"15.11.2023";"Solare Strahlungsenergie";"17,94";"16";"94569";"Stephansposching";"Dr. Rudolf und Stefanie Finkl GbR";"ABR904705405163";"15.11.2023"
"SEE974326673746";"Viessmann23";"In Betrieb";"2.10.2023";"15.11.2023";"Solare Strahlungsenergie";"4,92";"4,6";"91183";"Abenberg";"(natürliche Person)";"ABR990277337759";"12.12.2023"
"SEE999456712820";"jochen 12";"In Betrieb";"20.9.2023";"15.11.2023";"Solare Strahlungsenergie";"0,6";"0,6";"91126";"Schwabach";"(natürliche Person)";"ABR935434577357";"12.12.2023"
"SEE962683827087";"Groß Thomas Solarwerk";"In Betrieb";"14.10.2023";"15.11.2023";"Solare Strahlungsenergie";"0,65";"0,6";"94550";"Künzing";"(natürliche Person)";"ABR945511226993";"15.11.2023"
"SEE937165110773";"Sonnenteller-WW";"In Betrieb";"6.11.2023";"15.11.2023";"Solare Strahlungsenergie";"8,1";"8";"97456";"Dittelbrunn";"(natürliche Person)";"ABR903920995336";"15.11.2023"
"SEE938094430369";"HausdachMaria";"In Betrieb";"11.10.2023";"15.11.2023";"Solare Strahlungsenergie";"21,5";"16";"93152";"Nittendorf";"(natürliche Person)";"ABR982651809532";"15.11.2023"
"SEE929702286492";"PV-Anlage auf Werkstatt";"In Betrieb";"13.11.2023";"15.11.2023";"Solare Strahlungsenergie";"7,38";"6";"97262";"Hausen";"(natürliche Person)";"ABR937648943515";"15.11.2023"
"SEE988297702718";"AltbauHausdach";"In Betrieb";"8.11.2023";"15.11.2023";"Solare Strahlungsenergie";"6";"6";"93128";"Regenstauf";"(natürliche Person)";"ABR975760005605";"15.11.2023"
"SEE909211493178";"PV-Anlage";"In Betrieb";"14.11.2023";"15.11.2023";"Solare Strahlungsenergie";"39";"10";"88178";"Heimenkirch";"(natürliche Person)";"ABR937017773194";"17.1.2024"
"SEE965266544296";"PV Garage";"In Betrieb";"29.9.2023";"15.11.2023";"Solare Strahlungsenergie";"24,6";"20";"95469";"Speichersdorf";"(natürliche Person)";"ABR983687154511";"15.11.2023"
"SEE900082180563";"Hinterschmiding 72";"In Betrieb";"27.10.2023";"15.11.2023";"Solare Strahlungsenergie";"24,57";"20";"94146";"Hinterschmiding";"(natürliche Person)";"ABR917248681529";"15.11.2023"
"SEE934045470415";"PV-Anlage Dach Süd-West";"In Betrieb";"13.10.2023";"15.11.2023";"Solare Strahlungsenergie";"15,12";"15,12";"83093";"Bad Endorf";"(natürliche Person)";"ABR998937410569";"16.11.2023"
"SEE925164982927";"C000847419_JR_Hausdach";"In Betrieb";"14.11.2023";"15.11.2023";"Solare Strahlungsenergie";"13,53";"11";"95326";"Kulmbach";"(natürliche Person)";"ABR943606821962";"15.11.2023"
"SEE953850576143";"Keine";"In Betrieb";"15.10.2023";"15.11.2023";"Solare Strahlungsenergie";"0,6";"0,6";"83026";"Rosenheim";"(natürliche Person)";"ABR998820944799";"15.11.2023"
"SEE922920666350";"Hausdach";"In Betrieb";"14.11.2023";"15.11.2023";"Solare Strahlungsenergie";"6,93";"6";"83233";"Bernau";"(natürliche Person)";"ABR940771556064";"22.1.2024"
"SEE923199754762";"Solar Bahnhofstr. 8";"In Betrieb";"14.11.2023";"15.11.2023";"Solare Strahlungsenergie";"4";"4";"83278";"Traunstein";"Haider Moden GmbH & Co. KG";"ABR946453962222";"5.12.2023"
"SEE962679291229";"Hausdach Mering";"In Betrieb";"14.11.2023";"15.11.2023";"Solare Strahlungsenergie";"8,16";"8";"86415";"Mering";"(natürliche Person)";"ABR970158971678";"15.11.2023"
"SEE937130028522";"ABR963576134060";"In Betrieb";"11.10.2023";"15.11.2023";"Solare Strahlungsenergie";"8,8";"8,8";"87459";"Pfronten";"(natürliche Person)";"ABR963576134060";"28.12.2023"
"SEE983139595930";"Balkonkraftwerk";"In Betrieb";"25.4.2023";"15.11.2023";"Solare Strahlungsenergie";"0,4";"0,3";"86688";"Marxheim";"(natürliche Person)";"ABR991041006352";"12.1.2024"
"SEE942478243148";"2,28 kWp    10.11.2023";"In Betrieb";"10.11.2023";"15.11.2023";"Solare Strahlungsenergie";"2,28";"2,28";"84076";"Pfeffenhausen";"(natürliche Person)";"ABR968278837738";"15.11.2023"
"SEE996969130783";"LeondaEnergie-Solaranlage-AW";"In Betrieb";"4.8.2023";"15.11.2023";"Solare Strahlungsenergie";"18,86";"16";"90768";"Fürth";"(natürliche Person)";"ABR997649345541";"10.1.2024"
"SEE964533289137";"Hausdach";"In Betrieb";"6.12.2023";"15.11.2023";"Solare Strahlungsenergie";"15,2";"14,5";"83131";"Nußdorf";"(natürliche Person)";"ABR975855610097";"16.12.2023"
"SEE912722377424";"PV-Anlage";"In Betrieb";"22.9.2023";"15.11.2023";"Solare Strahlungsenergie";"13,44";"13,44";"92242";"Hirschau";"(natürliche Person)";"ABR967393653032";"2.1.2024"
"SEE909472865011";"PV-Anlage";"In Betrieb";"17.10.2023";"15.11.2023";"Solare Strahlungsenergie";"10,8";"10";"95119";"Naila";"(natürliche Person)";"ABR985642374217";"15.11.2023"
"SEE949531625422";"WH Balkon";"In Betrieb";"18.10.2023";"15.11.2023";"Solare Strahlungsenergie";"0,83";"0,6";"91183";"Abenberg";"(natürliche Person)";"ABR990187457226";"19.1.2024"
"SEE901267557736";"Balkonkraftwerk Irrenhaus";"In Betrieb";"4.11.2023";"15.11.2023";"Solare Strahlungsenergie";"0,825";"0,6";"91056";"Erlangen";"(natürliche Person)";"ABR973948241715";"16.11.2023"
"SEE913585856019";"PV-Hausdach";"In Betrieb";"5.10.2023";"15.11.2023";"Solare Strahlungsenergie";"10,66";"10";"91790";"Bergen";"(natürliche Person)";"ABR945127961912";"15.11.2023"
"SEE971854881155";"Manfred Strom";"In Betrieb";"17.10.2023";"15.11.2023";"Solare Strahlungsenergie";"11,05";"11,05";"82362";"Weilheim";"(natürliche Person)";"ABR975598918276";"15.11.2023"
"SEE903236927984";"PV-KKR32";"In Betrieb";"30.10.2023";"15.11.2023";"Solare Strahlungsenergie";"9,75";"8,5";"84030";"Ergolding";"(natürliche Person)";"ABR924728002491";"16.11.2023"
"SEE991962835352";"ABR974134690096";"In Betrieb";"5.9.2023";"15.11.2023";"Solare Strahlungsenergie";"11,07";"10";"92256";"Hahnbach";"(natürliche Person)";"ABR974134690096";"15.11.2023"
"SEE987011619332";"Hausdach";"In Betrieb";"17.10.2023";"15.11.2023";"Solare Strahlungsenergie";"18,275";"15";"89278";"Nersingen";"(natürliche Person)";"ABR962480821042";"27.2.2024"
"SEE994362321784";"OS_E23";"In Betrieb";"17.5.2023";"15.11.2023";"Solare Strahlungsenergie";"20";"20";"85622";"Feldkirchen";"(natürliche Person)";"ABR939622645866";"20.12.2023"
"SEE921627812541";"Hausdach";"In Betrieb";"15.11.2023";"15.11.2023";"Solare Strahlungsenergie";"10,9";"10";"85072";"Eichstätt";"(natürliche Person)";"ABR996810207428";"15.11.2023"
"SEE967454926419";"PV Anlage 2023";"In Betrieb";"8.11.2023";"15.11.2023";"Solare Strahlungsenergie";"10,2";"10";"97688";"Bad Kissingen";"(natürliche Person)";"ABR920000750708";"15.11.2023"
"SEE917654229926";"Hausdach";"In Betrieb";"2.10.2023";"15.11.2023";"Solare Strahlungsenergie";"21";"21";"94036";"Passau";"(natürliche Person)";"ABR903264050418";"14.1.2024"
"SEE949273637707";"Dachkraftwerk";"In Betrieb";"25.7.2023";"15.11.2023";"Solare Strahlungsenergie";"7,38";"3";"91625";"Schnelldorf";"(natürliche Person)";"ABR982715351908";"15.11.2023"
"SEE910585577142";"PV Halle 23";"In Betrieb";"28.8.2023";"15.11.2023";"Solare Strahlungsenergie";"29,64";"27";"84431";"Heldenstein";"(natürliche Person)";"ABR931622281259";"15.11.2023"
"SEE979227639730";"PV-Anlage Hugenottenstraße";"In Betrieb";"3.11.2023";"15.11.2023";"Solare Strahlungsenergie";"26,56";"22";"95444";"Bayreuth";"Nova Sedes Wohnungsbau eG";"ABR951800935637";"28.11.2023"
"SEE935384649456";"Hausdach-Ze";"In Betrieb";"9.2.2023";"15.11.2023";"Solare Strahlungsenergie";"7,35";"7";"92339";"Beilngries";"(natürliche Person)";"ABR923650153714";"15.11.2023"
"SEE978155999701";"PV-Anlage Erweiterung 2023";"In Betrieb";"26.7.2023";"15.11.2023";"Solare Strahlungsenergie";"0,74";"0,74";"82377";"Penzberg";"(natürliche Person)";"ABR986179876588";"15.11.2023"
"SEE902103100611";"PV-Anlage";"In Betrieb";"22.8.2023";"15.11.2023";"Solare Strahlungsenergie";"10,92";"10";"97776";"Eußenheim";"(natürliche Person)";"ABR986430170141";"15.11.2023"
"SEE963966177264";"Balkon1";"In Betrieb";"4.11.2023";"15.11.2023";"Solare Strahlungsenergie";"0,82";"0,6";"90559";"Burgthann";"(natürliche Person)";"ABR982785808982";"1.3.2024"
