"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE960199181921";"Pointenstraße";"In Betrieb";"17.8.2022";"17.8.2022";"Solare Strahlungsenergie";"99,225";"99,225";"94209";"Regen";"König Baustoffe GmbH & Co. KG";"ABR957421559641";"17.8.2022"
"SEE942743350212";"Harald Klinger Balkon";"Endgültig stillgelegt";"17.8.2022";"17.8.2022";"Solare Strahlungsenergie";"0,6";"0,6";"91154";"Roth";"(natürliche Person)";"";"20.10.2023"
"SEE910985115852";"Nina Lutz";"In Betrieb";"14.7.2022";"17.8.2022";"Solare Strahlungsenergie";"9,75";"9,2";"97084";"Würzburg";"(natürliche Person)";"ABR954208559030";"29.11.2022"
"SEE908249046653";"PV Hausdach";"In Betrieb";"16.8.2022";"17.8.2022";"Solare Strahlungsenergie";"12,75";"12";"83059";"Kolbermoor";"(natürliche Person)";"ABR940202857869";"17.8.2022"
"SEE988152377662";"Hausdach Süd";"In Betrieb";"1.8.2022";"17.8.2022";"Solare Strahlungsenergie";"6";"6";"85435";"Erding";"(natürliche Person)";"ABR955140174381";"18.1.2024"
"SEE978233203850";"PV-Wörth-Schauer";"In Betrieb";"1.8.2022";"17.8.2022";"Solare Strahlungsenergie";"10";"10";"84109";"Wörth";"(natürliche Person)";"ABR960856531397";"6.6.2023"
"SEE993480978061";"PV-Anlage II";"In Betrieb";"4.8.2022";"17.8.2022";"Solare Strahlungsenergie";"3,64";"3,64";"87743";"Egg";"(natürliche Person)";"ABR927581621694";"19.10.2022"
"SEE972122406612";"Meine PV Ahornweg 10";"In Betrieb";"5.8.2022";"17.8.2022";"Solare Strahlungsenergie";"18,225";"18,225";"94554";"Moos";"(natürliche Person)";"ABR970226778550";"6.10.2022"
"SEE939105071694";"PV";"In Betrieb";"4.8.2022";"17.8.2022";"Solare Strahlungsenergie";"7,2";"6";"85586";"Poing";"(natürliche Person)";"ABR967299414751";"17.8.2022"
"SEE959757243287";"PV-Anlage";"In Betrieb";"15.8.2022";"17.8.2022";"Solare Strahlungsenergie";"9,84";"9,84";"97843";"Neuhütten";"(natürliche Person)";"ABR969988185423";"2.11.2023"
"SEE901919579314";"Balkon";"In Betrieb";"17.8.2022";"17.8.2022";"Solare Strahlungsenergie";"0,74";"0,6";"86825";"Bad Wörishofen";"(natürliche Person)";"ABR975345683853";"17.8.2022"
"SEE996581775119";"Hausdach";"In Betrieb";"24.5.2022";"17.8.2022";"Solare Strahlungsenergie";"7,4";"6";"89365";"Röfingen";"(natürliche Person)";"ABR935922592817";"18.8.2022"
"SEE906520344337";"Dachanlage";"In Betrieb";"1.8.2022";"17.8.2022";"Solare Strahlungsenergie";"9,6";"9,6";"84030";"Ergolding";"(natürliche Person)";"ABR933389057993";"6.9.2022"
"SEE988184133168";"Hausdach";"In Betrieb";"7.4.2022";"17.8.2022";"Solare Strahlungsenergie";"0,6";"0,6";"82377";"Penzberg";"(natürliche Person)";"ABR950428683227";"28.8.2022"
"SEE941952768498";"Haus";"In Betrieb";"9.8.2022";"17.8.2022";"Solare Strahlungsenergie";"14,06";"12";"83075";"Bad Feilnbach";"(natürliche Person)";"ABR948552549366";"22.11.2022"
"SEE986907171893";"PV-Anlage Koller";"In Betrieb";"29.7.2022";"17.8.2022";"Solare Strahlungsenergie";"24,79";"20";"84428";"Buchbach";"(natürliche Person)";"ABR999774151790";"5.9.2022"
"SEE914594380298";"PV Degner T. Freyung";"In Betrieb";"7.7.2022";"17.8.2022";"Solare Strahlungsenergie";"13,02";"12";"94078";"Freyung";"(natürliche Person)";"ABR990283449941";"26.9.2022"
"SEE954922687354";"Solaranlage Brückenweg 6a";"In Betrieb";"11.8.2022";"17.8.2022";"Solare Strahlungsenergie";"9";"9";"83052";"Bruckmühl";"(natürliche Person)";"ABR920197932116";"7.10.2022"
