"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE999406335048";"Hausdach";"In Betrieb";"12.7.2016";"19.8.2019";"Solare Strahlungsenergie";"4,16";"4";"85778";"Haimhausen";"(natürliche Person)";"ABR994279760133";"6.12.2023"
"SEE906425468848";"Maschinenhalle";"In Betrieb";"9.10.2018";"19.8.2019";"Solare Strahlungsenergie";"9,9";"9,9";"83071";"Stephanskirchen";"(natürliche Person)";"ABR979208833195";"30.10.2019"
"SEE932243374757";"PV Hausdach";"In Betrieb";"1.7.2019";"19.8.2019";"Solare Strahlungsenergie";"6,2";"4,2";"91785";"Pleinfeld";"(natürliche Person)";"ABR956111916740";"11.9.2019"
"SEE900674401731";"Maschinenhalle 30kw 2019";"In Betrieb";"29.7.2019";"19.8.2019";"Solare Strahlungsenergie";"29,45";"29,45";"83539";"Pfaffing";"(natürliche Person)";"ABR930626473776";"25.11.2020"
"SEE945687527283";"Lagerhalle_2";"In Betrieb";"31.7.2019";"19.8.2019";"Solare Strahlungsenergie";"38,475";"30";"86368";"Gersthofen";"Sebastian Schaflitzel GmbH & Co. KG";"ABR994744567137";"19.5.2020"
"SEE988625902773";"Hausdach";"In Betrieb";"2.1.2018";"19.8.2019";"Solare Strahlungsenergie";"5,66";"5";"84079";"Bruckberg";"(natürliche Person)";"ABR963835819905";"5.10.2020"
"SEE960219365010";"Gerlachv. Hohelohestr. 23";"In Betrieb";"26.6.2019";"19.8.2019";"Solare Strahlungsenergie";"8,55";"8,55";"97215";"Uffenheim";"(natürliche Person)";"ABR959540761523";"13.1.2020"
"SEE948589125632";"Anlage Mietdach Uffenheim 3";"In Betrieb";"26.7.2019";"19.8.2019";"Solare Strahlungsenergie";"50,84";"50";"97215";"Uffenheim";"(natürliche Person)";"ABR933235959839";"19.8.2019"
"SEE953567392999";"Haus-Holzhütte";"In Betrieb";"26.6.2015";"19.8.2019";"Solare Strahlungsenergie";"9,6";"9,2";"87757";"Kirchheim";"(natürliche Person)";"ABR910267498192";"19.8.2019"
"SEE956986509887";"PV-Anlage_SF";"In Betrieb";"31.7.2019";"19.8.2019";"Solare Strahlungsenergie";"9,9";"9";"91217";"Hersbruck";"(natürliche Person)";"ABR970852209831";"29.1.2021"
"SEE996203543683";"Hausdach";"In Betrieb";"16.11.2017";"19.8.2019";"Solare Strahlungsenergie";"9,72";"9,72";"85072";"Eichstätt";"(natürliche Person)";"ABR931091095418";"19.8.2019"
"SEE935377019648";"Halle";"In Betrieb";"31.7.2019";"19.8.2019";"Solare Strahlungsenergie";"99,75";"99,75";"86637";"Binswangen";"Gumpp Grundstücksgesellschaft mbH & Co. KG";"ABR987838956573";"20.11.2020"
"SEE927035156987";"PV-Anlage 2019";"In Betrieb";"19.8.2019";"19.8.2019";"Solare Strahlungsenergie";"8,68";"8,68";"94315";"Straubing";"(natürliche Person)";"ABR979760445294";"13.11.2019"
"SEE994450628351";"Dach";"In Betrieb";"20.7.2016";"19.8.2019";"Solare Strahlungsenergie";"8,06";"6";"97453";"Schonungen";"Geukler & Sachs Planungs- und Zeichenbüro";"ABR951674093433";"19.8.2019"
"SEE907398277390";"Pöttmeserstraße 7";"In Betrieb";"17.7.2019";"19.8.2019";"Solare Strahlungsenergie";"6,51";"4,6";"86669";"Königsmoos";"(natürliche Person)";"ABR935855245378";"15.10.2020"
"SEE907733138645";"Solaranlage";"In Betrieb";"16.5.2019";"19.8.2019";"Solare Strahlungsenergie";"6,48";"4,6";"96237";"Ebersdorf";"(natürliche Person)";"ABR918844475130";"19.10.2020"
"SEE956124936377";"MeinePV";"In Betrieb";"2.4.2016";"19.8.2019";"Solare Strahlungsenergie";"3,5";"3,5";"92685";"Floß";"(natürliche Person)";"ABR918068682239";"14.4.2022"
"SEE913898841085";"Hausdach";"In Betrieb";"8.8.2019";"19.8.2019";"Solare Strahlungsenergie";"6,21";"6";"85116";"Egweil";"(natürliche Person)";"ABR970847900828";"19.8.2019"
"SEE921776997694";"50965706392-Ralph´s Solaranlage";"In Betrieb";"27.11.2015";"19.8.2019";"Solare Strahlungsenergie";"8,7";"8,7";"93309";"Kelheim";"(natürliche Person)";"ABR962259883035";"20.8.2019"
"SEE901601469916";"Perle Suncracker Süd";"In Betrieb";"16.8.2019";"19.8.2019";"Solare Strahlungsenergie";"9,92";"9,92";"85614";"Kirchseeon";"(natürliche Person)";"ABR978709370222";"19.8.2019"
"SEE978543501509";"Pöttmeserstraße 7a";"In Betrieb";"17.7.2019";"19.8.2019";"Solare Strahlungsenergie";"6,51";"4,6";"86669";"Königsmoos";"(natürliche Person)";"ABR935855245378";"15.10.2020"
"SEE953310016783";"PV-Anlage 2";"In Betrieb";"6.6.2017";"19.8.2019";"Solare Strahlungsenergie";"2,95";"2,95";"92421";"Schwandorf";"(natürliche Person)";"ABR904734624771";"19.8.2019"
"SEE900726976316";"Maschinenhalle";"In Betrieb";"11.5.2015";"19.8.2019";"Solare Strahlungsenergie";"9,87";"9,87";"84036";"Kumhausen";"(natürliche Person)";"ABR949998004198";"19.8.2019"
"SEE962125724431";"Halle";"In Betrieb";"26.7.2019";"19.8.2019";"Solare Strahlungsenergie";"99,84";"95";"91352";"Hallerndorf";"(natürliche Person)";"ABR939262408647";"12.2.2021"
"SEE993312903087";"PV-Anlage 1";"In Betrieb";"6.6.2017";"19.8.2019";"Solare Strahlungsenergie";"5,9";"5";"92421";"Schwandorf";"(natürliche Person)";"ABR904734624771";"19.8.2019"
