"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE976845238024";"Balkon Solaranlage";"In Betrieb";"27.3.2023";"18.2.2023";"Solare Strahlungsenergie";"0,6";"0,6";"97422";"Schweinfurt";"(natürliche Person)";"ABR992600376220";"17.4.2023"
"SEE913352309632";"Hausdach und Garage";"In Betrieb";"18.2.2023";"18.2.2023";"Solare Strahlungsenergie";"6,935";"6,935";"96465";"Neustadt";"(natürliche Person)";"ABR964601427461";"18.2.2023"
"SEE987982888300";"Balkonkraft 5 Urmel";"In Betrieb";"18.2.2023";"18.2.2023";"Solare Strahlungsenergie";"0,76";"0,6";"95447";"Bayreuth";"(natürliche Person)";"ABR977209686321";"18.2.2023"
"SEE993767326868";"Hausdach 1";"In Betrieb";"18.2.2023";"18.2.2023";"Solare Strahlungsenergie";"0,6";"0,58";"82547";"Eurasburg";"(natürliche Person)";"ABR918734469492";"20.4.2023"
"SEE959868656594";"YUMA Balkonkraftwerk";"In Betrieb";"18.2.2023";"18.2.2023";"Solare Strahlungsenergie";"0,8";"0,6";"97437";"Haßfurt";"(natürliche Person)";"ABR964257467903";"18.2.2023"
"SEE971876289304";"Photovoltaik";"In Betrieb";"16.2.2023";"18.2.2023";"Solare Strahlungsenergie";"14,235";"14,235";"92442";"Wackersdorf";"(natürliche Person)";"ABR922034228109";"18.2.2023"
"SEE991095174274";"Erzeugungsanlage";"In Betrieb";"20.1.2023";"18.2.2023";"Solare Strahlungsenergie";"8,2";"8,2";"94405";"Landau";"(natürliche Person)";"ABR982362213024";"21.3.2023"
"SEE921256683475";"Ergänzung PV Anlage 2023";"In Betrieb";"10.2.2023";"18.2.2023";"Solare Strahlungsenergie";"7,7";"5";"90584";"Allersberg";"(natürliche Person)";"ABR989081177439";"18.2.2023"
"SEE950871625812";"Anlage Girletstraße 14";"In Betrieb";"8.2.2023";"18.2.2023";"Solare Strahlungsenergie";"9,72";"9,72";"93192";"Wald";"(natürliche Person)";"ABR955407827227";"5.6.2023"
"SEE905213794510";"PV-Anlage Breslauer Str. 4";"In Betrieb";"26.1.2023";"18.2.2023";"Solare Strahlungsenergie";"5,2";"4,64";"90610";"Winkelhaid";"(natürliche Person)";"ABR995111946326";"16.6.2023"
"SEE915684125799";"Gartenhaus";"In Betrieb";"14.7.2022";"18.2.2023";"Solare Strahlungsenergie";"1,035";"0,6";"90482";"Nürnberg";"(natürliche Person)";"ABR950353617328";"1.3.2023"
"SEE947178359212";"50965779117 - ABR964019930591";"In Betrieb";"21.11.2022";"18.2.2023";"Solare Strahlungsenergie";"14,76";"14,76";"93309";"Kelheim";"(natürliche Person)";"ABR964019930591";"28.6.2023"
"SEE966629197272";"Hausdach Ost";"In Betrieb";"18.2.2023";"18.2.2023";"Solare Strahlungsenergie";"0,6";"0,58";"82547";"Eurasburg";"(natürliche Person)";"ABR940277285659";"7.10.2023"
"SEE943919968453";"Weinberg100";"In Betrieb";"14.2.2023";"18.2.2023";"Solare Strahlungsenergie";"12,18";"10";"93086";"Wörth";"(natürliche Person)";"ABR977614418364";"6.6.2023"
"SEE948603195610";"Aufdach-Anlage";"In Betrieb";"16.2.2023";"18.2.2023";"Solare Strahlungsenergie";"9,72";"9,72";"85614";"Kirchseeon";"(natürliche Person)";"ABR982534196858";"6.7.2023"
"SEE940143728891";"PV Anlage Dach";"In Betrieb";"1.8.2022";"18.2.2023";"Solare Strahlungsenergie";"13,5";"13,5";"94121";"Salzweg";"(natürliche Person)";"ABR952873927420";"4.3.2023"
