"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE962702063823";"Dux";"In Betrieb";"21.5.2019";"11.7.2019";"Solare Strahlungsenergie";"8,37";"6";"92533";"Wernberg-Köblitz";"(natürliche Person)";"ABR968220983674";"11.7.2019"
"SEE954618038019";"Garagendach";"In Betrieb";"9.7.2019";"11.7.2019";"Solare Strahlungsenergie";"5,4";"5,4";"91301";"Forchheim";"(natürliche Person)";"ABR980483165147";"26.6.2023"
"SEE904454356778";"Hausdach";"In Betrieb";"4.7.2019";"11.7.2019";"Solare Strahlungsenergie";"8,68";"8";"85368";"Moosburg";"(natürliche Person)";"ABR995281115874";"2.12.2019"
"SEE958821729856";"Hausdach";"In Betrieb";"29.5.2019";"11.7.2019";"Solare Strahlungsenergie";"9,57";"8,2";"83413";"Fridolfing";"(natürliche Person)";"ABR904795468758";"11.7.2019"
"SEE972851503439";"Hausdach";"In Betrieb";"2.7.2019";"11.7.2019";"Solare Strahlungsenergie";"9,3";"9,3";"92237";"Sulzbach-Rosenberg";"(natürliche Person)";"ABR955164327985";"15.12.2022"
"SEE978277336163";"PV Haus";"In Betrieb";"18.8.2018";"11.7.2019";"Solare Strahlungsenergie";"6,93";"6,93";"85467";"Neuching";"(natürliche Person)";"ABR965704920286";"11.7.2019"
"SEE958629647512";"ABR960075613317";"In Betrieb";"30.6.2019";"11.7.2019";"Solare Strahlungsenergie";"6,5";"6,5";"86971";"Peiting";"(natürliche Person)";"ABR960075613317";"26.1.2021"
"SEE945968418569";"PV-Anlage";"In Betrieb";"21.2.2018";"11.7.2019";"Solare Strahlungsenergie";"8,55";"8";"63755";"Alzenau";"(natürliche Person)";"ABR996341022712";"6.8.2019"
"SEE954732877723";"Hausdach";"In Betrieb";"3.7.2019";"11.7.2019";"Solare Strahlungsenergie";"9,975";"8";"86477";"Adelsried";"(natürliche Person)";"ABR964661102995";"1.5.2022"
"SEE983938000666";"PV Dachanlage";"In Betrieb";"28.6.2019";"11.7.2019";"Solare Strahlungsenergie";"39,9";"30";"97277";"Neubrunn";"Norbert MARTIN";"ABR918346682500";"15.6.2020"
"SEE971803893413";"PV-Anlage";"In Betrieb";"26.6.2019";"11.7.2019";"Solare Strahlungsenergie";"9,15";"9";"82057";"Icking";"(natürliche Person)";"ABR998775537510";"11.7.2019"
"SEE970372648455";"Maschinenhalle Dorfstrasse 9a";"In Betrieb";"28.6.2019";"11.7.2019";"Solare Strahlungsenergie";"26,88";"26,88";"91746";"Weidenbach";"(natürliche Person)";"ABR938024040125";"10.2.2021"
"SEE992396338266";"Bauernhof Leberfing";"In Betrieb";"1.4.2019";"11.7.2019";"Solare Strahlungsenergie";"98,04";"96";"94439";"Roßbach";"Lindner Land- und Forstwirtschaft GmbH und Co. KG";"ABR931545217519";"3.6.2020"
"SEE983218363368";"Stall";"In Betrieb";"11.7.2019";"11.7.2019";"Solare Strahlungsenergie";"31,2";"30";"93489";"Schorndorf";"(natürliche Person)";"ABR914088139517";"11.7.2019"
"SEE929354464446";"Fahrradhalle Lerchenstrasse 8";"In Betrieb";"28.6.2019";"11.7.2019";"Solare Strahlungsenergie";"35,2";"32,5";"91746";"Weidenbach";"(natürliche Person)";"ABR938024040125";"10.2.2021"
"SEE939428819881";"Traktorhalle Wosanger";"Endgültig stillgelegt";"28.6.2019";"11.7.2019";"Solare Strahlungsenergie";"19,2";"19,2";"91746";"Weidenbach";"(natürliche Person)";"ABR938024040125";"1.12.2022"
"SEE914234911301";"Hausdach - Am Riedelfeld 17";"In Betrieb";"2.10.2018";"11.7.2019";"Solare Strahlungsenergie";"9,8";"9,8";"93471";"Arnbruck";"(natürliche Person)";"ABR940618865779";"11.7.2019"
"SEE958150280226";"PV-Anlage Wohnhaus";"In Betrieb";"5.4.2016";"11.7.2019";"Solare Strahlungsenergie";"4,845";"4";"94405";"Landau";"(natürliche Person)";"ABR926669486217";"23.6.2021"
"SEE935388777254";"Anlage 2019 Stadel";"In Betrieb";"10.7.2019";"11.7.2019";"Solare Strahlungsenergie";"29,44";"29,44";"84568";"Pleiskirchen";"(natürliche Person)";"ABR971404665709";"8.12.2023"
"SEE912171951275";"PV 2019";"In Betrieb";"8.7.2019";"11.7.2019";"Solare Strahlungsenergie";"40,32";"40";"94107";"Untergriesbach";"(natürliche Person)";"ABR969096333525";"11.7.2019"
"SEE926611290237";"Haus-Gar-Dach";"In Betrieb";"18.3.2016";"11.7.2019";"Solare Strahlungsenergie";"3,25";"3";"84034";"Landshut";"(natürliche Person)";"ABR952068142201";"11.7.2019"
"SEE967016180792";"Blumenstraße";"In Betrieb";"4.7.2019";"11.7.2019";"Solare Strahlungsenergie";"5,1";"5";"90613";"Großhabersdorf";"(natürliche Person)";"ABR979058828211";"28.1.2020"
"SEE912279035549";"Emondo GmbH - Residential";"In Betrieb";"11.7.2019";"11.7.2019";"Solare Strahlungsenergie";"12,8";"12,8";"85662";"Hohenbrunn";"(natürliche Person)";"ABR996523029515";"10.2.2020"
"SEE934367786843";"PV - Norden 2019";"In Betrieb";"29.5.2019";"11.7.2019";"Solare Strahlungsenergie";"26,23";"20";"83342";"Tacherting";"Music-Pub Peterskirchen";"ABR903122354771";"4.2.2020"
"SEE940749339743";"ABR914605946383";"In Betrieb";"11.7.2019";"11.7.2019";"Solare Strahlungsenergie";"15,045";"15,045";"94239";"Zachenberg";"(natürliche Person)";"ABR914605946383";"11.7.2019"
"SEE948039896143";"Lanzl Martin Photovoltaikanlage";"In Betrieb";"19.9.2016";"11.7.2019";"Solare Strahlungsenergie";"9,6";"9,6";"82327";"Tutzing";"(natürliche Person)";"ABR923820551746";"11.7.2019"
"SEE949707689098";"Hallendach";"In Betrieb";"30.4.2019";"11.7.2019";"Solare Strahlungsenergie";"231,26";"212,5";"94157";"Perlesreut";"Höfl Bau";"ABR978751772067";"16.6.2021"
"SEE958712234438";"Solarstromanlage_07.19";"In Betrieb";"8.7.2019";"11.7.2019";"Solare Strahlungsenergie";"15,36";"12";"94051";"Hauzenberg";"(natürliche Person)";"ABR935042794917";"11.7.2019"
