"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE923983831273";"Hausdach";"In Betrieb";"10.8.2021";"10.9.2021";"Solare Strahlungsenergie";"10,72";"10";"93090";"Bach";"(natürliche Person)";"ABR911580375436";"21.9.2021"
"SEE909465658057";"Hausdach";"In Betrieb";"3.9.2021";"10.9.2021";"Solare Strahlungsenergie";"7,5";"7";"86510";"Ried";"(natürliche Person)";"ABR945330422187";"27.12.2021"
"SEE975231917734";"Ismaning";"In Betrieb";"10.9.2021";"10.9.2021";"Solare Strahlungsenergie";"12,48";"10";"85737";"Ismaning";"Morris Immobilien GmbH";"ABR929881818989";"17.11.2021"
"SEE935831966396";"Garage";"In Betrieb";"19.8.2021";"10.9.2021";"Solare Strahlungsenergie";"5,28";"4,2";"84030";"Ergolding";"(natürliche Person)";"ABR963214052022";"15.10.2021"
"SEE925958062408";"Hausdach";"In Betrieb";"7.9.2021";"10.9.2021";"Solare Strahlungsenergie";"10,875";"10,875";"93449";"Waldmünchen";"(natürliche Person)";"ABR918765074627";"18.11.2021"
"SEE964446578199";"PV-Anlage Stammham";"In Betrieb";"2.9.2021";"10.9.2021";"Solare Strahlungsenergie";"7,475";"7,475";"85134";"Stammham";"(natürliche Person)";"ABR950285499658";"4.4.2022"
"SEE947934529064";"PV Asamstrasse";"In Betrieb";"4.11.2021";"10.9.2021";"Solare Strahlungsenergie";"9,36";"9,36";"83026";"Rosenheim";"(natürliche Person)";"ABR910524335734";"13.6.2023"
"SEE912552648732";"PV-Anlage";"In Betrieb";"3.11.2021";"10.9.2021";"Solare Strahlungsenergie";"9,75";"9,5";"96242";"Sonnefeld";"(natürliche Person)";"ABR973700778916";"15.12.2021"
"SEE912580342367";"PV_MAKÜ";"In Betrieb";"10.8.2021";"10.9.2021";"Solare Strahlungsenergie";"5,78";"5";"95145";"Oberkotzau";"(natürliche Person)";"ABR941945078153";"10.9.2021"
"SEE997215690099";"Schuppen-Anlage";"In Betrieb";"10.9.2021";"10.9.2021";"Solare Strahlungsenergie";"1,3";"1,3";"92431";"Neunburg";"(natürliche Person)";"ABR939447385183";"2.11.2021"
"SEE978872183681";"PV 8,38kWp -Jetzendorf";"In Betrieb";"29.1.2021";"10.9.2021";"Solare Strahlungsenergie";"8,38";"8,2";"85305";"Jetzendorf";"(natürliche Person)";"ABR981886960322";"23.9.2021"
