"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE935977280820";"PV-Anlage Terrase Sportheim";"In Betrieb";"7.4.2022";"6.7.2022";"Solare Strahlungsenergie";"15,6";"15";"94269";"Rinchnach";"FC Rinchnach";"ABR943935453919";"1.8.2022"
"SEE907568122499";"Halle";"In Betrieb";"17.3.2022";"6.7.2022";"Solare Strahlungsenergie";"29,97";"26,9";"96178";"Pommersfelden";"(natürliche Person)";"ABR996859513429";"11.10.2022"
"SEE971785665688";"S&OT";"In Betrieb";"4.7.2022";"6.7.2022";"Solare Strahlungsenergie";"15,75";"15";"91487";"Vestenbergsgreuth";"Sonja&Oliver Thoma GbR";"ABR951187090172";"19.8.2022"
"SEE914851714606";"Dachanlage Schweinfurt";"In Betrieb";"8.6.2022";"6.7.2022";"Solare Strahlungsenergie";"4,5";"4,5";"97424";"Schweinfurt";"(natürliche Person)";"ABR926231815599";"29.8.2022"
"SEE950429433395";"PV 3-FH";"In Betrieb";"4.1.2022";"6.7.2022";"Solare Strahlungsenergie";"20,52";"9";"89350";"Dürrlauingen";"(natürliche Person)";"ABR930514125749";"20.7.2022"
"SEE941962109649";"Mini-PV-Anlage";"In Betrieb";"6.7.2022";"6.7.2022";"Solare Strahlungsenergie";"0,65";"0,6";"95030";"Hof";"(natürliche Person)";"ABR910329341794";"6.7.2022"
"SEE966873885093";"MiniPV";"In Betrieb";"6.7.2022";"6.7.2022";"Solare Strahlungsenergie";"0,69";"0,6";"63801";"Kleinostheim";"(natürliche Person)";"ABR972742424676";"6.7.2022"
"SEE920621708324";"Eigenheim";"In Betrieb";"1.7.2022";"6.7.2022";"Solare Strahlungsenergie";"11,2";"10";"95213";"Münchberg";"(natürliche Person)";"ABR987309681751";"12.11.2022"
"SEE920333846253";"Hausdach";"In Betrieb";"18.5.2022";"6.7.2022";"Solare Strahlungsenergie";"11,88";"10";"83135";"Schechen";"(natürliche Person)";"ABR965699053921";"27.10.2022"
"SEE991074630661";"PV Anbau";"In Betrieb";"27.6.2022";"6.7.2022";"Solare Strahlungsenergie";"9,94";"8";"93051";"Regensburg";"(natürliche Person)";"ABR914932878210";"24.10.2022"
"SEE903375937493";"PV Wertstoffhof";"In Betrieb";"31.5.2022";"6.7.2022";"Solare Strahlungsenergie";"25,53";"24";"91474";"Langenfeld";"Dorfladen Langenfeld UG (haftungsbeschränkt)";"ABR951491374241";"7.2.2024"
"SEE974779344446";"Garagendach";"In Betrieb";"5.7.2022";"6.7.2022";"Solare Strahlungsenergie";"0,72";"0,6";"90425";"Nürnberg";"(natürliche Person)";"ABR937600395888";"12.10.2022"
"SEE942038979623";"Schweinfurt";"In Betrieb";"23.6.2022";"6.7.2022";"Solare Strahlungsenergie";"245";"245";"97424";"Schweinfurt";"HD ImmoConsult GmbH";"ABR953145036642";"12.7.2022"
"SEE954518548281";"Alcudia";"In Betrieb";"30.6.2022";"6.7.2022";"Solare Strahlungsenergie";"12,15";"10";"92706";"Luhe-Wildenau";"(natürliche Person)";"ABR968416599825";"13.9.2022"
"SEE918871206691";"Photovoltaik";"In Betrieb";"29.6.2022";"6.7.2022";"Solare Strahlungsenergie";"9,9";"9,9";"83404";"Ainring";"(natürliche Person)";"ABR928188351366";"9.11.2023"
"SEE929404640509";"PV Anlage Herrler";"In Betrieb";"15.6.2022";"6.7.2022";"Solare Strahlungsenergie";"9,88";"9,88";"92339";"Beilngries";"(natürliche Person)";"ABR945023165957";"19.9.2022"
"SEE900691800050";"Hausdach";"In Betrieb";"27.3.2017";"6.7.2022";"Solare Strahlungsenergie";"8";"8";"96182";"Reckendorf";"(natürliche Person)";"ABR924036479114";"1.11.2022"
"SEE967871806202";"VillaKunterbunt";"In Betrieb";"1.7.2022";"6.7.2022";"Solare Strahlungsenergie";"11";"11";"86879";"Wiedergeltingen";"(natürliche Person)";"ABR942315457141";"28.8.2023"
"SEE925101960384";"PV-Anlage";"In Betrieb";"5.7.2022";"6.7.2022";"Solare Strahlungsenergie";"13,28";"10";"86836";"Untermeitingen";"(natürliche Person)";"ABR992940724675";"25.7.2022"
"SEE969432707515";"ADA3, PV-Anlage, 24 kWp, 2022, Petzmannsberg 21, Kulmbach";"In Betrieb";"2.5.2022";"6.7.2022";"Solare Strahlungsenergie";"24";"24";"95326";"Kulmbach";"ADA Invest GbR";"ABR956178342490";"26.1.2024"
"SEE904612260770";"Garten";"In Betrieb";"6.4.2022";"6.7.2022";"Solare Strahlungsenergie";"0,68";"0,6";"90592";"Schwarzenbruck";"(natürliche Person)";"ABR977847617299";"11.8.2022"
"SEE916610128792";"PV-Anlage 2022";"In Betrieb";"4.7.2022";"6.7.2022";"Solare Strahlungsenergie";"3,375";"2,61";"92256";"Hahnbach";"(natürliche Person)";"ABR939689880354";"9.9.2022"
"SEE993144020532";"PV 9,43kWp";"In Betrieb";"6.7.2022";"6.7.2022";"Solare Strahlungsenergie";"9,43";"8,8";"93158";"Teublitz";"(natürliche Person)";"ABR923215656889";"27.7.2022"
"SEE903757703999";"Postauer Str. 24";"In Betrieb";"2.6.2022";"6.7.2022";"Solare Strahlungsenergie";"7,26";"7";"84109";"Wörth";"(natürliche Person)";"ABR962567538276";"6.7.2022"
"SEE951636428754";"Koninet";"In Betrieb";"23.5.2022";"6.7.2022";"Solare Strahlungsenergie";"7,2";"7";"89343";"Jettingen-Scheppach";"(natürliche Person)";"ABR930460050980";"27.10.2022"
"SEE924142675288";"PV-Anlage 2022";"In Betrieb";"30.6.2022";"6.7.2022";"Solare Strahlungsenergie";"8,28";"8,28";"87656";"Germaringen";"(natürliche Person)";"ABR936934697101";"28.8.2023"
"SEE995675144466";"PV-Anlage mit 8,40 kWp (2022)";"In Betrieb";"4.7.2022";"6.7.2022";"Solare Strahlungsenergie";"8,4";"8";"86529";"Schrobenhausen";"(natürliche Person)";"ABR901346813487";"3.11.2022"
"SEE979165897575";"SchrofManfred Weißenhorn";"In Betrieb";"28.6.2022";"6.7.2022";"Solare Strahlungsenergie";"8,125";"7";"89264";"Weißenhorn";"(natürliche Person)";"ABR978255609807";"6.7.2022"
"SEE928231304912";"Edenstetten Wohnhaus";"In Betrieb";"23.5.2022";"6.7.2022";"Solare Strahlungsenergie";"7,22";"7";"94505";"Bernried";"(natürliche Person)";"ABR992721398071";"8.11.2022"
"SEE944032792505";"Hausdach 5,67 KWp";"In Betrieb";"2.7.2022";"6.7.2022";"Solare Strahlungsenergie";"5,67";"4,6";"85716";"Unterschleißheim";"(natürliche Person)";"ABR915174441309";"14.11.2022"
"SEE937234975814";"Hausdach";"In Betrieb";"10.6.2022";"6.7.2022";"Solare Strahlungsenergie";"9,75";"9,75";"94315";"Straubing";"(natürliche Person)";"ABR906548153379";"15.7.2022"
"SEE931898793333";"Garagendach";"In Betrieb";"31.3.2021";"6.7.2022";"Solare Strahlungsenergie";"7,14";"5,5";"97854";"Steinfeld";"(natürliche Person)";"ABR915406997130";"29.7.2022"
"SEE945132586704";"Sonneja";"In Betrieb";"2.9.2022";"6.7.2022";"Solare Strahlungsenergie";"6,24";"5";"85748";"Garching";"(natürliche Person)";"ABR903989445131";"23.12.2022"
"SEE993979855057";"PV-Anlage mit 8,25 kWp (2022)";"In Betrieb";"30.6.2022";"6.7.2022";"Solare Strahlungsenergie";"8,25";"8,25";"85055";"Ingolstadt";"(natürliche Person)";"ABR977265254588";"11.10.2023"
"SEE934041991341";"PfenningerBzll";"In Betrieb";"28.6.2022";"6.7.2022";"Solare Strahlungsenergie";"8,775";"8";"89264";"Weißenhorn";"(natürliche Person)";"ABR923140008265";"6.7.2022"
"SEE948834245016";"priFlat Duo";"In Betrieb";"1.6.2022";"6.7.2022";"Solare Strahlungsenergie";"0,72";"0,6";"96163";"Gundelsheim";"(natürliche Person)";"ABR905167645739";"19.8.2022"
"SEE906030542315";"Hausdach 10,0 KWp";"In Betrieb";"4.7.2022";"6.7.2022";"Solare Strahlungsenergie";"10";"10";"85088";"Vohburg";"(natürliche Person)";"ABR916001483912";"6.7.2022"
"SEE944452703464";"Raschel - PV 1 - Halle Ost";"In Betrieb";"22.12.2021";"6.7.2022";"Solare Strahlungsenergie";"29,6";"29,6";"87760";"Lachen";"Fritz Raschel Feuerschutz GmbH";"ABR989330349426";"25.7.2022"
"SEE907377481275";"Maintalstrasse 2 Süd West";"In Betrieb";"4.2.2022";"6.7.2022";"Solare Strahlungsenergie";"14,8";"10";"97509";"Kolitzheim";"(natürliche Person)";"ABR940437694376";"6.7.2022"
"SEE924952557521";"Einspeiseanlage Mayr";"In Betrieb";"22.6.2022";"6.7.2022";"Solare Strahlungsenergie";"9,9";"9,9";"87600";"Kaufbeuren";"(natürliche Person)";"ABR943721121848";"12.7.2022"
"SEE916855070566";"Bekka31";"In Betrieb";"3.8.2022";"6.7.2022";"Solare Strahlungsenergie";"5,025";"4,6";"86830";"Schwabmünchen";"(natürliche Person)";"ABR915155218197";"4.10.2022"
"SEE948779688398";"SEAW1497348";"In Betrieb";"31.1.2022";"6.7.2022";"Solare Strahlungsenergie";"5,25";"5,25";"97348";"Rödelsee";"(natürliche Person)";"ABR961315769887";"12.7.2022"
"SEE911416285939";"priFlat Duo";"In Betrieb";"31.5.2022";"6.7.2022";"Solare Strahlungsenergie";"0,6";"0,6";"96049";"Bamberg";"(natürliche Person)";"ABR976866524984";"20.1.2024"
"SEE910454801637";"Flachdach";"In Betrieb";"5.7.2022";"6.7.2022";"Solare Strahlungsenergie";"9,24";"8";"89257";"Illertissen";"(natürliche Person)";"ABR966608725878";"28.9.2022"
"SEE916824428800";"Edenstetten Poolhaus";"In Betrieb";"23.5.2022";"6.7.2022";"Solare Strahlungsenergie";"7,22";"7";"94505";"Bernried";"(natürliche Person)";"ABR992721398071";"8.11.2022"
