"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE933266767274";"Garage";"In Betrieb";"14.11.2023";"24.11.2023";"Solare Strahlungsenergie";"6,5";"6";"97262";"Hausen";"(natürliche Person)";"ABR993843520685";"24.11.2023"
"SEE902366754354";"PV-Anlage";"In Betrieb";"8.2.2023";"24.11.2023";"Solare Strahlungsenergie";"12";"12";"84347";"Pfarrkirchen";"(natürliche Person)";"ABR984292427540";"18.12.2023"
"SEE939830720744";"Hausdach";"In Betrieb";"10.11.2023";"24.11.2023";"Solare Strahlungsenergie";"9,02";"9,02";"63791";"Karlstein";"(natürliche Person)";"ABR990036483482";"24.11.2023"
"SEE985036800841";"Balkonanlage Anker Solix Rs40P Anker Solix Solarbank E 1600";"In Betrieb";"9.11.2023";"24.11.2023";"Solare Strahlungsenergie";"0,8";"0,8";"63928";"Eichenbühl";"(natürliche Person)";"ABR995604403312";"24.11.2023"
"SEE950286697466";"PV Haushalt";"In Betrieb";"26.5.2023";"24.11.2023";"Solare Strahlungsenergie";"12";"8,7";"86156";"Augsburg";"(natürliche Person)";"ABR992014172272";"7.12.2023"
"SEE982491352717";"Langquaid";"In Betrieb";"7.11.2023";"24.11.2023";"Solare Strahlungsenergie";"40,5";"30";"84085";"Langquaid";"(natürliche Person)";"ABR904590444704";"24.11.2023"
"SEE938086793434";"Photovoltaikanlage";"In Betrieb";"13.11.2023";"24.11.2023";"Solare Strahlungsenergie";"9,24";"8";"97640";"Oberstreu";"(natürliche Person)";"ABR967558742137";"27.11.2023"
"SEE911875384457";"PV-Dach1-IN";"In Betrieb";"16.10.2023";"24.11.2023";"Solare Strahlungsenergie";"4,56";"4,56";"85051";"Ingolstadt";"(natürliche Person)";"ABR948515661630";"8.1.2024"
"SEE903146926015";"LH_PV";"In Betrieb";"15.10.2023";"24.11.2023";"Solare Strahlungsenergie";"15,21";"10";"97422";"Schweinfurt";"(natürliche Person)";"ABR995916248755";"27.11.2023"
"SEE979315290072";"Hausdach";"In Betrieb";"21.4.2023";"24.11.2023";"Solare Strahlungsenergie";"3,2";"3,2";"86978";"Hohenfurch";"(natürliche Person)";"ABR969777980550";"24.11.2023"
"SEE996507172473";"PV-Anlage";"In Betrieb";"19.9.2023";"24.11.2023";"Solare Strahlungsenergie";"7,14";"6,5";"85757";"Karlsfeld";"(natürliche Person)";"ABR964946906836";"24.11.2023"
"SEE940298416025";"Rathaus";"In Betrieb";"29.9.2023";"24.11.2023";"Solare Strahlungsenergie";"14,875";"9,99";"88167";"Maierhöfen";"Gemeinde Maierhöfen";"ABR962067732198";"24.11.2023"
"SEE904829729800";"PV2023_Löhlein, 19,125 kWp";"In Betrieb";"25.10.2023";"24.11.2023";"Solare Strahlungsenergie";"19,125";"11,8";"89231";"Neu-Ulm";"(natürliche Person)";"ABR935106269962";"24.11.2023"
